id,source_partition,path,brightness_mean,contrast_std,laplacian_variance,foreground_fraction,foreground_box_fraction,background_fraction
10468,train,data/raw/teacher/train/images_train/10468.jpg,0.82168895,0.23224309,0.08255523,0.44291667,0.65833333,0.55708333
10485,train,data/raw/teacher/train/images_train/10485.jpg,0.78008866,0.30149040,0.05347541,0.38333333,0.61750000,0.61666667
10504,train,data/raw/teacher/train/images_train/10504.jpg,0.85417563,0.24386941,0.06935030,0.33458333,0.61666667,0.66541667
10570,train,data/raw/teacher/train/images_train/10570.jpg,0.80127734,0.24553634,0.05178051,0.46166667,0.63375000,0.53833333
10585,train,data/raw/teacher/train/images_train/10585.jpg,0.56172955,0.38690788,0.06171970,0.57770833,0.72479167,0.42229167
10608,train,data/raw/teacher/train/images_train/10608.jpg,0.79759163,0.29217497,0.09228216,0.45937500,0.66562500,0.54062500
10629,train,data/raw/teacher/train/images_train/10629.jpg,0.85665447,0.30435973,0.03335434,0.19875000,0.31416667,0.80125000
10649,train,data/raw/teacher/train/images_train/10649.jpg,0.96695274,0.05820850,0.00260635,0.25854167,0.42104167,0.74145833
10684,train,data/raw/teacher/train/images_train/10684.jpg,0.95527893,0.11071138,0.01083726,0.16416667,0.26812500,0.83583333
10708,train,data/raw/teacher/train/images_train/10708.jpg,0.69748545,0.38830227,0.06821028,0.40458333,0.62687500,0.59541667
10729,train,data/raw/teacher/train/images_train/10729.jpg,0.72035182,0.39945796,0.06477792,0.34562500,0.63250000,0.65437500
10748,train,data/raw/teacher/train/images_train/10748.jpg,0.94876730,0.15596838,0.01971898,0.10812500,0.17062500,0.89187500
10766,train,data/raw/teacher/train/images_train/10766.jpg,0.94911742,0.15478985,0.02597052,0.12625000,0.19500000,0.87375000
10787,train,data/raw/teacher/train/images_train/10787.jpg,0.79335809,0.28383642,0.05988491,0.47020833,0.66666667,0.52979167
10803,train,data/raw/teacher/train/images_train/10803.jpg,0.80759126,0.25056547,0.08148111,0.45979167,0.66625000,0.54020833
10825,train,data/raw/teacher/train/images_train/10825.jpg,0.80177855,0.23275313,0.03178564,0.47916667,0.68250000,0.52083333
10843,train,data/raw/teacher/train/images_train/10843.jpg,0.81251091,0.26624203,0.03445297,0.44729167,0.61750000,0.55270833
10870,train,data/raw/teacher/train/images_train/10870.jpg,0.77109700,0.30165058,0.05729701,0.43020833,0.60125000,0.56979167
10987,train,data/raw/teacher/train/images_train/10987.jpg,0.70170158,0.35098758,0.05599672,0.47416667,0.65000000,0.52583333
11005,train,data/raw/teacher/train/images_train/11005.jpg,0.54323339,0.37220818,0.08190069,0.62312500,0.76916667,0.37687500
11026,train,data/raw/teacher/train/images_train/11026.jpg,0.75407928,0.32371983,0.07959174,0.42312500,0.74750000,0.57687500
11045,train,data/raw/teacher/train/images_train/11045.jpg,0.84276634,0.23646173,0.02918378,0.48416667,0.67479167,0.51583333
11062,train,data/raw/teacher/train/images_train/11062.jpg,0.69568861,0.32963654,0.05138561,0.51479167,0.74750000,0.48520833
11079,train,data/raw/teacher/train/images_train/11079.jpg,0.73045713,0.29665697,0.06247402,0.50104167,0.71666667,0.49895833
11092,train,data/raw/teacher/train/images_train/11092.jpg,0.79091460,0.27077261,0.06610493,0.45875000,0.65833333,0.54125000
11115,train,data/raw/teacher/train/images_train/11115.jpg,0.66189486,0.36336926,0.05998621,0.50500000,0.72416667,0.49500000
11133,train,data/raw/teacher/train/images_train/11133.jpg,0.62839061,0.37285945,0.10496551,0.57041667,0.73958333,0.42958333
11151,train,data/raw/teacher/train/images_train/11151.jpg,0.95875776,0.10896890,0.00585935,0.13354167,0.52937500,0.86645833
11167,train,data/raw/teacher/train/images_train/11167.jpg,0.63825697,0.38776216,0.06684311,0.49916667,0.71500000,0.50083333
11205,train,data/raw/teacher/train/images_train/11205.jpg,0.60947537,0.36512014,0.05152466,0.56729167,0.71458333,0.43270833
11229,train,data/raw/teacher/train/images_train/11229.jpg,0.92767173,0.13485858,0.03677682,0.27166667,0.46666667,0.72833333
11258,train,data/raw/teacher/train/images_train/11258.jpg,0.80553526,0.31197819,0.03318480,0.39062500,0.53625000,0.60937500
11276,train,data/raw/teacher/train/images_train/11276.jpg,0.63939434,0.40183479,0.06037171,0.46083333,0.69750000,0.53916667
11292,train,data/raw/teacher/train/images_train/11292.jpg,0.81892484,0.27483341,0.04467569,0.36875000,0.56875000,0.63125000
11307,train,data/raw/teacher/train/images_train/11307.jpg,0.83032501,0.24930243,0.03250503,0.35083333,0.67479167,0.64916667
11334,train,data/raw/teacher/train/images_train/11334.jpg,0.78910625,0.30404875,0.05118401,0.39291667,0.62541667,0.60708333
11354,train,data/raw/teacher/train/images_train/11354.jpg,0.82583266,0.24319999,0.04196672,0.38812500,0.66625000,0.61187500
11372,train,data/raw/teacher/train/images_train/11372.jpg,0.81164324,0.26865041,0.03718675,0.47375000,0.65833333,0.52625000
11388,train,data/raw/teacher/train/images_train/11388.jpg,0.69648975,0.35519305,0.04657201,0.47333333,0.66625000,0.52666667
11413,train,data/raw/teacher/train/images_train/11413.jpg,0.73530388,0.31485724,0.04300408,0.45083333,0.65770833,0.54916667
11428,train,data/raw/teacher/train/images_train/11428.jpg,0.71447861,0.38770866,0.04425037,0.41375000,0.59250000,0.58625000
11445,train,data/raw/teacher/train/images_train/11445.jpg,0.83229738,0.25846452,0.05846659,0.40020833,0.65000000,0.59979167
11466,train,data/raw/teacher/train/images_train/11466.jpg,0.73850268,0.32219276,0.04513637,0.46312500,0.63375000,0.53687500
11489,train,data/raw/teacher/train/images_train/11489.jpg,0.63217241,0.35067937,0.05775779,0.61979167,0.73958333,0.38020833
11510,train,data/raw/teacher/train/images_train/11510.jpg,0.95330322,0.14934754,0.02347833,0.11104167,0.25875000,0.88895833
11535,train,data/raw/teacher/train/images_train/11535.jpg,0.89333385,0.19833165,0.03575844,0.35479167,0.51666667,0.64520833
11554,train,data/raw/teacher/train/images_train/11554.jpg,0.85706520,0.20692204,0.03107516,0.38229167,0.68333333,0.61770833
11571,train,data/raw/teacher/train/images_train/11571.jpg,0.82556826,0.23745364,0.03356198,0.40375000,0.63333333,0.59625000
11590,train,data/raw/teacher/train/images_train/11590.jpg,0.88561463,0.19599780,0.03695727,0.36583333,0.50000000,0.63416667
11607,train,data/raw/teacher/train/images_train/11607.jpg,0.92700827,0.15554859,0.02074787,0.35541667,0.52666667,0.64458333
11635,train,data/raw/teacher/train/images_train/11635.jpg,0.70703131,0.34178030,0.14876248,0.53145833,0.78395833,0.46854167
11654,train,data/raw/teacher/train/images_train/11654.jpg,0.85982054,0.23523587,0.05176767,0.33020833,0.53625000,0.66979167
11678,train,data/raw/teacher/train/images_train/11678.jpg,0.77637219,0.27282077,0.07865544,0.48979167,0.73333333,0.51020833
11697,train,data/raw/teacher/train/images_train/11697.jpg,0.80807251,0.22727977,0.06974562,0.49062500,0.70770833,0.50937500
11712,train,data/raw/teacher/train/images_train/11712.jpg,0.90707660,0.15248273,0.02441748,0.39000000,0.72416667,0.61000000
11732,train,data/raw/teacher/train/images_train/11732.jpg,0.75281698,0.32234478,0.06267945,0.45729167,0.66625000,0.54270833
11750,train,data/raw/teacher/train/images_train/11750.jpg,0.75430965,0.33052963,0.03968951,0.42000000,0.71500000,0.58000000
11774,train,data/raw/teacher/train/images_train/11774.jpg,0.85076547,0.18658713,0.03775124,0.46437500,0.69875000,0.53562500
11803,train,data/raw/teacher/train/images_train/11803.jpg,0.82992423,0.24786843,0.08468461,0.39958333,0.58333333,0.60041667
11846,train,data/raw/teacher/train/images_train/11846.jpg,0.90988868,0.21000551,0.01656200,0.16708333,0.27083333,0.83291667
11865,train,data/raw/teacher/train/images_train/11865.jpg,0.93915790,0.17955661,0.03718391,0.14750000,0.26562500,0.85250000
11881,train,data/raw/teacher/train/images_train/11881.jpg,0.87992150,0.25418463,0.02162872,0.19562500,0.32937500,0.80437500
11899,train,data/raw/teacher/train/images_train/11899.jpg,0.85908073,0.28178215,0.01519587,0.21500000,0.34000000,0.78500000
11919,train,data/raw/teacher/train/images_train/11919.jpg,0.87018251,0.26763710,0.02439957,0.20520833,0.37500000,0.79479167
11937,train,data/raw/teacher/train/images_train/11937.jpg,0.89463603,0.23681195,0.01906320,0.16708333,0.26562500,0.83291667
11953,train,data/raw/teacher/train/images_train/11953.jpg,0.90403634,0.18321846,0.02005806,0.23354167,0.37916667,0.76645833
11968,train,data/raw/teacher/train/images_train/11968.jpg,0.86759543,0.27738294,0.02161778,0.19625000,0.31250000,0.80375000
11990,train,data/raw/teacher/train/images_train/11990.jpg,0.76127762,0.29691148,0.04016979,0.47062500,0.70770833,0.52937500
12010,train,data/raw/teacher/train/images_train/12010.jpg,0.84347624,0.28061110,0.03179723,0.33708333,0.63375000,0.66291667
12033,train,data/raw/teacher/train/images_train/12033.jpg,0.82058179,0.27203265,0.03561939,0.48437500,0.70770833,0.51562500
12055,train,data/raw/teacher/train/images_train/12055.jpg,0.76028270,0.32952133,0.04276314,0.44812500,0.67375000,0.55187500
12072,train,data/raw/teacher/train/images_train/12072.jpg,0.87816852,0.20498523,0.08876760,0.34395833,0.55958333,0.65604167
12088,train,data/raw/teacher/train/images_train/12088.jpg,0.81727529,0.25827175,0.03283494,0.36187500,0.50375000,0.63812500
12108,train,data/raw/teacher/train/images_train/12108.jpg,0.89032388,0.20311642,0.03880116,0.34291667,0.69875000,0.65708333
12124,train,data/raw/teacher/train/images_train/12124.jpg,0.77811861,0.30444568,0.04377765,0.38750000,0.53625000,0.61250000
12141,train,data/raw/teacher/train/images_train/12141.jpg,0.71875018,0.38585752,0.05689973,0.37458333,0.59250000,0.62541667
12158,train,data/raw/teacher/train/images_train/12158.jpg,0.85650128,0.26129416,0.03832524,0.25687500,0.72833333,0.74312500
12176,train,data/raw/teacher/train/images_train/12176.jpg,0.79984683,0.24784073,0.08456805,0.46687500,0.66625000,0.53312500
12194,train,data/raw/teacher/train/images_train/12194.jpg,0.76779145,0.30698738,0.08006032,0.43041667,0.64187500,0.56958333
12218,train,data/raw/teacher/train/images_train/12218.jpg,0.89248812,0.15886150,0.02339445,0.37770833,0.65833333,0.62229167
12239,train,data/raw/teacher/train/images_train/12239.jpg,0.66647512,0.36453179,0.06729079,0.48833333,0.72416667,0.51166667
12263,train,data/raw/teacher/train/images_train/12263.jpg,0.80273569,0.25795597,0.04655493,0.45416667,0.70770833,0.54583333
12286,train,data/raw/teacher/train/images_train/12286.jpg,0.78681964,0.31608796,0.04439694,0.34479167,0.68333333,0.65520833
12321,train,data/raw/teacher/train/images_train/12321.jpg,0.85273814,0.24472803,0.03078100,0.43354167,0.67375000,0.56645833
12361,train,data/raw/teacher/train/images_train/12361.jpg,0.59879690,0.29819170,0.02638167,0.67208333,0.72000000,0.32791667
12396,train,data/raw/teacher/train/images_train/12396.jpg,0.68534487,0.40778086,0.10743205,0.39958333,0.60666667,0.60041667
12418,train,data/raw/teacher/train/images_train/12418.jpg,0.81685621,0.33804548,0.01720994,0.23583333,0.26208333,0.76416667
12437,train,data/raw/teacher/train/images_train/12437.jpg,0.83683842,0.32483917,0.03420842,0.21187500,0.29041667,0.78812500
12456,train,data/raw/teacher/train/images_train/12456.jpg,0.82492167,0.32689828,0.03565894,0.24500000,0.29708333,0.75500000
12483,train,data/raw/teacher/train/images_train/12483.jpg,0.89854228,0.18866952,0.01640406,0.24666667,0.39312500,0.75333333
12505,train,data/raw/teacher/train/images_train/12505.jpg,0.69972962,0.36367676,0.05521364,0.44375000,0.72187500,0.55625000
12532,train,data/raw/teacher/train/images_train/12532.jpg,0.70429260,0.35799637,0.08156639,0.45875000,0.81812500,0.54125000
12556,train,data/raw/teacher/train/images_train/12556.jpg,0.79486591,0.25323069,0.04537948,0.47541667,0.69875000,0.52458333
12584,train,data/raw/teacher/train/images_train/12584.jpg,0.97884351,0.04998994,0.00332560,0.18687500,0.27708333,0.81312500
12600,train,data/raw/teacher/train/images_train/12600.jpg,0.86756122,0.29443765,0.03071991,0.18395833,0.28500000,0.81604167
12623,train,data/raw/teacher/train/images_train/12623.jpg,0.81405360,0.23625170,0.05080399,0.44854167,0.64187500,0.55145833
12645,train,data/raw/teacher/train/images_train/12645.jpg,0.77512068,0.28238836,0.06000200,0.45750000,0.61750000,0.54250000
12661,train,data/raw/teacher/train/images_train/12661.jpg,0.86877388,0.17106287,0.05225335,0.45666667,0.66625000,0.54333333
12678,train,data/raw/teacher/train/images_train/12678.jpg,0.83842540,0.22742736,0.03170608,0.37312500,0.60958333,0.62687500
12705,train,data/raw/teacher/train/images_train/12705.jpg,0.92590737,0.16734956,0.02891567,0.23833333,0.39312500,0.76166667
12721,train,data/raw/teacher/train/images_train/12721.jpg,0.85092711,0.28576910,0.04692732,0.23250000,0.42250000,0.76750000
12743,train,data/raw/teacher/train/images_train/12743.jpg,0.84197932,0.25007695,0.02907852,0.30145833,0.39750000,0.69854167
12768,train,data/raw/teacher/train/images_train/12768.jpg,0.79680037,0.26090127,0.04423525,0.42479167,0.60958333,0.57520833
12785,train,data/raw/teacher/train/images_train/12785.jpg,0.83752167,0.23863855,0.05601589,0.40583333,0.60958333,0.59416667
12807,train,data/raw/teacher/train/images_train/12807.jpg,0.79958200,0.26161054,0.02896313,0.38270833,0.55208333,0.61729167
12828,train,data/raw/teacher/train/images_train/12828.jpg,0.79491627,0.30364487,0.05171135,0.35895833,0.59354167,0.64104167
12844,train,data/raw/teacher/train/images_train/12844.jpg,0.92667055,0.13897486,0.04394483,0.26625000,0.40145833,0.73375000
12878,train,data/raw/teacher/train/images_train/12878.jpg,0.84162468,0.31347057,0.02743734,0.21708333,0.32937500,0.78291667
12900,train,data/raw/teacher/train/images_train/12900.jpg,0.84773928,0.27991918,0.05212744,0.26020833,0.41437500,0.73979167
12926,train,data/raw/teacher/train/images_train/12926.jpg,0.89693582,0.24190030,0.03262688,0.18708333,0.30812500,0.81291667
12955,train,data/raw/teacher/train/images_train/12955.jpg,0.81853914,0.33530781,0.06543528,0.24312500,0.41166667,0.75687500
12975,train,data/raw/teacher/train/images_train/12975.jpg,0.93466550,0.14289652,0.03072401,0.22645833,0.39000000,0.77354167
12995,train,data/raw/teacher/train/images_train/12995.jpg,0.86685699,0.24333283,0.01838788,0.24416667,0.41166667,0.75583333
13036,train,data/raw/teacher/train/images_train/13036.jpg,0.93469465,0.15503687,0.03421693,0.16333333,0.33541667,0.83666667
13058,train,data/raw/teacher/train/images_train/13058.jpg,0.63372272,0.40334445,0.04486197,0.47187500,0.57687500,0.52812500
13083,train,data/raw/teacher/train/images_train/13083.jpg,0.87876737,0.25569972,0.05047759,0.22291667,0.35750000,0.77708333
13100,train,data/raw/teacher/train/images_train/13100.jpg,0.88972718,0.21775465,0.03192542,0.26229167,0.61750000,0.73770833
13118,train,data/raw/teacher/train/images_train/13118.jpg,0.97157359,0.09141071,0.01461696,0.09583333,0.35416667,0.90416667
13143,train,data/raw/teacher/train/images_train/13143.jpg,0.92508161,0.19379318,0.01231178,0.14229167,0.25875000,0.85770833
13165,train,data/raw/teacher/train/images_train/13165.jpg,0.86833090,0.25531065,0.07890644,0.25770833,0.41854167,0.74229167
13190,train,data/raw/teacher/train/images_train/13190.jpg,0.93212485,0.18181726,0.04351913,0.14104167,0.48750000,0.85895833
13209,train,data/raw/teacher/train/images_train/13209.jpg,0.84444714,0.29457042,0.05702272,0.25812500,0.41437500,0.74187500
13235,train,data/raw/teacher/train/images_train/13235.jpg,0.95085961,0.11721071,0.01578230,0.16250000,0.24541667,0.83750000
13253,train,data/raw/teacher/train/images_train/13253.jpg,0.88509214,0.26006162,0.04011927,0.17416667,0.26916667,0.82583333
13270,train,data/raw/teacher/train/images_train/13270.jpg,0.98106444,0.05918217,0.00816432,0.09187500,0.23750000,0.90812500
13291,train,data/raw/teacher/train/images_train/13291.jpg,0.92879599,0.15584143,0.01824786,0.18729167,0.28500000,0.81270833
13310,train,data/raw/teacher/train/images_train/13310.jpg,0.99052310,0.02611807,0.00134548,0.03645833,0.22958333,0.96354167
13326,train,data/raw/teacher/train/images_train/13326.jpg,0.85617268,0.32247499,0.03386389,0.17375000,0.25333333,0.82625000
13343,train,data/raw/teacher/train/images_train/13343.jpg,0.79370898,0.36998650,0.03077088,0.24500000,0.30875000,0.75500000
13366,train,data/raw/teacher/train/images_train/13366.jpg,0.79772341,0.34070933,0.03085370,0.27083333,0.43333333,0.72916667
13387,train,data/raw/teacher/train/images_train/13387.jpg,0.86656231,0.24877122,0.03128295,0.25625000,0.45500000,0.74375000
13406,train,data/raw/teacher/train/images_train/13406.jpg,0.85020351,0.20902993,0.04057376,0.45291667,0.61750000,0.54708333
13430,train,data/raw/teacher/train/images_train/13430.jpg,0.84081209,0.24246667,0.06119236,0.44750000,0.63375000,0.55250000
13454,train,data/raw/teacher/train/images_train/13454.jpg,0.86004710,0.20923945,0.02971643,0.39979167,0.50375000,0.60020833
13479,train,data/raw/teacher/train/images_train/13479.jpg,0.94215637,0.18038121,0.02535110,0.11333333,0.22041667,0.88666667
13498,train,data/raw/teacher/train/images_train/13498.jpg,0.85760862,0.20641546,0.03391930,0.45666667,0.63375000,0.54333333
13515,train,data/raw/teacher/train/images_train/13515.jpg,0.89139783,0.19784427,0.01224406,0.24229167,0.28500000,0.75770833
13530,train,data/raw/teacher/train/images_train/13530.jpg,0.78982311,0.33738840,0.06632042,0.30666667,0.72250000,0.69333333
13550,train,data/raw/teacher/train/images_train/13550.jpg,0.93566245,0.17042202,0.01829077,0.13562500,0.20125000,0.86437500
13573,train,data/raw/teacher/train/images_train/13573.jpg,0.90499228,0.16032024,0.02416644,0.31708333,0.65000000,0.68291667
13637,train,data/raw/teacher/train/images_train/13637.jpg,0.83699989,0.25984126,0.02706689,0.43770833,0.61750000,0.56229167
13661,train,data/raw/teacher/train/images_train/13661.jpg,0.85160297,0.26476917,0.03183720,0.41375000,0.65000000,0.58625000
13691,train,data/raw/teacher/train/images_train/13691.jpg,0.91168475,0.18417749,0.02269002,0.24583333,0.40375000,0.75416667
13715,train,data/raw/teacher/train/images_train/13715.jpg,0.70922017,0.35804501,0.05008486,0.46687500,0.63375000,0.53312500
13737,train,data/raw/teacher/train/images_train/13737.jpg,0.84316868,0.21662363,0.07687139,0.43479167,0.70770833,0.56520833
13757,train,data/raw/teacher/train/images_train/13757.jpg,0.74305207,0.30491745,0.04437832,0.47812500,0.70000000,0.52187500
13785,train,data/raw/teacher/train/images_train/13785.jpg,0.79298764,0.31516039,0.05177210,0.36333333,0.61750000,0.63666667
13821,train,data/raw/teacher/train/images_train/13821.jpg,0.64188242,0.37233669,0.02429110,0.50000000,0.64166667,0.50000000
13846,train,data/raw/teacher/train/images_train/13846.jpg,0.84822822,0.19366521,0.03034819,0.46375000,0.68250000,0.53625000
13867,train,data/raw/teacher/train/images_train/13867.jpg,0.80203384,0.23354064,0.03089038,0.46333333,0.66625000,0.53666667
13884,train,data/raw/teacher/train/images_train/13884.jpg,0.83140427,0.21391898,0.03134267,0.45916667,0.65000000,0.54083333
13902,train,data/raw/teacher/train/images_train/13902.jpg,0.87959474,0.21186712,0.02136016,0.27375000,0.42500000,0.72625000
13919,train,data/raw/teacher/train/images_train/13919.jpg,0.93255627,0.14581114,0.02873573,0.24520833,0.44625000,0.75479167
13936,train,data/raw/teacher/train/images_train/13936.jpg,0.84203595,0.22734715,0.06704017,0.43895833,0.63375000,0.56104167
13959,train,data/raw/teacher/train/images_train/13959.jpg,0.84983963,0.22277072,0.03360715,0.46979167,0.69875000,0.53020833
13983,train,data/raw/teacher/train/images_train/13983.jpg,0.88783526,0.26253989,0.04396700,0.17187500,0.30333333,0.82812500
14002,train,data/raw/teacher/train/images_train/14002.jpg,0.66362500,0.35464725,0.03944169,0.48500000,0.74666667,0.51500000
14019,train,data/raw/teacher/train/images_train/14019.jpg,0.95475119,0.07412145,0.00753509,0.23895833,0.63291667,0.76104167
14035,train,data/raw/teacher/train/images_train/14035.jpg,0.81187385,0.23993497,0.08209295,0.45187500,0.68333333,0.54812500
14050,train,data/raw/teacher/train/images_train/14050.jpg,0.79020393,0.25612450,0.04643376,0.48875000,0.77354167,0.51125000
14074,train,data/raw/teacher/train/images_train/14074.jpg,0.88739270,0.23335788,0.03158396,0.22979167,0.58500000,0.77020833
14097,train,data/raw/teacher/train/images_train/14097.jpg,0.76662123,0.27614492,0.03721234,0.46520833,0.66625000,0.53479167
14120,train,data/raw/teacher/train/images_train/14120.jpg,0.90276927,0.15791427,0.02108073,0.39562500,0.53625000,0.60437500
14141,train,data/raw/teacher/train/images_train/14141.jpg,0.96364105,0.11083400,0.01167105,0.10312500,0.23750000,0.89687500
14164,train,data/raw/teacher/train/images_train/14164.jpg,0.97964519,0.06665689,0.00430731,0.08708333,0.13000000,0.91291667
14296,train,data/raw/teacher/train/images_train/14296.jpg,0.66360563,0.19927907,0.05047360,0.96979167,1.00000000,0.03020833
14315,train,data/raw/teacher/train/images_train/14315.jpg,0.74247783,0.32486376,0.04961655,0.44937500,0.61750000,0.55062500
14334,train,data/raw/teacher/train/images_train/14334.jpg,0.90259379,0.21958588,0.03652442,0.24333333,0.40083333,0.75666667
14356,train,data/raw/teacher/train/images_train/14356.jpg,0.94149911,0.15946025,0.02465326,0.13729167,0.25875000,0.86270833
14385,train,data/raw/teacher/train/images_train/14385.jpg,0.92842388,0.21287882,0.04674784,0.12791667,0.28395833,0.87208333
14437,train,data/raw/teacher/train/images_train/14437.jpg,0.94652760,0.13097738,0.01573903,0.19312500,0.35625000,0.80687500
14466,train,data/raw/teacher/train/images_train/14466.jpg,0.95892698,0.10367201,0.01008457,0.16833333,0.31875000,0.83166667
14488,train,data/raw/teacher/train/images_train/14488.jpg,0.81526023,0.34702754,0.03774663,0.24020833,0.39312500,0.75979167
14505,train,data/raw/teacher/train/images_train/14505.jpg,0.81919897,0.33545288,0.02892793,0.23812500,0.37187500,0.76187500
14530,train,data/raw/teacher/train/images_train/14530.jpg,0.76957417,0.30134720,0.05456085,0.43791667,0.61750000,0.56208333
14550,train,data/raw/teacher/train/images_train/14550.jpg,0.89694577,0.19766723,0.05273673,0.33625000,0.47729167,0.66375000
14569,train,data/raw/teacher/train/images_train/14569.jpg,0.86835080,0.29482919,0.08296519,0.20895833,0.40375000,0.79104167
14595,train,data/raw/teacher/train/images_train/14595.jpg,0.92292655,0.16812728,0.01605145,0.19083333,0.31166667,0.80916667
14611,train,data/raw/teacher/train/images_train/14611.jpg,0.72903877,0.39733127,0.05315423,0.34583333,0.48854167,0.65416667
14630,train,data/raw/teacher/train/images_train/14630.jpg,0.85409230,0.24653350,0.02254225,0.31875000,0.48750000,0.68125000
14646,train,data/raw/teacher/train/images_train/14646.jpg,0.73780352,0.34083730,0.05419743,0.45145833,0.63375000,0.54854167
14664,train,data/raw/teacher/train/images_train/14664.jpg,0.77689183,0.28098005,0.05914879,0.46208333,0.68250000,0.53791667
14691,train,data/raw/teacher/train/images_train/14691.jpg,0.86298960,0.21029207,0.04221808,0.38645833,0.59354167,0.61354167
14712,train,data/raw/teacher/train/images_train/14712.jpg,0.86883527,0.26036802,0.02575991,0.24854167,0.66625000,0.75145833
14735,train,data/raw/teacher/train/images_train/14735.jpg,0.90556419,0.10761078,0.01483411,0.51375000,0.72250000,0.48625000
14762,train,data/raw/teacher/train/images_train/14762.jpg,0.78972542,0.16025032,0.01293989,0.66291667,0.69791667,0.33708333
14782,train,data/raw/teacher/train/images_train/14782.jpg,0.70369768,0.21750592,0.01899290,0.68416667,0.73666667,0.31583333
14801,train,data/raw/teacher/train/images_train/14801.jpg,0.79217815,0.36336064,0.04016756,0.26145833,0.33583333,0.73854167
14815,train,data/raw/teacher/train/images_train/14815.jpg,0.89577669,0.16243316,0.01679473,0.30458333,0.46312500,0.69541667
14846,train,data/raw/teacher/train/images_train/14846.jpg,0.84858078,0.32316172,0.01696310,0.18979167,0.20000000,0.81020833
14861,train,data/raw/teacher/train/images_train/14861.jpg,0.93041748,0.20404404,0.04745936,0.11395833,0.23500000,0.88604167
14877,train,data/raw/teacher/train/images_train/14877.jpg,0.79010409,0.32943103,0.04656086,0.31312500,0.56000000,0.68687500
14893,train,data/raw/teacher/train/images_train/14893.jpg,0.90195251,0.14254372,0.00665876,0.31979167,0.51562500,0.68020833
14911,train,data/raw/teacher/train/images_train/14911.jpg,0.76373535,0.26327235,0.04397210,0.49083333,0.66625000,0.50916667
14932,train,data/raw/teacher/train/images_train/14932.jpg,0.84807819,0.23815268,0.06398299,0.37541667,0.68250000,0.62458333
14956,train,data/raw/teacher/train/images_train/14956.jpg,0.86801481,0.23908722,0.03949729,0.29854167,0.69875000,0.70145833
14976,train,data/raw/teacher/train/images_train/14976.jpg,0.87705016,0.28664774,0.03983434,0.17937500,0.25000000,0.82062500
14996,train,data/raw/teacher/train/images_train/14996.jpg,0.75122458,0.31418374,0.05696702,0.48458333,0.67479167,0.51541667
15014,train,data/raw/teacher/train/images_train/15014.jpg,0.64025491,0.37433076,0.04469643,0.52104167,0.69875000,0.47895833
15030,train,data/raw/teacher/train/images_train/15030.jpg,0.88084918,0.21816008,0.03205433,0.36770833,0.55250000,0.63229167
15045,train,data/raw/teacher/train/images_train/15045.jpg,0.76999193,0.36579144,0.04476464,0.29312500,0.45000000,0.70687500
15059,train,data/raw/teacher/train/images_train/15059.jpg,0.87410033,0.27696082,0.02107108,0.18541667,0.32500000,0.81458333
15084,train,data/raw/teacher/train/images_train/15084.jpg,0.87744272,0.21500309,0.02053905,0.30500000,0.69125000,0.69500000
15101,train,data/raw/teacher/train/images_train/15101.jpg,0.84883535,0.25036705,0.04858353,0.32645833,0.46083333,0.67354167
15119,train,data/raw/teacher/train/images_train/15119.jpg,0.79439890,0.31523913,0.04394276,0.35729167,0.65000000,0.64270833
15152,train,data/raw/teacher/train/images_train/15152.jpg,0.77636737,0.26061979,0.06321841,0.46625000,0.66666667,0.53375000
15182,train,data/raw/teacher/train/images_train/15182.jpg,0.73683321,0.35043389,0.04691351,0.46104167,0.66625000,0.53895833
15207,train,data/raw/teacher/train/images_train/15207.jpg,0.65726060,0.39157173,0.06536187,0.48208333,0.66625000,0.51791667
15229,train,data/raw/teacher/train/images_train/15229.jpg,0.93062705,0.14294460,0.03107814,0.23333333,0.42500000,0.76666667
15251,train,data/raw/teacher/train/images_train/15251.jpg,0.84309697,0.30107293,0.04641872,0.26458333,0.46750000,0.73541667
15269,train,data/raw/teacher/train/images_train/15269.jpg,0.95952189,0.09590946,0.00743909,0.18229167,0.33583333,0.81770833
15287,train,data/raw/teacher/train/images_train/15287.jpg,0.90507954,0.20196944,0.04407905,0.26479167,0.41437500,0.73520833
15304,train,data/raw/teacher/train/images_train/15304.jpg,0.94195330,0.14888357,0.02036049,0.20041667,0.35458333,0.79958333
15324,train,data/raw/teacher/train/images_train/15324.jpg,0.96302480,0.07079118,0.01184227,0.16937500,0.59375000,0.83062500
15348,train,data/raw/teacher/train/images_train/15348.jpg,0.67737120,0.40950403,0.04501929,0.39458333,0.58000000,0.60541667
15366,train,data/raw/teacher/train/images_train/15366.jpg,0.91422677,0.17227815,0.01950986,0.25937500,0.41666667,0.74062500
15388,train,data/raw/teacher/train/images_train/15388.jpg,0.86200970,0.28658724,0.05130946,0.20812500,0.32500000,0.79187500
15418,train,data/raw/teacher/train/images_train/15418.jpg,0.92753315,0.19019391,0.04869555,0.17104167,0.28750000,0.82895833
15468,train,data/raw/teacher/train/images_train/15468.jpg,0.77517122,0.28068003,0.04180539,0.44895833,0.65000000,0.55104167
15488,train,data/raw/teacher/train/images_train/15488.jpg,0.92012697,0.15302353,0.00868643,0.22000000,0.39875000,0.78000000
15506,train,data/raw/teacher/train/images_train/15506.jpg,0.82784957,0.30679804,0.03161173,0.26250000,0.42250000,0.73750000
