id,teacher_path,external_path,teacher_width,teacher_height,external_width,external_height,pixel_area_ratio,file_size_ratio,dhash_distance,ahash_distance,mse,mae,max_difference,crop_mse,crop_mae,foreground_fraction_1,foreground_fraction_2,foreground_ratio
23104,data/raw/teacher/train/images_train/23104.jpg,data/raw/external/fashion_product_images_v1/images/23104.jpg,60,80,1080,1440,324.00000000,9.29374342,1,0,0.00022159,0.00603203,0.12549019,0.00283653,0.02241243,0.41812500,0.40094522,0.95891233
23145,data/raw/teacher/train/images_train/23145.jpg,data/raw/external/fashion_product_images_v1/images/23145.jpg,60,80,1800,2400,900.00000000,194.06907378,1,0,0.00015385,0.00604479,0.11372549,0.00120935,0.01769621,0.45270833,0.43737523,0.96613029
23149,data/raw/teacher/train/images_train/23149.jpg,data/raw/external/fashion_product_images_v1/images/23149.jpg,60,80,1800,2400,900.00000000,180.36089109,0,0,0.00034108,0.00944170,0.12941176,0.04450550,0.09452135,0.50604167,0.47429421,0.93726316
23267,data/raw/teacher/train/images_train/23267.jpg,data/raw/external/fashion_product_images_v1/images/23267.jpg,60,80,1800,2400,900.00000000,219.28998779,0,0,0.00031184,0.01095473,0.11372548,0.00127304,0.02404354,0.58520833,0.54498264,0.93126261
23590,data/raw/teacher/train/images_train/23590.jpg,data/raw/external/fashion_product_images_v1/images/23590.jpg,60,80,1080,1440,324.00000000,15.85736189,0,0,0.00006205,0.00279437,0.14509803,0.01951061,0.08011259,0.27125000,0.26211741,0.96633147
23667,data/raw/teacher/train/images_train/23667.jpg,data/raw/external/fashion_product_images_v1/images/23667.jpg,60,80,1800,2400,900.00000000,245.02891263,3,1,0.00108147,0.01853299,0.27450982,0.09689987,0.19729690,0.47604167,0.43357106,0.91078386
23727,data/raw/teacher/train/images_train/23727.jpg,data/raw/external/fashion_product_images_v1/images/23727.jpg,60,80,1080,1440,324.00000000,9.69404517,0,0,0.00002458,0.00133878,0.05098039,0.00445287,0.03302696,0.09250000,0.08243056,0.89114114
23751,data/raw/teacher/train/images_train/23751.jpg,data/raw/external/fashion_product_images_v1/images/23751.jpg,60,80,1080,1440,324.00000000,9.89434797,0,0,0.00002792,0.00140963,0.07843137,0.00308916,0.02796926,0.09875000,0.08838092,0.89499661
24311,data/raw/teacher/train/images_train/24311.jpg,data/raw/external/fashion_product_images_v1/images/24311.jpg,60,80,1800,2400,900.00000000,171.21316456,0,0,0.00030148,0.00922149,0.14901960,0.01313146,0.05274523,0.39250000,0.34710810,0.88435185
24552,data/raw/teacher/train/images_train/24552.jpg,data/raw/external/fashion_product_images_v1/images/24552.jpg,60,80,1800,2400,900.00000000,115.28484321,0,0,0.00006055,0.00367296,0.06666666,0.01488971,0.05117922,0.34187500,0.32378449,0.94708443
24976,data/raw/teacher/train/images_train/24976.jpg,data/raw/external/fashion_product_images_v1/images/24976.jpg,60,80,1800,2400,900.00000000,171.68867925,2,0,0.00021535,0.00733507,0.10980393,0.02048784,0.06741345,0.43229167,0.40956667,0.94743133
25831,data/raw/teacher/train/images_train/25831.jpg,data/raw/external/fashion_product_images_v1/images/25831.jpg,60,80,1080,1440,324.00000000,24.93909118,0,0,0.00015626,0.00536056,0.13725489,0.00235077,0.02405567,0.34833333,0.30768068,0.88329383
25841,data/raw/teacher/train/images_train/25841.jpg,data/raw/external/fashion_product_images_v1/images/25841.jpg,60,80,1080,1440,324.00000000,21.36318634,0,0,0.00020655,0.00545375,0.13333333,0.00717635,0.03909186,0.33708333,0.31717014,0.94092501
25860,data/raw/teacher/train/images_train/25860.jpg,data/raw/external/fashion_product_images_v1/images/25860.jpg,60,80,1080,1440,324.00000000,133.83558719,0,0,0.00017001,0.00662403,0.09803921,0.03077304,0.09427498,0.39020833,0.37188465,0.95304127
26084,data/raw/teacher/train/images_train/26084.jpg,data/raw/external/fashion_product_images_v1/images/26084.jpg,60,80,1800,2400,900.00000000,233.18777849,2,0,0.00022889,0.00817759,0.11372548,0.00416594,0.02925858,0.49395833,0.46250532,0.93632457
26485,data/raw/teacher/train/images_train/26485.jpg,data/raw/external/fashion_product_images_v1/images/26485.jpg,60,80,1800,2400,900.00000000,102.36172031,0,1,0.00019210,0.00704976,0.15294117,0.00869541,0.04256727,0.46562500,0.44843218,0.96307581
26508,data/raw/teacher/train/images_train/26508.jpg,data/raw/external/fashion_product_images_v1/images/26508.jpg,60,80,1800,2400,900.00000000,174.81681818,0,0,0.00025328,0.00812430,0.09019610,0.00314360,0.02817159,0.40083333,0.34137708,0.85166840
26638,data/raw/teacher/train/images_train/26638.jpg,data/raw/external/fashion_product_images_v1/images/26638.jpg,60,80,1080,1440,324.00000000,22.82069005,1,0,0.00008730,0.00306692,0.11372548,0.01370648,0.05735230,0.23416667,0.21705247,0.92691446
26675,data/raw/teacher/train/images_train/26675.jpg,data/raw/external/fashion_product_images_v1/images/26675.jpg,60,80,1080,1440,324.00000000,14.03075776,0,0,0.00003973,0.00194036,0.07843137,0.01023832,0.05155325,0.15958333,0.14919624,0.93491119
27036,data/raw/teacher/train/images_train/27036.jpg,data/raw/external/fashion_product_images_v1/images/27036.jpg,60,80,1080,1440,324.00000000,15.85681062,1,0,0.00009905,0.00589033,0.06666666,0.00121644,0.01885404,0.67895833,0.66233603,0.97551794
27282,data/raw/teacher/train/images_train/27282.jpg,data/raw/external/fashion_product_images_v1/images/27282.jpg,60,80,1800,2400,900.00000000,263.18262806,0,0,0.00056068,0.01173535,0.20784315,0.03916856,0.10493165,0.41020833,0.37284259,0.90891033
27607,data/raw/teacher/train/images_train/27607.jpg,data/raw/external/fashion_product_images_v1/images/27607.jpg,60,80,1800,2400,900.00000000,175.11583012,0,1,0.00011854,0.00539535,0.10980392,0.00135064,0.01981560,0.40437500,0.37311921,0.92270594
27766,data/raw/teacher/train/images_train/27766.jpg,data/raw/external/fashion_product_images_v1/images/27766.jpg,60,80,1080,1440,324.00000000,11.39200680,2,0,0.00015134,0.00431539,0.10588235,0.01014363,0.04062883,0.37770833,0.36388310,0.96339707
27813,data/raw/teacher/train/images_train/27813.jpg,data/raw/external/fashion_product_images_v1/images/27813.jpg,60,80,1080,1440,324.00000000,7.71804464,0,0,0.00004975,0.00206674,0.10588235,0.01856954,0.07530573,0.15812500,0.14686857,0.92881309
28222,data/raw/teacher/train/images_train/28222.jpg,data/raw/external/fashion_product_images_v1/images/28222.jpg,60,80,1080,1440,324.00000000,24.62893050,0,0,0.00005618,0.00254704,0.07450980,0.01588105,0.08066662,0.23083333,0.22390368,0.96997983
28301,data/raw/teacher/train/images_train/28301.jpg,data/raw/external/fashion_product_images_v1/images/28301.jpg,60,80,1080,1440,324.00000000,10.58674549,1,0,0.00010020,0.00234024,0.13333333,0.02586355,0.06729888,0.08437500,0.06600887,0.78232739
28535,data/raw/teacher/train/images_train/28535.jpg,data/raw/external/fashion_product_images_v1/images/28535.jpg,60,80,1800,2400,900.00000000,173.89431968,0,1,0.00018418,0.00700061,0.10588238,0.03322894,0.09438476,0.38729167,0.35810995,0.92465184
28592,data/raw/teacher/train/images_train/28592.jpg,data/raw/external/fashion_product_images_v1/images/28592.jpg,60,80,1080,1440,324.00000000,6.58471798,0,0,0.00013080,0.00384051,0.12156862,0.03416090,0.07990802,0.29416667,0.27594972,0.93807269
28701,data/raw/teacher/train/images_train/28701.jpg,data/raw/external/fashion_product_images_v1/images/28701.jpg,60,80,1800,2400,900.00000000,136.06396017,2,0,0.00033627,0.00934596,0.16078433,0.04455087,0.11135014,0.35729167,0.30964028,0.86663168
28808,data/raw/teacher/train/images_train/28808.jpg,data/raw/external/fashion_product_images_v1/images/28808.jpg,60,80,1800,2400,900.00000000,236.16941332,1,1,0.00051823,0.01265733,0.20392156,0.06828269,0.15448165,0.48875000,0.44044931,0.90117505
28880,data/raw/teacher/train/images_train/28880.jpg,data/raw/external/fashion_product_images_v1/images/28880.jpg,60,80,1080,1440,324.00000000,44.32965686,2,0,0.00011322,0.00356892,0.10588235,0.12488043,0.16783024,0.19395833,0.17424769,0.89837689
28885,data/raw/teacher/train/images_train/28885.jpg,data/raw/external/fashion_product_images_v1/images/28885.jpg,60,80,1800,2400,900.00000000,29.55195682,0,1,0.00003785,0.00202302,0.06666666,0.00670012,0.03024599,0.18854167,0.17391968,0.92244690
29176,data/raw/teacher/train/images_train/29176.jpg,data/raw/external/fashion_product_images_v1/images/29176.jpg,60,80,1800,2400,900.00000000,213.42455947,0,0,0.00006621,0.00403008,0.07843137,0.00687108,0.04096775,0.34166667,0.32102315,0.93957995
29215,data/raw/teacher/train/images_train/29215.jpg,data/raw/external/fashion_product_images_v1/images/29215.jpg,60,80,1080,1440,324.00000000,6.34201067,2,0,0.00003835,0.00303309,0.09019607,0.00115185,0.01187959,0.37145833,0.36129180,0.97263074
29864,data/raw/teacher/train/images_train/29864.jpg,data/raw/external/fashion_product_images_v1/images/29864.jpg,60,80,1080,1440,324.00000000,9.58282975,2,0,0.00007682,0.00224833,0.09803921,0.00789507,0.03845039,0.09333333,0.07791152,0.83476631
29871,data/raw/teacher/train/images_train/29871.jpg,data/raw/external/fashion_product_images_v1/images/29871.jpg,60,80,1080,1440,324.00000000,10.82974127,0,0,0.00006631,0.00203099,0.10980392,0.00837062,0.03632908,0.10020833,0.08239133,0.82220041
29945,data/raw/teacher/train/images_train/29945.jpg,data/raw/external/fashion_product_images_v1/images/29945.jpg,60,80,1080,1440,324.00000000,14.27134378,0,0,0.00023872,0.00836812,0.10980392,0.00343053,0.03107447,0.53458333,0.51817451,0.96930540
30143,data/raw/teacher/train/images_train/30143.jpg,data/raw/external/fashion_product_images_v1/images/30143.jpg,60,80,1800,2400,900.00000000,185.83001457,1,0,0.00038343,0.01061900,0.14901961,0.04009609,0.11820236,0.44458333,0.40937639,0.92080912
30749,data/raw/teacher/train/images_train/30749.jpg,data/raw/external/fashion_product_images_v1/images/30749.jpg,60,80,1800,2400,900.00000000,206.94895065,1,0,0.00010905,0.00458474,0.11372548,0.00771391,0.03345620,0.39229167,0.37377870,0.95280817
30816,data/raw/teacher/train/images_train/30816.jpg,data/raw/external/fashion_product_images_v1/images/30816.jpg,60,80,1800,2400,900.00000000,154.98787607,0,0,0.00021670,0.00676317,0.12156862,0.01250214,0.04494454,0.38541667,0.35772338,0.92814715
31059,data/raw/teacher/train/images_train/31059.jpg,data/raw/external/fashion_product_images_v1/images/31059.jpg,60,80,1800,2400,900.00000000,21.22708203,0,1,0.00019987,0.00617883,0.14901960,0.00797616,0.04149593,0.35895833,0.33865255,0.94343135
31105,data/raw/teacher/train/images_train/31105.jpg,data/raw/external/fashion_product_images_v1/images/31105.jpg,60,80,1800,2400,900.00000000,153.55948031,0,0,0.00037470,0.00754794,0.18431371,0.01591825,0.06101952,0.32583333,0.30613032,0.93953041
31174,data/raw/teacher/train/images_train/31174.jpg,data/raw/external/fashion_product_images_v1/images/31174.jpg,60,80,1080,1440,324.00000000,19.54139664,1,0,0.00008718,0.00254640,0.09019607,0.01425625,0.05397774,0.16145833,0.14934156,0.92495420
31321,data/raw/teacher/train/images_train/31321.jpg,data/raw/external/fashion_product_images_v1/images/31321.jpg,60,80,1800,2400,900.00000000,341.27874564,2,1,0.00045266,0.01077282,0.14901963,0.02414607,0.08648897,0.38895833,0.35193194,0.90480628
31788,data/raw/teacher/train/images_train/31788.jpg,data/raw/external/fashion_product_images_v1/images/31788.jpg,60,80,1800,2400,900.00000000,154.38849868,0,0,0.00019912,0.00740688,0.10980392,0.01448606,0.05985881,0.41270833,0.38703588,0.93779517
31972,data/raw/teacher/train/images_train/31972.jpg,data/raw/external/fashion_product_images_v1/images/31972.jpg,60,80,1080,1440,324.00000000,21.38864037,0,1,0.00004571,0.00262459,0.07843137,0.00153217,0.01699027,0.37875000,0.37395512,0.98734025
32222,data/raw/teacher/train/images_train/32222.jpg,data/raw/external/fashion_product_images_v1/images/32222.jpg,60,80,1800,2400,900.00000000,196.36228697,1,0,0.00041123,0.01012529,0.16862746,0.04964839,0.12256625,0.38729167,0.36177130,0.93410555
32231,data/raw/teacher/train/images_train/32231.jpg,data/raw/external/fashion_product_images_v1/images/32231.jpg,60,80,1800,2400,900.00000000,21.30244680,0,0,0.00026562,0.00631734,0.16470587,0.00867579,0.04690691,0.37958333,0.36289213,0.95602756
32546,data/raw/teacher/train/images_train/32546.jpg,data/raw/external/fashion_product_images_v1/images/32546.jpg,60,80,1080,1440,324.00000000,11.54400217,2,0,0.00003627,0.00165824,0.08235294,0.00502632,0.03377151,0.13333333,0.12177212,0.91329090
32600,data/raw/teacher/train/images_train/32600.jpg,data/raw/external/fashion_product_images_v1/images/32600.jpg,60,80,1800,2400,900.00000000,44.12167599,1,0,0.00016440,0.00525142,0.14117648,0.00297148,0.02316847,0.43666667,0.41245648,0.94455683
32619,data/raw/teacher/train/images_train/32619.jpg,data/raw/external/fashion_product_images_v1/images/32619.jpg,60,80,1800,2400,900.00000000,249.83071672,1,0,0.00010929,0.00405018,0.09019607,0.01497569,0.04722286,0.33812500,0.32202847,0.95239474
32719,data/raw/teacher/train/images_train/32719.jpg,data/raw/external/fashion_product_images_v1/images/32719.jpg,60,80,1080,1440,324.00000000,17.56635412,0,0,0.00009218,0.00285565,0.14901961,0.00779467,0.03639323,0.20291667,0.18907665,0.93179456
32940,data/raw/teacher/train/images_train/32940.jpg,data/raw/external/fashion_product_images_v1/images/32940.jpg,60,80,1080,1440,324.00000000,66.95818131,0,0,0.00002464,0.00155644,0.08627451,0.01353301,0.05573618,0.17937500,0.17428112,0.97160207
33041,data/raw/teacher/train/images_train/33041.jpg,data/raw/external/fashion_product_images_v1/images/33041.jpg,60,80,1800,2400,900.00000000,52.73101841,1,0,0.00018702,0.00576714,0.12156862,0.00832962,0.05408944,0.38083333,0.35804282,0.94015621
33630,data/raw/teacher/train/images_train/33630.jpg,data/raw/external/fashion_product_images_v1/images/33630.jpg,60,80,1080,1440,324.00000000,26.94578412,2,0,0.00009621,0.00399944,0.08627450,0.00211385,0.02385589,0.30479167,0.28474987,0.93424428
33953,data/raw/teacher/train/images_train/33953.jpg,data/raw/external/fashion_product_images_v1/images/33953.jpg,60,80,1800,2400,900.00000000,198.84479167,3,0,0.00038724,0.01035986,0.14901963,0.05120733,0.12309635,0.46333333,0.42709491,0.92178757
34039,data/raw/teacher/train/images_train/34039.jpg,data/raw/external/fashion_product_images_v1/images/34039.jpg,60,80,1080,1440,324.00000000,16.49115532,0,0,0.00019674,0.00491696,0.12941179,0.01915797,0.08775946,0.17937500,0.16966950,0.94589266
34395,data/raw/teacher/train/images_train/34395.jpg,data/raw/external/fashion_product_images_v1/images/34395.jpg,60,80,1800,2400,900.00000000,24.77702037,0,0,0.00013237,0.00511419,0.10588235,0.00673632,0.03590080,0.44895833,0.42175463,0.93940706
35038,data/raw/teacher/train/images_train/35038.jpg,data/raw/external/fashion_product_images_v1/images/35038.jpg,60,80,1800,2400,900.00000000,30.67974198,0,0,0.00024566,0.00697444,0.13725489,0.00746049,0.04615758,0.35625000,0.33766319,0.94782651
35052,data/raw/teacher/train/images_train/35052.jpg,data/raw/external/fashion_product_images_v1/images/35052.jpg,60,80,1800,2400,900.00000000,155.63755459,1,1,0.00065416,0.01392687,0.18823528,0.05284370,0.13241644,0.43750000,0.39972662,0.91366085
35482,data/raw/teacher/train/images_train/35482.jpg,data/raw/external/fashion_product_images_v1/images/35482.jpg,60,80,1080,1440,324.00000000,9.39745781,0,0,0.00004911,0.00241970,0.09803921,0.04749221,0.09074372,0.23104167,0.22190651,0.96046099
35589,data/raw/teacher/train/images_train/35589.jpg,data/raw/external/fashion_product_images_v1/images/35589.jpg,60,80,1080,1440,324.00000000,17.19426711,0,0,0.00005228,0.00275129,0.07843137,0.08209547,0.17407578,0.24750000,0.23587191,0.95301783
36333,data/raw/teacher/train/images_train/36333.jpg,data/raw/external/fashion_product_images_v1/images/36333.jpg,60,80,1080,1440,324.00000000,12.93457242,0,0,0.00007131,0.00325393,0.10196081,0.00516785,0.02483118,0.24687500,0.23869342,0.96685941
36347,data/raw/teacher/train/images_train/36347.jpg,data/raw/external/fashion_product_images_v1/images/36347.jpg,60,80,1080,1440,324.00000000,7.01944596,0,0,0.00005942,0.00269225,0.09019607,0.01346338,0.04932885,0.09333333,0.08085777,0.86633322
36446,data/raw/teacher/train/images_train/36446.jpg,data/raw/external/fashion_product_images_v1/images/36446.jpg,60,80,1080,1440,324.00000000,12.16031285,0,0,0.00007340,0.00307330,0.10980394,0.00570974,0.03653971,0.24062500,0.22512281,0.93557533
36744,data/raw/teacher/train/images_train/36744.jpg,data/raw/external/fashion_product_images_v1/images/36744.jpg,60,80,1800,2400,900.00000000,177.46767538,1,0,0.00009209,0.00448421,0.07450980,0.00179846,0.02424396,0.28104167,0.26454931,0.94131702
36755,data/raw/teacher/train/images_train/36755.jpg,data/raw/external/fashion_product_images_v1/images/36755.jpg,60,80,1080,1440,324.00000000,97.52400478,0,0,0.00016550,0.00624234,0.11764708,0.00171527,0.02263136,0.47416667,0.45142425,0.95203709
37281,data/raw/teacher/train/images_train/37281.jpg,data/raw/external/fashion_product_images_v1/images/37281.jpg,60,80,1800,2400,900.00000000,140.58041698,0,0,0.00034701,0.00950074,0.14901961,0.06823198,0.13238965,0.43520833,0.40802384,0.93753683
37419,data/raw/teacher/train/images_train/37419.jpg,data/raw/external/fashion_product_images_v1/images/37419.jpg,60,80,1080,1440,324.00000000,18.53684169,0,0,0.00017703,0.00467825,0.21176472,0.00345203,0.02325431,0.28666667,0.25976080,0.90614233
37556,data/raw/teacher/train/images_train/37556.jpg,data/raw/external/fashion_product_images_v1/images/37556.jpg,60,80,1080,1440,324.00000000,97.75323874,0,0,0.00002843,0.00246949,0.05490196,0.00086600,0.01453131,0.36229167,0.35015818,0.96650906
37962,data/raw/teacher/train/images_train/37962.jpg,data/raw/external/fashion_product_images_v1/images/37962.jpg,60,80,1080,1440,324.00000000,18.65995748,0,0,0.00003207,0.00174760,0.09019607,0.00723167,0.03962865,0.16062500,0.15314751,0.95344750
38153,data/raw/teacher/train/images_train/38153.jpg,data/raw/external/fashion_product_images_v1/images/38153.jpg,60,80,1080,1440,324.00000000,14.35950722,0,1,0.00012471,0.00606745,0.11372548,0.01150663,0.04964767,0.48812500,0.46146476,0.94538236
38228,data/raw/teacher/train/images_train/38228.jpg,data/raw/external/fashion_product_images_v1/images/38228.jpg,60,80,1080,1440,324.00000000,3.72456474,1,0,0.00008385,0.00270278,0.14117646,0.02950430,0.08013174,0.12166667,0.10733025,0.88216641
38329,data/raw/teacher/train/images_train/38329.jpg,data/raw/external/fashion_product_images_v1/images/38329.jpg,60,80,1800,2400,900.00000000,38.75996990,2,0,0.00002508,0.00152452,0.06274509,0.00203131,0.02446736,0.16375000,0.15897731,0.97085383
38467,data/raw/teacher/train/images_train/38467.jpg,data/raw/external/fashion_product_images_v1/images/38467.jpg,60,80,1080,1440,324.00000000,19.24605973,0,0,0.00006797,0.00228886,0.09803921,0.01447877,0.06048113,0.24416667,0.23561535,0.96497756
38581,data/raw/teacher/train/images_train/38581.jpg,data/raw/external/fashion_product_images_v1/images/38581.jpg,60,80,1800,2400,900.00000000,6.16184309,4,0,0.00051300,0.01140440,0.24313727,0.03414320,0.07107077,0.40750000,0.36117106,0.88630936
38615,data/raw/teacher/train/images_train/38615.jpg,data/raw/external/fashion_product_images_v1/images/38615.jpg,60,80,1800,2400,900.00000000,155.99498650,0,0,0.00019076,0.00666424,0.13333333,0.07667518,0.13160457,0.37000000,0.34819815,0.94107608
38688,data/raw/teacher/train/images_train/38688.jpg,data/raw/external/fashion_product_images_v1/images/38688.jpg,60,80,1080,1440,324.00000000,19.30978317,0,0,0.00004776,0.00220237,0.07058823,0.01704006,0.07343494,0.20583333,0.20206919,0.98171265
38958,data/raw/teacher/train/images_train/38958.jpg,data/raw/external/fashion_product_images_v1/images/38958.jpg,60,80,1800,2400,900.00000000,166.97057331,2,0,0.00014134,0.00486430,0.14509803,0.06880902,0.13693257,0.25437500,0.23831204,0.93685322
38992,data/raw/teacher/train/images_train/38992.jpg,data/raw/external/fashion_product_images_v1/images/38992.jpg,60,80,1800,2400,900.00000000,33.91376130,1,0,0.00009731,0.00338701,0.13725489,0.00308518,0.02960133,0.25458333,0.24188681,0.95012821
39030,data/raw/teacher/train/images_train/39030.jpg,data/raw/external/fashion_product_images_v1/images/39030.jpg,60,80,1080,1440,324.00000000,48.65726228,0,0,0.00004992,0.00346329,0.07843138,0.00039784,0.01107792,0.50020833,0.49294174,0.98547287
39117,data/raw/teacher/train/images_train/39117.jpg,data/raw/external/fashion_product_images_v1/images/39117.jpg,60,80,1800,2400,900.00000000,8.34648427,2,0,0.00021034,0.00665084,0.16078430,0.01247852,0.04434359,0.41895833,0.38730463,0.92444665
39152,data/raw/teacher/train/images_train/39152.jpg,data/raw/external/fashion_product_images_v1/images/39152.jpg,60,80,1800,2400,900.00000000,209.93181818,2,0,0.00116321,0.01841108,0.25098038,0.07192960,0.16376762,0.42520833,0.37425208,0.88016169
39478,data/raw/teacher/train/images_train/39478.jpg,data/raw/external/fashion_product_images_v1/images/39478.jpg,60,80,1800,2400,900.00000000,228.41707148,1,0,0.00094999,0.01676400,0.19999999,0.04864998,0.12802894,0.42750000,0.36481481,0.85336799
39496,data/raw/teacher/train/images_train/39496.jpg,data/raw/external/fashion_product_images_v1/images/39496.jpg,60,80,1080,1440,324.00000000,109.49752003,2,1,0.00016841,0.00594044,0.12549019,0.00617162,0.02861488,0.50041667,0.48170846,0.96261474
39584,data/raw/teacher/train/images_train/39584.jpg,data/raw/external/fashion_product_images_v1/images/39584.jpg,60,80,1080,1440,324.00000000,6.35959765,0,0,0.00004966,0.00222758,0.08235294,0.01109213,0.04835771,0.13708333,0.12731674,0.92875436
39678,data/raw/teacher/train/images_train/39678.jpg,data/raw/external/fashion_product_images_v1/images/39678.jpg,60,80,1080,1440,324.00000000,21.29121675,0,0,0.00004548,0.00219790,0.09019607,0.00649032,0.03653780,0.23291667,0.22429398,0.96297953
39746,data/raw/teacher/train/images_train/39746.jpg,data/raw/external/fashion_product_images_v1/images/39746.jpg,60,80,1800,2400,900.00000000,32.38332334,0,0,0.00009801,0.00320255,0.09411764,0.01099723,0.03943621,0.25958333,0.24320440,0.93690298
40504,data/raw/teacher/train/images_train/40504.jpg,data/raw/external/fashion_product_images_v1/images/40504.jpg,60,80,1080,1440,324.00000000,12.03769621,0,0,0.00012552,0.00484803,0.09411764,0.00891990,0.04734796,0.36125000,0.34520769,0.95559222
40971,data/raw/teacher/train/images_train/40971.jpg,data/raw/external/fashion_product_images_v1/images/40971.jpg,60,80,1080,1440,324.00000000,19.69676692,0,0,0.00003813,0.00220333,0.08627450,0.00978560,0.04150774,0.21270833,0.20243891,0.95172066
41140,data/raw/teacher/train/images_train/41140.jpg,data/raw/external/fashion_product_images_v1/images/41140.jpg,60,80,1080,1440,324.00000000,63.21756699,1,0,0.00011870,0.00460389,0.11764706,0.00307294,0.02309507,0.37604167,0.35740226,0.95043261
41209,data/raw/teacher/train/images_train/41209.jpg,data/raw/external/fashion_product_images_v1/images/41209.jpg,60,80,1080,1440,324.00000000,79.15316045,0,1,0.00006451,0.00252885,0.11372548,0.00808391,0.04661394,0.20500000,0.19684092,0.96019961
41710,data/raw/teacher/train/images_train/41710.jpg,data/raw/external/fashion_product_images_v1/images/41710.jpg,60,80,1080,1440,324.00000000,9.00570447,0,0,0.00008048,0.00269353,0.11764707,0.05220427,0.13192178,0.11916667,0.11158179,0.93635069
42559,data/raw/teacher/train/images_train/42559.jpg,data/raw/external/fashion_product_images_v1/images/42559.jpg,60,80,1080,1440,324.00000000,145.93467819,1,0,0.00061940,0.01334667,0.19215685,0.06400868,0.15200579,0.40145833,0.36419174,0.90717196
42883,data/raw/teacher/train/images_train/42883.jpg,data/raw/external/fashion_product_images_v1/images/42883.jpg,60,80,1080,1440,324.00000000,90.98085321,0,0,0.00006812,0.00247938,0.10980392,0.01610441,0.06111941,0.22895833,0.21793596,0.95185859
43300,data/raw/teacher/train/images_train/43300.jpg,data/raw/external/fashion_product_images_v1/images/43300.jpg,60,80,1080,1440,324.00000000,13.90590179,0,0,0.00003938,0.00200451,0.07450980,0.02944276,0.09367500,0.15062500,0.14188014,0.94194286
43367,data/raw/teacher/train/images_train/43367.jpg,data/raw/external/fashion_product_images_v1/images/43367.jpg,60,80,1080,1440,324.00000000,10.86230932,0,0,0.00004520,0.00232747,0.07058823,0.00384576,0.03359120,0.17000000,0.16387088,0.96394638
43494,data/raw/teacher/train/images_train/43494.jpg,data/raw/external/fashion_product_images_v1/images/43494.jpg,60,80,1080,1440,324.00000000,8.88842649,0,0,0.00019562,0.00714582,0.12941176,0.01616986,0.06242022,0.44604167,0.42055363,0.94285727
44135,data/raw/teacher/train/images_train/44135.jpg,data/raw/external/fashion_product_images_v1/images/44135.jpg,60,80,1080,1440,324.00000000,11.79567212,0,0,0.00001291,0.00103305,0.05098039,0.00223248,0.02938655,0.13270833,0.12450939,0.93821831
44462,data/raw/teacher/train/images_train/44462.jpg,data/raw/external/fashion_product_images_v1/images/44462.jpg,60,80,1080,1440,324.00000000,11.28303660,1,0,0.00007030,0.00260417,0.10980392,0.01676724,0.05815908,0.16062500,0.15163837,0.94405214
44464,data/raw/teacher/train/images_train/44464.jpg,data/raw/external/fashion_product_images_v1/images/44464.jpg,60,80,1080,1440,324.00000000,6.24335091,0,0,0.00006732,0.00314479,0.10196079,0.01160856,0.04963299,0.23395833,0.21802083,0.93187890
44655,data/raw/teacher/train/images_train/44655.jpg,data/raw/external/fashion_product_images_v1/images/44655.jpg,60,80,1080,1440,324.00000000,16.75144829,1,0,0.00013148,0.00557662,0.09803921,0.00378088,0.02844669,0.38875000,0.37159336,0.95586717
44682,data/raw/teacher/train/images_train/44682.jpg,data/raw/external/fashion_product_images_v1/images/44682.jpg,60,80,1080,1440,324.00000000,14.52998144,0,0,0.00027586,0.00829408,0.16862744,0.03164241,0.09346789,0.36104167,0.33972415,0.94095553
45143,data/raw/teacher/train/images_train/45143.jpg,data/raw/external/fashion_product_images_v1/images/45143.jpg,60,80,1080,1440,324.00000000,11.09697959,2,0,0.00005289,0.00302479,0.06274509,0.00210418,0.02357760,0.29041667,0.27613747,0.95083205
45245,data/raw/teacher/train/images_train/45245.jpg,data/raw/external/fashion_product_images_v1/images/45245.jpg,60,80,1080,1440,324.00000000,59.38046647,0,0,0.00027361,0.00860492,0.11372548,0.07673687,0.16305499,0.39770833,0.37835134,0.95132866
45246,data/raw/teacher/train/images_train/45246.jpg,data/raw/external/fashion_product_images_v1/images/45246.jpg,60,80,1080,1440,324.00000000,52.24170616,0,0,0.00029437,0.00784888,0.12156862,0.06643263,0.11730782,0.34333333,0.32461355,0.94547637
45309,data/raw/teacher/train/images_train/45309.jpg,data/raw/external/fashion_product_images_v1/images/45309.jpg,60,80,1080,1440,324.00000000,18.34601254,2,0,0.00008519,0.00274682,0.11372548,0.01893182,0.07090322,0.16354167,0.14639982,0.89518361
45318,data/raw/teacher/train/images_train/45318.jpg,data/raw/external/fashion_product_images_v1/images/45318.jpg,60,80,1080,1440,324.00000000,5.59206239,0,0,0.00006888,0.00283937,0.07843137,0.02646546,0.08781340,0.15083333,0.13192901,0.87466749
45612,data/raw/teacher/train/images_train/45612.jpg,data/raw/external/fashion_product_images_v1/images/45612.jpg,60,80,1080,1440,324.00000000,9.83820678,0,0,0.00006604,0.00313840,0.11372548,0.00698031,0.03341216,0.23791667,0.22935957,0.96403321
45895,data/raw/teacher/train/images_train/45895.jpg,data/raw/external/fashion_product_images_v1/images/45895.jpg,60,80,1080,1440,324.00000000,81.13642640,1,1,0.00005731,0.00370136,0.04313727,0.00153490,0.02201702,0.37291667,0.36048161,0.96665460
