method,fold,size,query_source,gallery_source,protocol,scope,query_id,articleType,ndcg_at_5,precision_any_at_5,precision_strict_at_5,tie_rate_at_5,ndcg_at_10,precision_any_at_10,precision_strict_at_10,tie_rate_at_10,ndcg_at_20,precision_any_at_20,precision_strict_at_20,tie_rate_at_20,recall_at_10,hit_rate_at_10,precision_at_10
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38121,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38127,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38129,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38143,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38149,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38154,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38156,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38290,,,,,,,,,0.20000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38306,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38315,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38327,,,,,,,,,0.40000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38330,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38333,,,,,,,,,0.50000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38347,,,,,,,,,0.90000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38390,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38417,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38431,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38432,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38436,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38444,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38449,,,,,,,,,0.00000000,,,,,0.20000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38452,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38453,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38470,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38483,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38500,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38502,,,,,,,,,0.40000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38525,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38538,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38542,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38543,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38547,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38563,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38564,,,,,,,,,0.00000000,,,,,0.50000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38574,,,,,,,,,0.40000000,,,,,0.50000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38577,,,,,,,,,0.40000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38582,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38583,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38584,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38586,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38605,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38614,,,,,,,,,0.00000000,,,,,0.16666667,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38624,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38625,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38627,,,,,,,,,0.30000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38633,,,,,,,,,0.00000000,,,,,0.16666667,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38637,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38648,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38649,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38651,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38664,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38666,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38687,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38689,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38692,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38722,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38739,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38756,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38770,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38771,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38772,,,,,,,,,0.00000000,,,,,0.66666667,1.00000000,0.20000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38776,,,,,,,,,0.00000000,,,,,0.28571429,1.00000000,0.20000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38781,,,,,,,,,0.00000000,,,,,0.33333333,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38784,,,,,,,,,0.00000000,,,,,0.33333333,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38789,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38805,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38812,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38836,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38907,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38944,,,,,,,,,0.60000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38945,,,,,,,,,0.60000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38971,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38982,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38984,,,,,,,,,0.70000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38985,,,,,,,,,0.80000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38988,,,,,,,,,0.70000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,38998,,,,,,,,,0.20000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39001,,,,,,,,,0.40000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39003,,,,,,,,,0.80000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39010,,,,,,,,,0.60000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39011,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39022,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39023,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39027,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39038,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39040,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39057,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39058,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39064,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39124,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39125,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39127,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39130,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39132,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39134,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39142,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39145,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39152,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39155,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39167,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39193,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39197,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39201,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39205,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39206,,,,,,,,,0.00000000,,,,,0.23076923,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39208,,,,,,,,,0.00000000,,,,,0.23076923,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39215,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39220,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39224,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39233,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39235,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39238,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39242,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39282,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39314,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39316,,,,,,,,,0.50000000,,,,,0.30769231,1.00000000,0.40000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39317,,,,,,,,,0.50000000,,,,,0.30769231,1.00000000,0.40000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39318,,,,,,,,,0.70000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39319,,,,,,,,,0.50000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39321,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39322,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39331,,,,,,,,,0.60000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39332,,,,,,,,,0.60000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39333,,,,,,,,,0.60000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39334,,,,,,,,,0.60000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39361,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39405,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39444,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39465,,,,,,,,,0.00000000,,,,,0.50000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39467,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39471,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39474,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39475,,,,,,,,,0.00000000,,,,,1.00000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39484,,,,,,,,,0.30000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39485,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39495,,,,,,,,,0.20000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39496,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39511,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39522,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39535,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39544,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39563,,,,,,,,,0.00000000,,,,,0.18181818,1.00000000,0.20000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39572,,,,,,,,,0.00000000,,,,,0.27272727,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39573,,,,,,,,,0.00000000,,,,,0.42857143,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39574,,,,,,,,,0.00000000,,,,,0.42857143,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39575,,,,,,,,,0.00000000,,,,,0.42857143,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39591,,,,,,,,,0.00000000,,,,,0.33333333,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39594,,,,,,,,,0.00000000,,,,,0.40000000,1.00000000,0.20000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39597,,,,,,,,,0.00000000,,,,,0.28571429,1.00000000,0.20000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39616,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39620,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39630,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39633,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39636,,,,,,,,,0.00000000,,,,,0.31578947,1.00000000,0.60000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39637,,,,,,,,,0.00000000,,,,,0.26315789,1.00000000,0.50000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39638,,,,,,,,,0.00000000,,,,,0.36842105,1.00000000,0.70000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39651,,,,,,,,,0.00000000,,,,,0.31578947,1.00000000,0.60000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39653,,,,,,,,,0.00000000,,,,,0.26315789,1.00000000,0.50000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39654,,,,,,,,,0.00000000,,,,,0.21052632,1.00000000,0.40000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39655,,,,,,,,,0.00000000,,,,,0.26315789,1.00000000,0.50000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39660,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39662,,,,,,,,,0.00000000,,,,,0.10526316,1.00000000,0.20000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39666,,,,,,,,,0.00000000,,,,,0.21052632,1.00000000,0.40000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39667,,,,,,,,,0.00000000,,,,,0.31578947,1.00000000,0.60000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39668,,,,,,,,,0.00000000,,,,,0.21052632,1.00000000,0.40000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39670,,,,,,,,,0.00000000,,,,,0.36842105,1.00000000,0.70000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39671,,,,,,,,,0.00000000,,,,,0.31578947,1.00000000,0.60000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39672,,,,,,,,,0.00000000,,,,,0.36842105,1.00000000,0.70000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39673,,,,,,,,,0.00000000,,,,,0.31578947,1.00000000,0.60000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39674,,,,,,,,,0.00000000,,,,,0.31578947,1.00000000,0.60000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39682,,,,,,,,,0.00000000,,,,,0.15789474,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39684,,,,,,,,,0.00000000,,,,,0.10526316,1.00000000,0.20000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39697,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39698,,,,,,,,,0.20000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39712,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39721,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39724,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39738,,,,,,,,,0.00000000,,,,,0.50000000,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39740,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39743,,,,,,,,,0.60000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39744,,,,,,,,,0.60000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39764,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39775,,,,,,,,,0.20000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39776,,,,,,,,,0.20000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39801,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39803,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39813,,,,,,,,,0.00000000,,,,,0.13333333,1.00000000,0.20000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39814,,,,,,,,,0.00000000,,,,,0.26666667,1.00000000,0.40000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39816,,,,,,,,,0.00000000,,,,,0.33333333,1.00000000,0.50000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39817,,,,,,,,,0.00000000,,,,,0.06666667,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39819,,,,,,,,,0.00000000,,,,,0.20000000,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39822,,,,,,,,,0.00000000,,,,,0.06666667,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39823,,,,,,,,,0.00000000,,,,,0.20000000,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39825,,,,,,,,,0.00000000,,,,,0.06666667,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39827,,,,,,,,,0.00000000,,,,,0.20000000,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39829,,,,,,,,,0.00000000,,,,,0.06666667,1.00000000,0.10000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39853,,,,,,,,,0.70000000,,,,,0.23076923,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39854,,,,,,,,,0.70000000,,,,,0.23076923,1.00000000,0.30000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39864,,,,,,,,,0.90000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39865,,,,,,,,,0.90000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39870,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39874,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39877,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39880,,,,,,,,,0.00000000,,,,,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39882,,,,,,,,,0.00000000,,,,,0.00000000,0.00000000,0.00000000
spatial-hsv-edge-4x4-v2,1,240x320,teacher,teacher,family,development,39889,,,,,,,,,0.00000000,,,,,,,
