id,model_fold,true_label,predicted_label,confidence,true_probability,old_predicted_label,error_status,g2_correct,articleType,baseColour,productDisplayName,label_source,changed,has_exact_cross_label_conflict,product_family_group,sha256,path
8353,4,Boys,Girls,0.588472843170166,0.2614600658416748,Women,persistent_error,False,Tshirts,White,Doodle Boy's Original Royal Classic White Kidswear,product_name,False,False,family_3517a0cd78deae06,3da030ca7f8120f08305f2778ebd7e1c2546d311d36a483dbe217d69204be340,data/raw/teacher/train/images_train/8353.jpg
8376,4,Men,Unisex,0.8724240660667419,0.12021323293447495,Unisex,persistent_error,False,Backpacks,Black,Fastrack Men Black Backpack,product_name,False,False,family_e90b6dde789edaa9,16508fa4b15136e08f55e573aed4d86e62d459bb802f3b338a7ef16cc7d6732e,data/raw/teacher/train/images_train/8376.jpg
8418,4,Girls,Boys,0.778078556060791,0.16087038815021515,Boys,persistent_error,False,Tshirts,Blue,Doodle Girl's Crazy Funny Blue Kidswear,product_name,False,False,family_d1ea0dd4996cf570,1d13e70ab463db198688d7d4d0cc9fbc15f0b892f8e75497c87266c4d6b16a18,data/raw/teacher/train/images_train/8418.jpg
8419,4,Girls,Boys,0.778078556060791,0.16087038815021515,Boys,persistent_error,False,Tshirts,Blue,Doodle Girl's Crazy Funny Blue Teen Kidswear,product_name,False,False,family_d1ea0dd4996cf570,1d13e70ab463db198688d7d4d0cc9fbc15f0b892f8e75497c87266c4d6b16a18,data/raw/teacher/train/images_train/8419.jpg
8503,0,Unisex,Men,0.5406747460365295,0.12230045348405838,Women,persistent_error,False,Socks,White,Nike Unisex China Swsh Ct White Socks,product_name,False,False,family_fa7c73f19c30cb63,899c317c63321ff01fcb659515152bc7f635afd38c899e3d950fe28332fe4ae3,data/raw/teacher/train/images_train/8503.jpg
8505,4,Unisex,Men,0.6195791959762573,0.06215867027640343,Men,persistent_error,False,Socks,White,Nike Unisex Ap Kids Snl G White Socks,product_name,False,False,family_794085b394b246a0,9afa76a5159d6d1bcc39aca401ee0b9a5b946b2d5ea142791b2b6f5969db5b32,data/raw/teacher/train/images_train/8505.jpg
8507,4,Unisex,Men,0.9274199604988098,0.03090192750096321,Men,persistent_error,False,Socks,Black,Nike Unisex  Black Socks,product_name,False,False,family_f83911c5da4fddd1,d6e522f124f0169bd8308521b6f5ef451d937455fb57039d9a920534b3b5575e,data/raw/teacher/train/images_train/8507.jpg
8526,4,Women,Men,0.6955828070640564,0.26516520977020264,Men,persistent_error,False,Sports Shoes,Black,Nike Women Nike Womens Downshifter 3 MSL Black Sports Shoes,product_name,False,False,family_aaf758307145eca4,92740fd09819866a8bdb4c4561cb7692fb750615e88d58e06b95a917b80fe183,data/raw/teacher/train/images_train/8526.jpg
8539,4,Unisex,Men,0.6953814029693604,0.11336429417133331,Men,persistent_error,False,Flip Flops,Black,Crocs Douet Black Flip Sandals,original_no_cue,False,False,family_9e042031528217cb,c919c0e63e535e162fb9b24f71491d67d5f4a69fcee3a388f7ba4d4dd81840a3,data/raw/teacher/train/images_train/8539.jpg
8616,4,Unisex,Men,0.921186625957489,0.0782533586025238,Men,persistent_error,False,Sunglasses,Brown,Fastrack Unisex Sunglasses M035BR6,product_name,False,False,family_14bc33c0f01c5040,efd275021dc7ab6d11ffd372dee94eb15bf494fd09bcb0e4e522f3120a361089,data/raw/teacher/train/images_train/8616.jpg
8631,4,Unisex,Women,0.5954324007034302,0.33745554089546204,Women,persistent_error,False,Sunglasses,Brown,Fastrack Unisex Hip Hop Brown Sunglasses,product_name,False,False,family_f64cc55f1347429b,9391231d019a923c0a2e0fb5861a3873097ed805186834d8aa0504910ccf66e3,data/raw/teacher/train/images_train/8631.jpg
8650,4,Men,Unisex,0.8449152708053589,0.07381432503461838,Unisex,persistent_error,False,Sunglasses,Black,Fastrack Men Sport Black Sunglasses,product_name,False,False,family_c288691bf8994f80,e1aa836da0a735173973e8e045cfb0c2ff58dd6f1eefa08db3385671df0ca9cd,data/raw/teacher/train/images_train/8650.jpg
8658,4,Unisex,Men,0.7673335075378418,0.22756537795066833,Men,persistent_error,True,Sunglasses,Brown,Fastrack Unisex Rectangular Sunglasses FTML005GLBR2,product_name,False,False,family_8742da1278560374,721d21f26b2f79e4cdc1c361a15c593a988c441e70e8a344ab98be85f74bec16,data/raw/teacher/train/images_train/8658.jpg
8668,4,Unisex,Men,0.9082139134407043,0.09077822417020798,Men,persistent_error,False,Sunglasses,Green,Fastrack Unisex Oval Sunglasses FTML006GLBK1,product_name,False,False,family_62132bfbcd573752,3fdf0bc21e94588efbce933e49c6608c79fd893441792162c5d046fe99cfb994,data/raw/teacher/train/images_train/8668.jpg
8672,4,Men,Unisex,0.9842156767845154,0.014842445962131023,Unisex,persistent_error,False,Sunglasses,Black,Fastrack Men Fastrack Black sunglass with golden rim Black Sunglasses,product_name,False,False,family_6058ce19ef73825a,a26a36c5d98fa5b86fdcc289fb68229750d96c7152171983c4434aa8358a8bac,data/raw/teacher/train/images_train/8672.jpg
8680,4,Women,Unisex,0.6895956993103027,0.028225533664226532,Unisex,persistent_error,False,Sunglasses,Brown,Fastrack Women Campus Brown Sunglasses,product_name,False,False,family_3df4cdee799bf668,e1860f4eb067d7a2b802346b00dec717bf6d42a127e3ab63c126dc96420a5ab7,data/raw/teacher/train/images_train/8680.jpg
8697,4,Men,Women,0.41838914155960083,0.3078147768974304,Men,new_error,False,Sunglasses,Black,Fastrack Men Hip Hop Black Sunglasses,product_name,False,False,family_fd99ea8de5c1b77b,0843d3b202680af5239ac5ab0acacbe74dee67ee366910c9b08b5002ac8e70b9,data/raw/teacher/train/images_train/8697.jpg
8698,0,Men,Women,0.4755061864852905,0.3392971456050873,Men,new_error,True,Sunglasses,Brown,Fastrack Men Hip Hop Brown Sunglasses,product_name,False,False,family_36b581c7df84268f,39cf937bc13db15d6ab37846e8ae1180244349a52b46e7ce36d7b2faf8dc5d65,data/raw/teacher/train/images_train/8698.jpg
8746,0,Unisex,Boys,0.5423523187637329,0.4336525499820709,Unisex,new_error,True,Flip Flops,Navy Blue,Crocs Kids Navy Blue Clogs,original_no_cue,False,False,family_3dac8c55c94b122c,e694b485b910bb687a6f8638e1164984254b3e1cf4aa82b02bd0fef07bec8d77,data/raw/teacher/train/images_train/8746.jpg
8754,4,Unisex,Boys,0.6465960741043091,0.1563354879617691,Boys,persistent_error,False,Sandals,Red,Crocs Kids Duet Red Floater,original_no_cue,False,False,family_d5202cfaa87f5803,699d4bc7aa135e11f03339caeea3d2fde2f1ae03843ad8122efcc56f27caa972,data/raw/teacher/train/images_train/8754.jpg
8840,0,Men,Women,0.8601097464561462,0.1372963786125183,Men,new_error,True,Trousers,Charcoal,Scullers Men Black Checked Trousers,product_name,False,False,family_197eb73ac8e7a845,7f73f5e3820d3065fd47c13095b09c05fd38014a8e5bdbbec30b6c121b1056ee,data/raw/teacher/train/images_train/8840.jpg
8915,4,Unisex,Men,0.9803747534751892,0.005150828044861555,Men,persistent_error,False,Shoe Accessories,Black,Timberland Unisex Black Boot Sauce Cream,product_name,False,False,family_43662a57a9cdec80,d03adababcbf59bfe349ce2ed26f01ac6df9b5b32f648852a648c9199d69533d,data/raw/teacher/train/images_train/8915.jpg
8916,0,Men,Women,0.7047904133796692,0.29436174035072327,Men,new_error,True,Tshirts,Blue,ADIDAS Men Argentina AFA H REP Blue Jersey,product_name,False,False,family_54d3fd385463022f,8635c7a40ab83cd71a49f0b646fbe3ea104e207e36b6e43fc617f2813bb0755f,data/raw/teacher/train/images_train/8916.jpg
8923,4,Men,Women,0.5562207102775574,0.4273715019226074,Women,persistent_error,False,Belts,White,Puma Men White Belt,product_name,False,False,family_a7f97d4b52b93ecc,31197a8cac46bef73bbedfa5fa42c32b895378063fec3ad2c83dc764502c1af0,data/raw/teacher/train/images_train/8923.jpg
8927,0,Men,Women,0.4180352985858917,0.3515056371688843,Women,persistent_error,True,Belts,Black,Puma Men Fundamentals webbing Black Belts,product_name,False,False,family_1211b78610929c31,cedbb26829ad65c17e17e2094cbe443318e20a18a4d57795b00f308f78ede316,data/raw/teacher/train/images_train/8927.jpg
8933,4,Unisex,Girls,0.7208811044692993,0.03531983122229576,Girls,persistent_error,False,Wristbands,Pink,Puma Unisex Fundamentals Pink Wristbands,product_name,False,False,family_1628e107773c273d,e9cc75beaa3f0f55d82ee5c246307b32d2da5f0ba9788599403bb2dcbdf6882a,data/raw/teacher/train/images_train/8933.jpg
9089,4,Unisex,Men,0.6942115426063538,0.28518569469451904,Men,persistent_error,True,Casual Shoes,Black,Converse Unisex Ct AsAll Star 08 Hi Black Casual Shoes,product_name,False,False,family_a4348ab4a7bf5cd9,cda1a292b75dcd43a433e7cdea431fd6b4d8021a8c9cab0674a54b5b02cb5c65,data/raw/teacher/train/images_train/9089.jpg
9092,0,Women,Men,0.8245664238929749,0.12603548169136047,Men,persistent_error,False,Sports Shoes,Black,Puma Women BodyTrain Alt Black Green Shoe,product_name,False,False,family_eb19323db62e64b2,e63efb50ff3740455ed0b563f490df6c53759f6547c5c110d99e00a6d8eda15d,data/raw/teacher/train/images_train/9092.jpg
9096,4,Unisex,Men,0.7293007373809814,0.051606062799692154,Men,persistent_error,False,Casual Shoes,Blue,Converse Unisex Ct As Star Chevron Hi Blue Casual Shoes,product_name,False,False,family_53adbfe094b8fc53,1a7e8db991cd35b568a15a96ffa91e9d94641a39a05cdef9744f4ca452604806,data/raw/teacher/train/images_train/9096.jpg
9115,4,Women,Men,0.8084126710891724,0.1535884588956833,Men,persistent_error,True,Sports Shoes,Silver,Puma Women Ikonis 2 Silver Sports Shoes,product_name,False,False,family_77e359e4b1cb258f,1030d20cc02a4efbdc897d9f02ae454ea9dd4aa9f3b533fd1e07a3bb5932b9b3,data/raw/teacher/train/images_train/9115.jpg
9117,0,Unisex,Men,0.5421625375747681,0.13009776175022125,Men,persistent_error,False,Sports Shoes,Black,Puma Unisex Axis Black Sports Shoes,product_name,False,False,family_6881f2b0b6096984,9774a21b09abf74289c5d4a16e4d7316d7e340db96e0182e1d842796c86cb4ee,data/raw/teacher/train/images_train/9117.jpg
9119,4,Women,Men,0.8848459720611572,0.09454013407230377,Men,persistent_error,False,Sports Shoes,Black,Puma Women Axis Black Sports Shoes,product_name,False,False,family_bedc725da6f59c82,2f8e65656b91a413bd64b35dd7caf34de6e33aa3e4d145bff8c4eacc262b5fcf,data/raw/teacher/train/images_train/9119.jpg
9123,0,Women,Men,0.6320404410362244,0.3525661528110504,Men,persistent_error,False,Sports Shoes,Black,Puma Women Vesta Runner Black Sports Shoes,product_name,False,False,family_0a7af18b0a022be7,1309eb3037d9771452cefe0994859acdb17ad0cd0f092b339f356252e7d54902,data/raw/teacher/train/images_train/9123.jpg
9197,0,Women,Men,0.5819162130355835,0.3934990167617798,Men,persistent_error,True,Sports Shoes,White,Puma Women Ikonis 2 XT White Shoes,product_name,False,False,family_3b235ac6056d34b1,a3c7e6d4fdd0910516d1ea0993af7c7699a611ca6e455388ec42e362ff77263b,data/raw/teacher/train/images_train/9197.jpg
9207,4,Women,Men,0.7297212481498718,0.15859293937683105,Men,persistent_error,False,Casual Shoes,Black,Puma Women Nouli Lo Ripstop Black Casual Shoes,product_name,False,False,family_8cd110accd359cbd,5dc2b7a5dcd90607d1cd8a1cd26e8bbbd2f6967fceb8672f504cfdc6f71493f0,data/raw/teacher/train/images_train/9207.jpg
9221,4,Women,Men,0.8168377876281738,0.02519487962126732,Men,persistent_error,False,Flip Flops,Black,Puma Women Coral Black Casual Slippers,product_name,False,False,family_ec6e8ec51658fa3d,4b13da27ba879ad9709dcb6afa9cb857a3e7f50afb35d01bb1513edafc9d5fc1,data/raw/teacher/train/images_train/9221.jpg
9273,4,Men,Women,0.7830541729927063,0.17223617434501648,Women,persistent_error,False,Sports Shoes,White,Nike Men Main Draw White Shoe,product_name,False,False,family_0efb4e0fb40a77b2,9120269f31a09dff46135978f719ae5816dd5b75daa296f2bdef56a8cfe1d2e9,data/raw/teacher/train/images_train/9273.jpg
9365,4,Women,Men,0.697629451751709,0.019863249734044075,Men,persistent_error,False,Socks,Black,Puma Women Logo Stud Black Socks,product_name,False,False,family_c2295e6ea87deffb,597ec90b8447cb2bab18144f614389ead235054a4b6b5268301f2f0d7f695a45,data/raw/teacher/train/images_train/9365.jpg
9369,0,Women,Men,0.41194260120391846,0.410889595746994,Women,new_error,False,Socks,Grey,Puma Women Stripe Grey Socks,product_name,False,False,family_384feedbdb892b89,23e1c4baeee680792b27470a5560353c410ecb50850e3c2c47bcc9b50f4fa8c3,data/raw/teacher/train/images_train/9369.jpg
9370,0,Women,Men,0.593425452709198,0.013916396535933018,Men,persistent_error,False,Socks,Black,Puma Women Stripe Black Socks,product_name,False,False,family_605b6fdd5bd6de94,96220848f34bf2e829f9a2a9125fd49987ff6c0b1366e2e9263d8ef61977241e,data/raw/teacher/train/images_train/9370.jpg
9383,4,Women,Men,0.4458588659763336,0.3885333836078644,Men,persistent_error,True,Casual Shoes,White,Nike Women Wmns Sweet Cl White Casual Shoes,product_name,False,False,family_7329aecc65d2e4d2,21544e7284c7456ce8d5ec5b5b562a8db2c680817c1b9842329732993f5df65c,data/raw/teacher/train/images_train/9383.jpg
9391,0,Men,Women,0.5525230169296265,0.3906514346599579,Men,new_error,True,Sports Shoes,White,Nike Men CapriII White Sports Shoes,product_name,False,False,family_408dea38a14143b6,e465ba6cb31f883d90a24787ce496ecb9e9be337744b66d4c52b1782c0010791,data/raw/teacher/train/images_train/9391.jpg
9571,4,Unisex,Women,0.9966549873352051,0.0025541558861732483,Women,persistent_error,False,Handbags,Black,Puma Unisex Core Shoulder Black Bags,product_name,False,False,family_833657e26b12fde3,daa4f46db197f9001fde8cfb1bcd02a6d6ba2c2760350fa096dc2441310460f5,data/raw/teacher/train/images_train/9571.jpg
9576,4,Unisex,Women,0.7471568584442139,0.020099330693483353,Women,persistent_error,False,Backpacks,Pink,Puma Unisex Deck Pink Backpacks,product_name,False,False,family_e81c1b9b7651f5e2,02f1141ff608edc4d7432721c94d374ce5a886b9683072be72a553a9256b3e5b,data/raw/teacher/train/images_train/9576.jpg
9817,4,Men,Unisex,0.8494065999984741,0.011943823657929897,Unisex,persistent_error,False,Casual Shoes,Black,Converse Men CT AS Sketch OX Black Casual Shoes,product_name,False,False,family_5edd6fe9fd8d4373,c6b76dd631a6218cdc227bb0ad32010afc1d2bacd179303526d93775bc1eff75,data/raw/teacher/train/images_train/9817.jpg
9913,0,Unisex,Women,0.8997704982757568,0.09089931100606918,Women,persistent_error,False,Handbags,Black,Puma Unisex Dizzy Shopper Black Bags,product_name,False,False,family_70c5f31b280d186c,ec802bbf75948cc760ac30288a816270e1f4c3d0edeeddc59c847ab81a4a6f78,data/raw/teacher/train/images_train/9913.jpg
10000,0,Girls,Women,0.3974124789237976,0.149220809340477,Women,persistent_error,False,Skirts,White,Palm Tree Girls Sp Jace Sko White Skirts,product_name,True,False,family_39e5b4830d4d9c14,0648782a6a03c49aa2ca2a1ada3f6d2361524b1755f29ebc6338b06f847e2d28,data/raw/teacher/train/images_train/10000.jpg
10018,4,Men,Women,0.9287787675857544,0.0702928677201271,Women,persistent_error,False,Shorts,Black,Nike Men Black Three Quarter Track Pants,product_name,False,False,family_cae0b8d2088e7df7,8af023a14d3bbff0bab1a5d3284fe8eed77c00945139d800fb5d8668cdb5e746,data/raw/teacher/train/images_train/10018.jpg
10019,0,Women,Men,0.8421746492385864,0.07676927745342255,Men,persistent_error,False,Tshirts,White,Nike Women As Miler Ss White T-Shirts,product_name,False,False,family_4ff717d584ed7ba1,7c14f5362b0097bf6438c95f332b982411f80523720c3776d172d0cc7806bbd2,data/raw/teacher/train/images_train/10019.jpg
10024,4,Women,Men,0.4777955114841461,0.392890602350235,Men,persistent_error,True,Tshirts,Black,Nike Women As Make Yours Black T-Shirts,product_name,False,False,family_8da5c2f12762cfb7,e10d95505182689370eaeff245cd26eec14427133c75d456ba90058869d4abfd,data/raw/teacher/train/images_train/10024.jpg
10053,0,Women,Girls,0.9591720700263977,0.03492339700460434,Women,new_error,False,Tshirts,Pink,Gini And Jony Vini Romper Pink T-Shirts,original_no_cue,False,False,family_885332b7f22a142e,98b9185d88ff0dd4d9a024422eef67cbf9b8d1d5d923bdca9eed2af245efa45b,data/raw/teacher/train/images_train/10053.jpg
10114,0,Unisex,Men,0.9970182180404663,0.002409607172012329,Men,persistent_error,False,Sports Sandals,Black,Reebok Unisex Black Sports Sandals,product_name,False,False,family_d211334f1aed999b,8291355ec2076dcf6bd1670f73f9e2c6fd35eb936f176f9899db32c8c27c12a9,data/raw/teacher/train/images_train/10114.jpg
10115,0,Unisex,Men,0.9432200789451599,0.0009660018840804696,Men,persistent_error,False,Sandals,Grey,Reebok Unisex Adventure Sports Grey Sandals,product_name,False,False,family_ac7bb74de6884ffc,9b5fe5780bcb9011cb45d65db89c3b70b175d9657996f70bf5d8dcdfb72d9f5b,data/raw/teacher/train/images_train/10115.jpg
10135,0,Women,Men,0.6794046759605408,0.2435915619134903,Men,persistent_error,True,Watches,Silver,Esprit Women Lissomy Glam White Silver Watches,product_name,False,False,family_9190a41c01288f37,a1ef0279eaf632d5410a571eb1d1c021e7977a9c1b38f8c6523983571cb85b1e,data/raw/teacher/train/images_train/10135.jpg
10137,0,Women,Men,0.7304153442382812,0.2668704688549042,Men,persistent_error,False,Watches,Steel,Esprit Women Lissomy Brown Steel Watches,product_name,False,False,family_2d9201d88560e046,dd639f6c8025ca8e58c7a76e7434a0e56371d8c0e23f59aafa22d8d0addc852d,data/raw/teacher/train/images_train/10137.jpg
10317,4,Women,Men,0.763870894908905,0.23415859043598175,Men,persistent_error,False,Watches,Silver,Esprit Women Purple Silicon Silver Watches,product_name,False,False,family_cca6e68ea176f1ea,6dc0d4926b8e30597f8b7957ff255230051d810c7c18cdeb23f50b6bdcf3774b,data/raw/teacher/train/images_train/10317.jpg
10400,0,Women,Men,0.844085693359375,0.07653840631246567,Men,persistent_error,False,Watches,Black,Puma Women Flux Shadow  266 Black Watches,product_name,False,False,family_b3ed5e985986a671,50a518ab82667b9034ae4446d9d1200dede18d288a3e2de91a164ecd957eefae,data/raw/teacher/train/images_train/10400.jpg
10599,0,Unisex,Men,0.7809333801269531,0.09778627753257751,Men,persistent_error,False,Caps,White,Nike Unisex Tennis White Caps,product_name,False,False,family_e5fbb0b9795089c0,22f593f05d47d9c2f258ee476fbf5088a120b007a6349d38e06bc811437874c4,data/raw/teacher/train/images_train/10599.jpg
10641,4,Boys,Girls,0.7802441120147705,0.019095519557595253,Women,persistent_error,False,Tshirts,Red,Doodle Boy D Print Red T-shirt,product_name,True,False,family_b37cdab0dce2ef28,0ba1f977ade7e57a595c6a24525484d950c85cb3996b17fc8a1e65c7361770f2,data/raw/teacher/train/images_train/10641.jpg
10642,4,Boys,Girls,0.7802441120147705,0.019095519557595253,Women,persistent_error,False,Tshirts,Red,Doodle Boy D Print Red Tshirts,product_name,True,False,family_b37cdab0dce2ef28,0ba1f977ade7e57a595c6a24525484d950c85cb3996b17fc8a1e65c7361770f2,data/raw/teacher/train/images_train/10642.jpg
10658,4,Girls,Boys,0.6641688346862793,0.027245867997407913,Boys,persistent_error,False,Tops,White,Doodle Girl Little frock White Tops,product_name,True,False,family_198446ba5afa8c3d,69d88ab509b537de2026c7db5d87c7af5c365758d1007db3d982d250af049e43,data/raw/teacher/train/images_train/10658.jpg
10740,4,Unisex,Girls,0.33550944924354553,0.3124411404132843,Girls,persistent_error,False,Flip Flops,Green,Disney Unisex Kids Pluto Green Flip Flops,product_name,False,False,family_6082b82fe781668d,5c633ac5814e82dd971e365dc2f61c8a8c7cad94e083753c63df1bf2f83ee51b,data/raw/teacher/train/images_train/10740.jpg
10742,4,Girls,Unisex,0.7703785300254822,0.03863554075360298,Unisex,persistent_error,True,Casual Shoes,Orange,Disney Kids Girl Pooh Face Orange Casual Shoes,product_name,True,False,family_14c4aee212bcfe78,071f968591ec2eb3c59f1c474e25c29757633cebdf0e654b8803798c7ddd08f3,data/raw/teacher/train/images_train/10742.jpg
10755,0,Women,Girls,0.5074231028556824,0.48468485474586487,Girls,persistent_error,False,Casual Shoes,Pink,Disney Kids Princess Heart Pink Casual Shoes,original_no_cue,False,False,family_a4f49fe2a01c0ee3,1ca1ed1249df0948156c014e1a415898872c8c444a108a03c9839769d3b690b9,data/raw/teacher/train/images_train/10755.jpg
10758,4,Girls,Unisex,0.4745115041732788,0.136881485581398,Unisex,persistent_error,True,Casual Shoes,Blue,Disney Kids Girls Princess Heart Blue Casual Shoes,product_name,False,False,family_4b7385013e6fc7a2,e69f8467ab1377975c14a062ef6b8e96cfe9905c8ca0ff30b7665ef9a0112839,data/raw/teacher/train/images_train/10758.jpg
10770,0,Girls,Women,0.6277711987495422,0.12157907336950302,Unisex,persistent_error,False,Casual Shoes,Red,Disney Kids Red Casual Shoes,original_no_cue,False,False,family_afac512d6854f32c,81ee52925d02432e2b0be6e9ddd4118f208692f2af19e1015277d416438a032a,data/raw/teacher/train/images_train/10770.jpg
10771,0,Girls,Unisex,0.844192385673523,0.10627336800098419,Unisex,persistent_error,False,Casual Shoes,Red,Disney Kids Red Casual Shoes,original_no_cue,False,False,family_afac512d6854f32c,28829b10985fd3e00b86b4c578c54246cfac3a7d4ca5b68d3eaa21818809b1d3,data/raw/teacher/train/images_train/10771.jpg
10772,0,Boys,Unisex,0.741905152797699,0.052988201379776,Unisex,persistent_error,False,Casual Shoes,Navy Blue,Disney Kids Navy Blue Casual Shoes,original_no_cue,False,False,family_7249a7bc5027c0e9,03ce83e4f74dfcfdadca6670bec689bc8b58163a8228943ec09634c760c7970e,data/raw/teacher/train/images_train/10772.jpg
10785,4,Unisex,Men,0.5279192328453064,0.4689406454563141,Men,persistent_error,False,Caps,Grey,Nike Unisex Runng Grey Caps,product_name,False,False,family_53754730f1c9ebcf,1a21b92016e974a6650c07afe20bfab4a61989cc0cd3014f4d088ac565c42c3c,data/raw/teacher/train/images_train/10785.jpg
11003,0,Men,Women,0.39568543434143066,0.3620244562625885,Men,new_error,True,Watches,Red,Puma Men Fluctuation Red Dial Watch,product_name,False,False,family_4c5438f4cae3ec64,9895f4ba894dd6971e906b43135f42ddbedab1d8fd1d52a3b6b1af2c944fcd1c,data/raw/teacher/train/images_train/11003.jpg
11121,4,Women,Boys,0.44617515802383423,0.09038256853818893,Unisex,persistent_error,False,Caps,Blue,Puma Women Minicats Knit Blue Cap,product_name,False,False,family_76e72f6e35a66525,42fec715ddadcfbdbd606d08775eaff910992e263edc85fb91374ba8a7089630,data/raw/teacher/train/images_train/11121.jpg
11213,0,Women,Men,0.4511168599128723,0.20808841288089752,Women,new_error,True,Watches,Steel,Esprit Women Snake Turqouise Steel Watches,product_name,False,False,family_7f3df4d372ff08d4,12a9599c9d075e11f37b91b4de896af81e4e8f71ad7631ffdf29eb0ccc609792,data/raw/teacher/train/images_train/11213.jpg
11319,4,Women,Men,0.8350551128387451,0.16487258672714233,Women,new_error,False,Capris,Blue,United Colors of Benetton Women Washed Blue Capris,product_name,False,False,family_af3360f632b927e8,1d8b6a50067d12040942a3338333ec38c3e8b2e94984614b7013a95862cc7a5e,data/raw/teacher/train/images_train/11319.jpg
11489,0,Women,Men,0.6904518604278564,0.28275421261787415,Men,persistent_error,False,Watches,Black,Puma Women Flash Black Watch,product_name,False,False,family_8975ffb6740f7afc,da7a45777ab39a66d659e23d00b224d5774bc65367009acf13c4ab95791b6712,data/raw/teacher/train/images_train/11489.jpg
11829,0,Men,Women,0.6167139410972595,0.3386249244213104,Men,new_error,False,Casual Shoes,White,Playboy Men Casual White Casual Shoes,product_name,False,False,family_c10966a6052cd29b,93b510a1222bfc9c2ab78c75a71b23bdcdd74855080ef09fab8f3e2621dad5cc,data/raw/teacher/train/images_train/11829.jpg
11857,4,Men,Women,0.409483939409256,0.35762742161750793,Women,persistent_error,False,Flip Flops,White,Playboy Men Casual White Slippers,product_name,False,False,family_9dd8124a1c2de83e,7f220483a9eee1523b285a8f596d7225a8b7c646f58372b8f949294f3a119d33,data/raw/teacher/train/images_train/11857.jpg
11925,0,Women,Men,0.7447165846824646,0.16213709115982056,Men,persistent_error,False,Flats,Black,Skechers Women Tone Black Sandals,product_name,False,False,family_18b3953a40d870c6,2728226e089f98eb325250a4f0bc4000a34c580b6190acceceda10b46efacf69,data/raw/teacher/train/images_train/11925.jpg
11926,4,Women,Men,0.9571241140365601,0.013123208656907082,Men,persistent_error,False,Flip Flops,Black,Skechers Women Tone Black Slippers,product_name,False,False,family_a382b4e38fda8ac0,b3608b1d68ce31499cae049918024c6b0a30e8aba1a77aed3a947b5a735ed01b,data/raw/teacher/train/images_train/11926.jpg
11932,0,Women,Men,0.9960871934890747,0.002070777816697955,Men,persistent_error,False,Flats,Black,Skechers Women Tone Black Sandals,product_name,False,False,family_18b3953a40d870c6,1c4e5302e2bd871cb8b386ad94c80824b130023a0646697e6ab0798a3e066cb4,data/raw/teacher/train/images_train/11932.jpg
11933,0,Women,Men,0.5202521681785583,0.4746452867984772,Women,new_error,True,Sports Shoes,Grey,Skechers Women Sports Grey Sports Shoes,product_name,False,False,family_fbb4b51c46ecccc6,2397098f1a6e0a7a0d97d6f3558530851af062120ec4998fe1436113e1d0c90d,data/raw/teacher/train/images_train/11933.jpg
11968,4,Unisex,Men,0.9936621189117432,0.005617447197437286,Men,persistent_error,False,Sports Shoes,Black,Newfeel Unisex Sports Black Sports Shoes,product_name,False,False,family_eb965439db0149ef,d184194b110285335cb03632ee4531acb82ce8f38b58bb5b69e674a0ea1967b9,data/raw/teacher/train/images_train/11968.jpg
12121,0,Women,Men,0.991672933101654,0.0049344622530043125,Men,persistent_error,False,Kurtas,Green,Aurelia Women Printed Green Kurtas,product_name,False,False,family_6f4c5808a1aa0d09,c0b72ade58bc39a02578dc3e1f9d11e51716cb40580f8d8c79afd83d577a4b91,data/raw/teacher/train/images_train/12121.jpg
12452,4,Unisex,Women,0.9975211024284363,0.0016643229173496366,Women,persistent_error,False,Shoe Accessories,Orange,Timberland Unisex Orange Shoe Accessories,product_name,False,False,family_cfec66a95bc7994f,9e8cce756dd51962671310e2888f402c5b40437e0083f402329b9efbe0ac3e5f,data/raw/teacher/train/images_train/12452.jpg
12586,4,Unisex,Girls,0.7559266686439514,0.07970041781663895,Unisex,new_error,False,Tshirts,Pink,Tantra Unisex Printed Pink Tshirts,product_name,False,False,family_8f315a75230216ed,7001601f7da3cddf66b56ecb84d6fe6ed38da3d99213d54842b13e4dba40f1b4,data/raw/teacher/train/images_train/12586.jpg
12587,0,Unisex,Boys,0.6912326216697693,0.2950518727302551,Boys,persistent_error,False,Tshirts,Brown,Tantra Unisex Printed Brown Tshirts,product_name,False,False,family_a56a138dd15e502c,35be9cc7130d708892f7975d7e5ff2e4394eaeed541fad8a519912c8b51f32e3,data/raw/teacher/train/images_train/12587.jpg
12595,4,Unisex,Boys,0.6519651412963867,0.33931925892829895,Unisex,new_error,False,Tshirts,Black,Tantra Unisex Printed Black Tshirts,product_name,False,False,family_a0a7327a5f5b1643,94964d44cd4a41b3d79004c163debc28b7b15711591822e66971abb627e9e377,data/raw/teacher/train/images_train/12595.jpg
12654,4,Men,Women,0.6868506669998169,0.30899497866630554,Men,new_error,True,Tshirts,Purple,Probase Men Printed Royal Blue Tshirts,product_name,False,False,family_9b3eee3a3dccabba,7ee3e83f761d90220b5c20b36c4e82189d1070d275c99e736833f7be60ddfb7d,data/raw/teacher/train/images_train/12654.jpg
12681,4,Men,Unisex,0.6119869351387024,0.2722162902355194,Unisex,persistent_error,False,Caps,Blue,Probase Men Check Blue Cap,product_name,False,False,family_3158ba637e978cf6,5c355db0c8431c0f95808242c96acbb95b2e1b9cb9891eacdcda5d4d3467ef21,data/raw/teacher/train/images_train/12681.jpg
