id,articleType,product_family_group,mode
10849,Tshirts,family_6257d8fc0af7a785,RGB
10853,Tshirts,family_08984d49ef69e936,RGB
10856,Tshirts,family_538979f5ff99fb34,RGB
10863,Tshirts,family_b7d8c311f5d950fb,RGB
10869,Tshirts,family_be02a0322c46cb71,RGB
10872,Tshirts,family_12598cd4a301c14b,RGB
10878,Tshirts,family_e346642f77249b48,RGB
10885,Tshirts,family_4fc87f5f9c213a97,RGB
10998,Watches,family_0030e557c3515d5a,RGB
11001,Watches,family_72b209306c1a1031,RGB
11006,Watches,family_4d151274fd8c433d,RGB
11010,Tops,family_4c9bf88bc02a3ea8,RGB
11038,Tops,family_b6d740a5467734e2,RGB
11078,Sweaters,family_9f4f7ed2dd26a7ae,RGB
11094,Sweaters,family_e87ea04299b34623,RGB
11110,Shirts,family_0906c7b7bb3225ef,RGB
11111,Shirts,family_0906c7b7bb3225ef,RGB
11112,Shirts,family_0906c7b7bb3225ef,RGB
11113,Shirts,family_0906c7b7bb3225ef,RGB
11129,Track Pants,family_935ba38aa1d93708,RGB
11140,Scarves,family_cfe80cefe73f3d7a,RGB
11145,Shirts,family_122a23b255eda9db,RGB
11146,Shirts,family_122a23b255eda9db,RGB
11157,Ties,family_c50d6df0a06e804e,RGB
11171,Sweaters,family_9f4f7ed2dd26a7ae,RGB
11176,Sweaters,family_9f4f7ed2dd26a7ae,RGB
11192,Watches,family_9d1a75383619adc2,RGB
11198,Watches,family_19803b033158701c,RGB
11204,Watches,family_e49360bae5ae56ee,RGB
11209,Watches,family_422458017ac1430d,RGB
11222,Watches,family_c7f278a04237d3ba,RGB
11237,Jeans,family_33146a8d9da7e039,RGB
11241,Jeans,family_2aa5af88df394cba,RGB
11248,Trousers,family_4e89ba55bab8855b,RGB
11254,Tshirts,family_9a500366abbe7591,RGB
11256,Tshirts,family_2986235bf005d62e,RGB
11262,Trousers,family_60d2bacd27a01d3b,RGB
11268,Trousers,family_d1db330b8a74df12,RGB
11277,Track Pants,family_768cc61d9554895f,RGB
11278,Tshirts,family_c8e9603bbae70584,RGB
11286,Jeans,family_9b9b4c0d99b437fc,RGB
11323,Jeans,family_3a0e2841069cdfa4,RGB
11327,Jeans,family_3a0e2841069cdfa4,RGB
11328,Jeans,family_3a0e2841069cdfa4,RGB
11330,Jeans,family_3a0e2841069cdfa4,RGB
11331,Jeans,family_3a0e2841069cdfa4,RGB
11332,Jeans,family_3a0e2841069cdfa4,RGB
11335,Jeans,family_3a0e2841069cdfa4,RGB
11336,Jeans,family_3a0e2841069cdfa4,RGB
11360,Tops,family_869998470d4b87fd,RGB
11376,Tops,family_1fd7fc77e0a4c780,RGB
11397,Sweaters,family_696d9363dc5a9999,RGB
11433,Sweaters,family_0eb8ffe9a0deae65,RGB
11434,Tops,family_1fd7fc77e0a4c780,RGB
11435,Tops,family_869998470d4b87fd,RGB
11449,Tops,family_21ab6510009b169c,RGB
11478,Tshirts,family_54a97c7ad53ed29c,RGB
11483,Watches,family_4bd6c9eefe04d4e3,RGB
11485,Watches,family_1315c02ef378242a,RGB
11490,Watches,family_2f34c250aa81cc19,RGB
11493,Heels,family_3b032039238673d0,RGB
11500,Heels,family_14657c5ed6e5c084,RGB
11508,Heels,family_14657c5ed6e5c084,RGB
11509,Flats,family_ab213cae5e258c0d,RGB
11514,Heels,family_14657c5ed6e5c084,RGB
11515,Heels,family_14657c5ed6e5c084,RGB
11516,Heels,family_14657c5ed6e5c084,RGB
11525,Tops,family_a5acb592104daa7f,RGB
11530,Sweatshirts,family_10f5bbae56c34dd4,RGB
11542,Kurtas,family_24e0a77aa015e8db,RGB
11584,Kurtis,family_a9890cc22bee5275,RGB
11586,Kurtas,family_24e0a77aa015e8db,RGB
11588,Kurtis,family_7804641b0093a8d0,RGB
11608,Kurtas,family_785edf355aec5e0a,RGB
11609,Kurtas,family_6a42036d7846de91,RGB
11610,Kurtas,family_c3aee2052f262f60,RGB
11614,Kurtas,family_785edf355aec5e0a,RGB
11615,Kurtas,family_8934df67d882eb57,RGB
11616,Kurtas,family_8934df67d882eb57,RGB
11621,Kurtas,family_785edf355aec5e0a,RGB
11634,Watches,family_aaf8948bd742caaa,RGB
11647,Watches,family_0eba3ddff8b8400d,RGB
11648,Watches,family_2022966b9224c9f9,RGB
11658,Tshirts,family_83a0030bcebc87b6,RGB
11668,Tshirts,family_7482283ef4f40ab7,RGB
11684,Shirts,family_bdbd33440a1468b1,RGB
11686,Shirts,family_06c5c96215f97d1d,RGB
11692,Shirts,family_ac98dd8332b72e87,RGB
11701,Shirts,family_5463a022c7ee7783,RGB
11726,Tshirts,family_66ae0ea8ce03feab,RGB
11741,Tshirts,family_d9eaebd61d95ed16,RGB
11744,Tshirts,family_d3da1ae195c7dd1c,RGB
11759,Tops,family_6bc4241c53de1880,RGB
11761,Tops,family_665b60a4fcf8949c,RGB
11765,Tshirts,family_66ae0ea8ce03feab,RGB
11766,Tshirts,family_66ae0ea8ce03feab,RGB
11768,Tshirts,family_66ae0ea8ce03feab,RGB
11775,Tshirts,family_66ae0ea8ce03feab,RGB
11777,Tshirts,family_662ab03ff436cfd2,RGB
11800,Kurtas,family_ae2f4d68fe9dae01,RGB
11807,Kurtas,family_2a80f1982be5b8cd,RGB
11809,Kurtas,family_2a80f1982be5b8cd,RGB
11815,Casual Shoes,family_a91d2ea4ef602bd8,RGB
11818,Casual Shoes,family_a91d2ea4ef602bd8,RGB
11819,Casual Shoes,family_a4f9e0dbdb23abf2,RGB
11821,Casual Shoes,family_a91d2ea4ef602bd8,RGB
11822,Casual Shoes,family_a4f9e0dbdb23abf2,RGB
11824,Casual Shoes,family_a4f9e0dbdb23abf2,RGB
11827,Casual Shoes,family_a4f9e0dbdb23abf2,RGB
11830,Casual Shoes,family_a4f9e0dbdb23abf2,RGB
11831,Casual Shoes,family_0fbf3fe392c4c82b,RGB
11835,Casual Shoes,family_a4f9e0dbdb23abf2,RGB
11836,Casual Shoes,family_a4f9e0dbdb23abf2,RGB
11838,Casual Shoes,family_a4f9e0dbdb23abf2,RGB
11840,Casual Shoes,family_4faa2a44ab5d6794,RGB
11841,Casual Shoes,family_0fbf3fe392c4c82b,RGB
11842,Casual Shoes,family_4faa2a44ab5d6794,RGB
11843,Casual Shoes,family_a4f9e0dbdb23abf2,RGB
11851,Flip Flops,family_0910fe6004a94313,RGB
11868,Sandals,family_d28281a2d0fe323a,RGB
11874,Formal Shoes,family_d28281a2d0fe323a,RGB
11876,Sandals,family_d28281a2d0fe323a,RGB
11893,Sandals,family_d28281a2d0fe323a,RGB
11894,Sandals,family_f24b5871aae4f3ad,RGB
11905,Sandals,family_d28281a2d0fe323a,RGB
11907,Sandals,family_d28281a2d0fe323a,RGB
11911,Sandals,family_d28281a2d0fe323a,RGB
11913,Sandals,family_d28281a2d0fe323a,RGB
11914,Sandals,family_d28281a2d0fe323a,RGB
11916,Sandals,family_d28281a2d0fe323a,RGB
11918,Sandals,family_d28281a2d0fe323a,RGB
11927,Sports Shoes,family_b33860df3be254ba,RGB
11928,Sports Shoes,family_b33860df3be254ba,RGB
11950,Casual Shoes,family_6cbb25c8778f8280,RGB
11965,Sandals,family_dfe5e1e7a6503634,RGB
12064,Kurtas,family_dad11be29e748ea3,RGB
12076,Kurtas,family_24e0a77aa015e8db,RGB
12098,Kurtas,family_24e0a77aa015e8db,RGB
12115,Kurtas,family_24e0a77aa015e8db,RGB
12119,Kurtas,family_c13e6007fa252ce2,RGB
12131,Kurtas,family_c13e6007fa252ce2,RGB
12139,Kurtas,family_c13e6007fa252ce2,RGB
12142,Kurtas,family_c13e6007fa252ce2,RGB
12143,Kurtas,family_46c2dce7b201b927,RGB
12161,Leggings,family_afae321436ffe00d,RGB
12170,Shirts,family_d660d949c003bf74,RGB
12172,Shirts,family_a26ede9fbebbdd55,RGB
12180,Shirts,family_a26ede9fbebbdd55,RGB
12183,Shirts,family_a26ede9fbebbdd55,RGB
12187,Shirts,family_a26ede9fbebbdd55,RGB
12196,Tshirts,family_d755c8bc8a335a69,RGB
12210,Tshirts,family_1ece65b2e9ae94a0,RGB
12212,Trousers,family_a0cce4f41b496e06,RGB
12215,Trousers,family_af1e47985056a8a1,RGB
12236,Shirts,family_0cc60dc1c6d7ccc0,RGB
12247,Shirts,family_0cc60dc1c6d7ccc0,RGB
12251,Shirts,family_0cc60dc1c6d7ccc0,RGB
12279,Shirts,family_017e279326574eb9,RGB
12284,Shirts,family_23cae6011e178796,RGB
12304,Shirts,family_49681be5af5ebefd,RGB
12305,Shirts,family_21b098ac7568711e,RGB
12309,Shirts,family_12bfb7fc5ec29da4,RGB
12313,Shirts,family_12bfb7fc5ec29da4,RGB
12318,Shirts,family_49681be5af5ebefd,RGB
12322,Shirts,family_354a1577b7cd8bc5,RGB
12324,Shirts,family_95d245f3eb25eb69,RGB
12329,Shirts,family_21b098ac7568711e,RGB
12350,Shirts,family_db068c71019cf3af,RGB
12354,Shirts,family_82e6cca4de612976,RGB
12367,Shirts,family_f15ada2be545a3a2,RGB
12369,Shirts,family_01ffeea6a14cb81b,RGB
12378,Shirts,family_01ffeea6a14cb81b,RGB
12385,Shirts,family_8913c98771e4e01b,RGB
12398,Socks,family_ebee5ba1c617c0b0,RGB
12404,Socks,family_ebee5ba1c617c0b0,RGB
12405,Socks,family_db7fee9bb2dfeb88,RGB
12406,Socks,family_3f0bc1ec298472c4,RGB
12409,Socks,family_3f0bc1ec298472c4,RGB
12410,Socks,family_3f0bc1ec298472c4,RGB
12439,Hat,family_1c50287b342629cb,RGB
12442,Wallets,family_d80311576a53a78f,RGB
12444,Wallets,family_d80311576a53a78f,RGB
12454,Belts,family_2d529971f97f4516,RGB
12460,Shirts,family_12bfb7fc5ec29da4,RGB
12464,Stoles,family_ea2aac749f884f0f,RGB
12465,Stoles,family_43a599e19e8e2c7b,RGB
12471,Shirts,family_d660d949c003bf74,RGB
12488,Sandals,family_2a50ea31d617092e,RGB
12501,Tshirts,family_bdd9d74e8696901b,RGB
12535,Tshirts,family_19c52b3336e86e56,RGB
12543,Tshirts,family_83405d2547c393a3,RGB
12579,Tshirts,family_bc49610ac7b4e130,RGB
12601,Tshirts,family_6664b2d661755ae7,RGB
12603,Tshirts,family_6664b2d661755ae7,RGB
12605,Tops,family_cd0ba0433f03beb9,RGB
12607,Tops,family_4f33341ad8c920b9,RGB
12620,Tshirts,family_d180a1fdbde551da,RGB
12625,Tshirts,family_a7f05049d11062e1,RGB
12626,Tshirts,family_d2eab4577a3a085e,RGB
12629,Tshirts,family_d180a1fdbde551da,RGB
12631,Tshirts,family_d180a1fdbde551da,RGB
12635,Tshirts,family_ebf704b30372244d,RGB
12640,Tshirts,family_3dff5ac730d45103,RGB
12642,Tshirts,family_a99866c73064aaab,RGB
12660,Shirts,family_e6ae3ef88772362b,RGB
12665,Shirts,family_d097052cea997231,RGB
12667,Shirts,family_d097052cea997231,RGB
12675,Trousers,family_b117abee66f33874,RGB
12679,Trousers,family_2ed960f9ed176385,RGB
12699,Sports Shoes,family_67bc565bddc734b7,RGB
12703,Sports Shoes,family_09cea12992eb9e80,RGB
12706,Sports Shoes,family_c957dd3c04aafa70,RGB
12708,Sports Shoes,family_15a1309ecae70129,RGB
12709,Sports Shoes,family_3ed200453b642060,RGB
12723,Sports Shoes,family_8f2663f80092ecd8,RGB
12724,Casual Shoes,family_73b59ab723eaf0ea,RGB
12729,Tshirts,family_ccd8d1f9b9e281fb,RGB
12736,Socks,family_f75e0ef3889a2489,RGB
12739,Socks,family_eb55605ade0e8136,RGB
12748,Trousers,family_29e9d2413b4c4d73,RGB
12750,Backpacks,family_11cc711faba3a59c,RGB
12751,Jeans,family_d6bc26c97bd1a5b4,RGB
12752,Jeans,family_d6bc26c97bd1a5b4,RGB
12759,Jeans,family_72535a80d018ff4a,RGB
12762,Jeans,family_72535a80d018ff4a,RGB
12775,Kurtas,family_c4eceac7365bd580,RGB
12776,Kurtas,family_69389e3240c9e564,RGB
12780,Kurta Sets,family_d60827377b529031,RGB
12793,Tshirts,family_f768df8871597bed,RGB
12794,Tshirts,family_5df138ee3cf04d8f,RGB
12800,Tshirts,family_fce97f415a57a793,RGB
12803,Tshirts,family_eebbdc92721cc78c,RGB
12808,Jackets,family_626b04e1b9a06e8e,RGB
12821,Casual Shoes,family_d6e3ab95be72b659,RGB
12824,Casual Shoes,family_e8f98f01b2a93ff1,RGB
12839,Skirts,family_7e7d9136e2ed8777,RGB
12845,Tshirts,family_a402603dcea9982b,RGB
12849,Dresses,family_5c035fd112e0e070,RGB
12852,Shirts,family_3082f0ff052f96d9,RGB
12853,Formal Shoes,family_a1fac2e7ce6eef5f,RGB
12854,Formal Shoes,family_a1fac2e7ce6eef5f,RGB
12855,Formal Shoes,family_a1fac2e7ce6eef5f,RGB
12856,Casual Shoes,family_a1fac2e7ce6eef5f,RGB
12858,Sandals,family_160b729427eda732,RGB
12859,Formal Shoes,family_a1fac2e7ce6eef5f,RGB
12860,Formal Shoes,family_a1fac2e7ce6eef5f,RGB
12861,Formal Shoes,family_a1fac2e7ce6eef5f,RGB
12862,Formal Shoes,family_a1fac2e7ce6eef5f,RGB
12865,Sandals,family_160b729427eda732,RGB
12868,Formal Shoes,family_a1fac2e7ce6eef5f,RGB
12869,Sandals,family_160b729427eda732,RGB
12871,Formal Shoes,family_a1fac2e7ce6eef5f,RGB
12872,Formal Shoes,family_a1fac2e7ce6eef5f,RGB
12891,Casual Shoes,family_91a9fbeb1781ee35,RGB
12914,Shirts,family_a5e3e3898bf3bb3f,RGB
12915,Tshirts,family_9c273b9b6d8bff1e,RGB
12916,Tshirts,family_0d66b810ef2ec67e,RGB
12929,Tshirts,family_3e4e04f9cd27205e,RGB
12936,Shirts,family_a26ede9fbebbdd55,RGB
12941,Shirts,family_a1299af04d2fac29,RGB
12942,Shirts,family_a1299af04d2fac29,RGB
12943,Shirts,family_a1299af04d2fac29,RGB
12948,Shirts,family_a26ede9fbebbdd55,RGB
12950,Shirts,family_a26ede9fbebbdd55,RGB
12953,Trousers,family_a0cce4f41b496e06,RGB
12961,Sandals,family_692c63b9d0341c0b,RGB
12970,Sports Shoes,family_a7d6b8242e08241e,RGB
12974,Sports Shoes,family_2dc3f48b3ee8d4b5,RGB
12976,Sports Shoes,family_fa16615f996c873f,RGB
12982,Flip Flops,family_aee59ca4692c6fad,RGB
12994,Sports Shoes,family_4574409444e55985,L
13000,Heels,family_df4446624b83bf80,RGB
13014,Heels,family_df4446624b83bf80,RGB
13028,Heels,family_df4446624b83bf80,RGB
13033,Heels,family_df4446624b83bf80,RGB
13035,Heels,family_df4446624b83bf80,RGB
13049,Sweaters,family_6ccb9c0a293b1026,RGB
13056,Watches,family_8ce3bec02d525a25,RGB
13062,Watches,family_4ebe4e856947f64e,RGB
13074,Casual Shoes,family_c15f3a84b85be862,RGB
13088,Tshirts,family_d1de4364fe0c50c5,RGB
13099,Sweaters,family_13524f6b095fa661,RGB
13110,Shorts,family_9a4cf1e345c5ee98,RGB
13111,Shorts,family_dd906b72bb41b297,RGB
13113,Shorts,family_cc9bd6c6390d37b7,RGB
13114,Casual Shoes,family_7b805c64f6e0e965,RGB
13115,Casual Shoes,family_93c685af6802e94c,RGB
13123,Formal Shoes,family_60d50ef2b2bcac8a,RGB
13125,Formal Shoes,family_60d50ef2b2bcac8a,RGB
13126,Formal Shoes,family_60d50ef2b2bcac8a,RGB
13144,Heels,family_df4446624b83bf80,RGB
13152,Tshirts,family_c67a88ed4ae52808,RGB
13162,Caps,family_b02cf07aeaef8c32,L
13171,Sports Shoes,family_27c52a39bf52e7e6,RGB
13174,Flats,family_d168cb88c31ac8bc,RGB
13183,Sports Shoes,family_5f8114e6e490ff31,RGB
13189,Sports Shoes,family_d56079274eaa3b5b,RGB
13195,Casual Shoes,family_ec81ad8bba8b175e,RGB
13201,Sports Shoes,family_910769754620d570,RGB
13211,Sports Shoes,family_9f9df1248228b6fb,RGB
13222,Shorts,family_963ffbff0f09ce03,RGB
13223,Shorts,family_963ffbff0f09ce03,RGB
13230,Shorts,family_963ffbff0f09ce03,RGB
13231,Shorts,family_963ffbff0f09ce03,RGB
13232,Tshirts,family_800c3c71cd272d6f,RGB
13233,Tshirts,family_800c3c71cd272d6f,RGB
13236,Shorts,family_963ffbff0f09ce03,RGB
13237,Shorts,family_963ffbff0f09ce03,RGB
13298,Shorts,family_3cd7ee13a93f35ca,RGB
13299,Shorts,family_3cd7ee13a93f35ca,L
13304,Skirts,family_c6addcd9de656d8a,RGB
13305,Skirts,family_c6addcd9de656d8a,RGB
13318,Shirts,family_a8003c822c4305dd,RGB
13319,Shirts,family_a8003c822c4305dd,RGB
13339,Skirts,family_095abced2b0e58ae,RGB
13340,Skirts,family_095abced2b0e58ae,RGB
13346,Jeans,family_72535a80d018ff4a,RGB
13347,Jeans,family_72535a80d018ff4a,RGB
13348,Jeans,family_72535a80d018ff4a,RGB
13349,Jeans,family_72535a80d018ff4a,RGB
13353,Casual Shoes,family_2e8640e8bf8a5546,RGB
13354,Casual Shoes,family_0e6a07c0e0cca885,RGB
13357,Casual Shoes,family_fea03f0b0237ebd3,RGB
13362,Casual Shoes,family_f7feaa9cee658b1a,RGB
13364,Casual Shoes,family_45901370f55c38f7,RGB
13371,Casual Shoes,family_d041bfd008ebdd0a,RGB
13376,Casual Shoes,family_f7feaa9cee658b1a,RGB
13380,Shoe Accessories,family_5e25119e91122f54,RGB
13381,Casual Shoes,family_a0c1f96870ed2f8a,RGB
13386,Casual Shoes,family_7ee04d3b4ea9e1d3,RGB
13421,Tshirts,family_d76005c8e1bdd9b1,RGB
13422,Tshirts,family_178270c8986afcf1,RGB
13423,Tshirts,family_5db3f5a175071f9b,RGB
13426,Tshirts,family_1ca5fd212dc3ae17,RGB
13429,Tshirts,family_8ffbbe2d0c2fb7a8,RGB
13436,Tshirts,family_12fc0f4de67ee3aa,RGB
13438,Tshirts,family_ceadcae49cee8904,RGB
13440,Tshirts,family_29a177edc4fc9244,RGB
13446,Tops,family_f82f6bedfc297e0d,RGB
13448,Shirts,family_bd453fe570467dac,RGB
13453,Tunics,family_c256a59672c70db5,RGB
13462,Tshirts,family_12fc0f4de67ee3aa,RGB
13469,Tshirts,family_08d24d2a64e30d32,RGB
13473,Flats,family_821031ef54fd58da,RGB
13511,Tshirts,family_4b6238d9554460f6,RGB
13527,Shirts,family_f71d99526d2ec22a,RGB
13534,Sports Shoes,family_d188f8473c5322fd,RGB
13535,Sports Shoes,family_319af1cdcf66a4bb,RGB
13541,Flats,family_22a48e36a823ac17,RGB
13544,Flats,family_5b5307b0726a8442,RGB
13548,Heels,family_59f96aae18a22c66,RGB
13556,Heels,family_514d3f0b0b27c4eb,RGB
13560,Flats,family_c946e50291fd3c9c,RGB
13562,Heels,family_fa2af8812e4ec6cb,RGB
13563,Casual Shoes,family_a583c3a4287758cc,RGB
13576,Innerwear Vests,family_0cbfd7dcfba7c08b,RGB
13578,Innerwear Vests,family_ceb98fa278816c53,RGB
13580,Innerwear Vests,family_ceb98fa278816c53,RGB
13582,Innerwear Vests,family_ceb98fa278816c53,RGB
13618,Innerwear Vests,family_cafccc6be8406cef,RGB
13627,Lounge Shorts,family_8e8e7d4445f19033,RGB
13630,Lounge Shorts,family_d25b2f84aed7d149,RGB
13632,Lounge Shorts,family_47137450b104df45,RGB
13634,Lounge Pants,family_914a2d234a223b05,RGB
13635,Innerwear Vests,family_1852a4de71767011,RGB
13643,Flats,family_c946e50291fd3c9c,RGB
13649,Casual Shoes,family_84431d566e76f0fd,RGB
13650,Sports Shoes,family_64e14b5cedfc17eb,RGB
13652,Sports Shoes,family_64e14b5cedfc17eb,RGB
13653,Casual Shoes,family_2438cbc1eade910b,RGB
13671,Jeans,family_e9af2bf09d12cbd4,RGB
13672,Jeans,family_e9af2bf09d12cbd4,RGB
13681,Sports Shoes,family_24398d5d87311439,RGB
13686,Flip Flops,family_0738cfd9d4370316,RGB
13687,Flip Flops,family_0738cfd9d4370316,RGB
13698,Backpacks,family_7adf4b9bbdd69d3c,RGB
13718,Mufflers,family_5f0b668fdc52f435,RGB
13724,Caps,family_d07c4ea890afb2ae,RGB
13725,Caps,family_3fd7c0318026017a,RGB
13738,Shirts,family_ee12e0e6616ea7e3,RGB
13741,Shirts,family_ee12e0e6616ea7e3,RGB
13745,Shirts,family_b534010e13bea3a1,RGB
13756,Shirts,family_2201251600115509,RGB
13758,Shirts,family_ee12e0e6616ea7e3,RGB
13760,Shirts,family_2201251600115509,RGB
13761,Shirts,family_17bea95c4d994bef,RGB
13767,Shirts,family_ee12e0e6616ea7e3,RGB
13814,Tshirts,family_2c6c221e5b938231,RGB
13815,Tshirts,family_2c6c221e5b938231,RGB
13816,Tshirts,family_2c6c221e5b938231,RGB
13827,Sweaters,family_5da85a5135da3d32,RGB
13829,Sweaters,family_4176afee8e359574,RGB
13831,Sweaters,family_7b0559573c0ec70c,RGB
13835,Jackets,family_06a95e796614c555,RGB
13837,Watches,family_030842686c3e4530,RGB
13845,Shirts,family_55d2c67cf2c1a51f,RGB
13849,Shirts,family_0906c7b7bb3225ef,RGB
13850,Shirts,family_0906c7b7bb3225ef,RGB
13892,Tshirts,family_3e122f344b00a6c7,RGB
13894,Shirts,family_69180e95ab814280,RGB
13901,Casual Shoes,family_e432992f0ff2db07,RGB
13906,Sports Shoes,family_86f9e8c5d25f2a9a,RGB
13917,Casual Shoes,family_44592ec765c93ab0,RGB
13939,Tshirts,family_d68bf29fb4c1a946,RGB
13942,Shirts,family_d57b6e32994fd3bf,RGB
13949,Handbags,family_4e225b16d8352096,RGB
13957,Tops,family_82b75950dedcca4f,RGB
13963,Shirts,family_55d2c67cf2c1a51f,RGB
13965,Tshirts,family_394ee7159d13c90a,RGB
13966,Tshirts,family_32c9c557b0517209,RGB
13968,Casual Shoes,family_3c065a26805e7127,RGB
13972,Casual Shoes,family_f4067a1ea3ebdcfe,RGB
13974,Sandals,family_802f83b07350b6d7,RGB
13980,Sandals,family_8a5edcf749e61d96,RGB
13989,Casual Shoes,family_4fb94f5f59bfbc42,RGB
13994,Jackets,family_06a95e796614c555,RGB
13997,Sweatshirts,family_563ab7b236560778,RGB
13999,Sweatshirts,family_06a95e796614c555,RGB
14006,Tshirts,family_5eab7d832cdbdedf,RGB
14020,Tshirts,family_74054ed7c7526fa5,RGB
14027,Tshirts,family_4b0f3fa2346badcd,RGB
14058,Tshirts,family_476568eb150d96a3,RGB
14059,Tshirts,family_82371fcb54a9d364,RGB
14061,Tshirts,family_e3379153c76ed959,RGB
14070,Tshirts,family_476568eb150d96a3,RGB
14071,Tshirts,family_b17da71d428ae46f,RGB
14083,Sweaters,family_95fcfef789f6b982,RGB
14090,Tshirts,family_b478183547352ada,RGB
14092,Sweaters,family_b4613bfbd2f2240d,RGB
14094,Tshirts,family_9abb7c4c2e0efd79,RGB
14100,Tshirts,family_e3379153c76ed959,RGB
14103,Tshirts,family_92f4d5bb712acce4,RGB
14133,Tshirts,family_4129517e3c543166,RGB
14136,Tops,family_cd0ba0433f03beb9,RGB
14158,Cufflinks,family_388587a4a0ead807,RGB
14161,Cufflinks,family_5a702680e39415f7,RGB
14200,Tops,family_53170f63efe88e6d,RGB
14283,Casual Shoes,family_139c7de18412dd7f,RGB
14288,Tshirts,family_7f085999695637d8,RGB
14306,Sweatshirts,family_ae3871bd067579d6,RGB
14313,Tshirts,family_88a694734e157d0b,RGB
14318,Sweaters,family_b493ecb53919fd5a,RGB
14329,Sports Shoes,family_e29518af92ac22d8,RGB
14331,Sports Shoes,family_6ff1082f01b2ffb7,RGB
14339,Flip Flops,family_e228f34698803f56,RGB
14341,Flip Flops,family_6eaeeb687fc88a22,RGB
14343,Sports Shoes,family_b1abace73aa7d4bd,RGB
14352,Flats,family_c494c3208cb5d8bc,RGB
14353,Heels,family_ed4fb829efa4bc96,RGB
14354,Heels,family_ed55fcd0f4d34bfe,RGB
14357,Heels,family_ed55fcd0f4d34bfe,RGB
14359,Heels,family_94f38f016278646b,RGB
14360,Heels,family_ed55fcd0f4d34bfe,RGB
14366,Heels,family_2201e8fcb9d11ae9,RGB
14367,Heels,family_ed55fcd0f4d34bfe,RGB
14372,Heels,family_ff0fd98445413d23,RGB
14373,Heels,family_ed55fcd0f4d34bfe,RGB
14379,Heels,family_2201e8fcb9d11ae9,RGB
14386,Heels,family_ed55fcd0f4d34bfe,RGB
14395,Heels,family_6411f9d43f949f56,RGB
14398,Casual Shoes,family_cb308ace4da6b941,RGB
14408,Heels,family_70b0c4ea6999cc00,RGB
14411,Heels,family_ba7552f4c7a81df9,RGB
14419,Heels,family_b0f1f468c71cdfb5,RGB
14420,Heels,family_70b0c4ea6999cc00,RGB
14430,Casual Shoes,family_9d543cc3bdb4d0ca,RGB
14462,Heels,family_abdbec893ecc2f2b,RGB
14468,Heels,family_a6f99abe2d52a509,RGB
14490,Casual Shoes,family_4fffb8576c29780b,RGB
14492,Casual Shoes,family_4fffb8576c29780b,RGB
14496,Casual Shoes,family_4fffb8576c29780b,RGB
14501,Casual Shoes,family_4fffb8576c29780b,RGB
14514,Shirts,family_4d9384fcf2372d40,RGB
14515,Shirts,family_3753ed3651c1bc8b,RGB
14516,Shirts,family_cdb456f85637c437,RGB
14519,Shirts,family_24610dffaffcc807,RGB
14521,Shirts,family_4ac2b92481a3f06f,RGB
14528,Shirts,family_2cc82d00935ca19d,RGB
14544,Kurtis,family_0f5135115926fb85,RGB
14545,Kurtas,family_fbb048687bf3c81d,RGB
14548,Kurtis,family_520c39da8f0618e9,RGB
14554,Casual Shoes,family_94abeae4cee5d344,RGB
14570,Casual Shoes,family_9d2b685f54797ea2,RGB
14571,Casual Shoes,family_6d199e0e98321ffa,RGB
14588,Belts,family_9470307c220df157,RGB
14593,Belts,family_daeab648bc95bbed,RGB
14609,Socks,family_cbf5b952d3547231,RGB
14617,Socks,family_64fd0d4db8bb0aee,RGB
14625,Jeans,family_3a0e2841069cdfa4,RGB
14629,Scarves,family_eb282120e33fdf33,RGB
14645,Shirts,family_619bec8e4d338bcb,RGB
14656,Tshirts,family_93b959a4a44ea9dd,RGB
14660,Shirts,family_a26ede9fbebbdd55,RGB
14665,Shirts,family_a26ede9fbebbdd55,RGB
14667,Shirts,family_a26ede9fbebbdd55,RGB
14668,Shirts,family_a26ede9fbebbdd55,RGB
14669,Shirts,family_a1299af04d2fac29,RGB
14675,Shirts,family_e2b39487a142f01d,RGB
14676,Shirts,family_79b9ca1465a312fc,RGB
14681,Tshirts,family_94591db26546032a,RGB
14684,Tshirts,family_bd2c9d62ce3903b5,RGB
14702,Jackets,family_f0801a7aa4b5b765,RGB
14706,Shirts,family_12bfb7fc5ec29da4,RGB
14713,Trousers,family_8db3705cdcc0e45a,RGB
14717,Tops,family_9c3894f6764bc3cf,RGB
14732,Shirts,family_1dc3ea848ab5f94e,RGB
14740,Shirts,family_1dc3ea848ab5f94e,RGB
14747,Shirts,family_bd297e6db37203c7,RGB
14751,Shirts,family_bd297e6db37203c7,RGB
14752,Shirts,family_88e281c34b27bf2f,RGB
14757,Shirts,family_1dc3ea848ab5f94e,RGB
14758,Shirts,family_bd297e6db37203c7,RGB
14759,Shirts,family_ba8a01fe984ddab6,RGB
14766,Shirts,family_1dc3ea848ab5f94e,RGB
14769,Shirts,family_1dc3ea848ab5f94e,RGB
14775,Shirts,family_bd297e6db37203c7,RGB
14776,Shirts,family_1dc3ea848ab5f94e,RGB
14777,Shirts,family_385d4ec93f98d789,RGB
14778,Shirts,family_1dc3ea848ab5f94e,RGB
14790,Handbags,family_4e225b16d8352096,RGB
14799,Handbags,family_4e225b16d8352096,RGB
14822,Belts,family_daeab648bc95bbed,RGB
14823,Belts,family_8eac77a9b8cbf0f9,RGB
