product_id,source_occasion,teacher_article_type_candidate,source_url,usable,reused,local_path,sha256,width,height,dhash_hex,ahash_hex,http_status,final_url,content_type,error,attempts_json
BRAEBG4DCHJMRYZZ,Party,Bra,http://img6a.flixcart.com/image/bra/u/g/z/gp1378agr-glus-34b-original-imaebhdmr2nmfdch.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/7fb23827fe81ee901028.image,e18d88af69718a084d61cb77716222609931e141f26bf7a8a283ec3efc727f74,1500,1000,2b2b232b33333333,ffffffffdb818183,200,http://img6a.flixcart.com/image/bra/u/g/z/gp1378agr-glus-34b-original-imaebhdmr2nmfdch.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/bra/u/g/z/gp1378agr-glus-34b-original-imaebhdmr2nmfdch.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/bra/u/g/z/gp1378agr-glus-34b-original-imaebhdmr2nmfdch.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 50397, ""error"": """"}]"
CAPE8HYQSXRDAGGC,Party,Caps,http://img5a.flixcart.com/image/cap/g/g/c/1-1-trukfit-trukfit-free-original-imae8jtzuvncvffj.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/5a433ca5a3fee73119b0.image,2f7c6bef01515a107404de2f4f6b5e9fc05c05e972067348ce9f0d5ef729a065,729,532,c08f81899999431e,ffe3e0f8c8c8e1df,200,http://img5a.flixcart.com/image/cap/g/g/c/1-1-trukfit-trukfit-free-original-imae8jtzuvncvffj.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/cap/g/g/c/1-1-trukfit-trukfit-free-original-imae8jtzuvncvffj.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/cap/g/g/c/1-1-trukfit-trukfit-free-original-imae8jtzuvncvffj.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 58953, ""error"": """"}]"
SHOEFRUPFECAZYBS,Party,Casual Shoes,http://img5a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-7-original-imaefn9ksg4zragz.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/f29b40ff0efb8ac4449a.image,c94f06b4ec1ef709d3a00da84e9525d776f68b3e95a51c873e45f4bb585c332a,3922,2536,6834363132130d07,bf9f9f8fcfc1e1e1,200,http://img5a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-7-original-imaefn9ksg4zragz.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-7-original-imaefn9ksg4zragz.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-7-original-imaefn9ksg4zragz.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 457168, ""error"": """"}]"
DREEGHCDB3HJ3KD8,Party,Dresses,http://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg,False,False,,,,,,,403,https://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg,text/html,403 Client Error: Forbidden for url: https://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg,"[{""request_url"": ""http://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 404, ""final_url"": ""http://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg"", ""content_type"": ""text/html; charset=ISO-8859-1"", ""bytes_read"": 0, ""error"": ""404 Client Error: Not Found for url: http://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg""}, {""request_url"": ""https://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg"", ""scheme_only_upgrade"": true, ""http_status"": 403, ""final_url"": ""https://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg"", ""content_type"": ""text/html"", ""bytes_read"": 0, ""error"": ""403 Client Error: Forbidden for url: https://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg""}]"
SNDEDSCEVHNXMTKU,Party,Flats,http://img5a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaeckfqhtz2k2hx.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/339e3c58ffba07e54bd3.image,c58b08c24df204329d2a356c9db45a5d49c8abde0695068bdc9619bdaf214297,1406,652,47ce9e5a2f961947,f707070fc3c0e0e1,200,http://img5a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaeckfqhtz2k2hx.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaeckfqhtz2k2hx.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaeckfqhtz2k2hx.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 83433, ""error"": """"}]"
SHOEJDYYRGWZZBM6,Party,Formal Shoes,http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-1000x1000-imaej94n4pnfr7gp.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/5a1d50f76ba7b1b90570.image,8b30066406c1bea6ec500558ef086043773c72b479e896ca05f0ef241aeba69f,1000,611,7a6d6ee7d3341987,bf8f07030180c1e3,200,http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-1000x1000-imaej94n4pnfr7gp.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-1000x1000-imaej94n4pnfr7gp.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-1000x1000-imaej94n4pnfr7gp.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 175935, ""error"": """"}]"
SNDEHZKGKGHDFG57,Party,Heels,http://img6a.flixcart.com/image/sandal/7/r/r/gold-ff-d-1004-funku-fashion-41-original-imaehzk2pc5mhwdy.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/64fdc5a11dea40b7ac96.image,3ea7e285b916eb50dd598bfc2214676df0f56d494d8846a185d0cbe724e34c91,1437,1598,38ca693673535903,1fef0f0f1108e4f9,200,http://img6a.flixcart.com/image/sandal/7/r/r/gold-ff-d-1004-funku-fashion-41-original-imaehzk2pc5mhwdy.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/sandal/7/r/r/gold-ff-d-1004-funku-fashion-41-original-imaehzk2pc5mhwdy.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/sandal/7/r/r/gold-ff-d-1004-funku-fashion-41-original-imaehzk2pc5mhwdy.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 243919, ""error"": """"}]"
BRAEBXRB8GFZ6HM6,Sports,Bra,http://img6a.flixcart.com/image/bra/h/m/6/a4-la-verite-free-1000x1000-imaebxgphhxzyxwb.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/b512e40008c672360508.image,8954bdda8726c39e23dd97edba32b6f89a2683fb2c7980dbd6925cf04f1fa014,949,1000,1513192949c98b43,80c0cd9fbf2d6df9,200,http://img6a.flixcart.com/image/bra/h/m/6/a4-la-verite-free-1000x1000-imaebxgphhxzyxwb.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/bra/h/m/6/a4-la-verite-free-1000x1000-imaebxgphhxzyxwb.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/bra/h/m/6/a4-la-verite-free-1000x1000-imaebxgphhxzyxwb.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 157240, ""error"": """"}]"
CPIEBCHSQ7YGDRWD,Sports,Capris,http://img5a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-xl-original-imaebbsg72wjaw8e.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/1ef24163da6b95f07329.image,f4e308cf0c09f8ea493a0d96b61b76d53b43ba2decfa684a7cbc134d8ec9687b,1107,1900,8b8b0b4b4b0b0b0b,e1e0e1e1e1ffffff,200,http://img5a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-xl-original-imaebbsg72wjaw8e.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-xl-original-imaebbsg72wjaw8e.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-xl-original-imaebbsg72wjaw8e.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 145487, ""error"": """"}]"
JCKECEBHEUHRNAEU,Sports,Jackets,http://img6a.flixcart.com/image/jacket/a/p/h/3dmja0754226-3-degre-xxl-original-imaece2udsdhfg7k.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/50287a72731720319d22.image,79df849b0a080631c82475376ae191f3d2dbd854ece8de5310dea0031cf83d95,1080,1440,4dcc93334517968e,e7e7cb818181c3e7,200,http://img6a.flixcart.com/image/jacket/a/p/h/3dmja0754226-3-degre-xxl-original-imaece2udsdhfg7k.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/jacket/a/p/h/3dmja0754226-3-degre-xxl-original-imaece2udsdhfg7k.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/jacket/a/p/h/3dmja0754226-3-degre-xxl-original-imaece2udsdhfg7k.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 95663, ""error"": """"}]"
SOCE7732ARDEF7UF,Sports,Socks,http://img5a.flixcart.com/image/sock/7/u/f/wa-03-2100-02-nba-free-original-imae77y9ewvhz7kg.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/6cbcd989806d3d9d3b03.image,9908cd90dc319d0dee6bc64f143782bce78136260e8baa9ab3394e618ce1c0f0,1096,848,039393913127464d,f3c1c1c0d0d38327,200,http://img5a.flixcart.com/image/sock/7/u/f/wa-03-2100-02-nba-free-original-imae77y9ewvhz7kg.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/sock/7/u/f/wa-03-2100-02-nba-free-original-imae77y9ewvhz7kg.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/sock/7/u/f/wa-03-2100-02-nba-free-original-imae77y9ewvhz7kg.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 113771, ""error"": """"}]"
SNDEHQPZHMZPAHQP,Sports,Sports Sandals,http://img6a.flixcart.com/image/sandal/7/h/w/pink-lily-01-asian-37-original-imaehmbczyvth5pa.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/c01612bf1c7a58c8450e.image,4e69a4e21225d74c43d11301395bfd183d5c1219fb1bcb1cf87b0698be5ca623,1031,919,00685a995e690943,ff3f0f0f0f81c1e1,200,http://img6a.flixcart.com/image/sandal/7/h/w/pink-lily-01-asian-37-original-imaehmbczyvth5pa.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/sandal/7/h/w/pink-lily-01-asian-37-original-imaehmbczyvth5pa.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/sandal/7/h/w/pink-lily-01-asian-37-original-imaehmbczyvth5pa.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 83434, ""error"": """"}]"
SHOEHGYZGUHY8FFU,Sports,Sports Shoes,http://img6a.flixcart.com/image/shoe/s/r/b/tan-lee-12104-chco-lee-parke-7-original-imae94fnzcgkhx84.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/b4a014823293b5090b29.image,9735c114e81f3d68a7051497926b713a54c824a07c9561b32c9c843645c5e57c,1116,1135,1a4d4e67110b4610,8f07030380e0ffff,200,http://img6a.flixcart.com/image/shoe/s/r/b/tan-lee-12104-chco-lee-parke-7-original-imae94fnzcgkhx84.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/shoe/s/r/b/tan-lee-12104-chco-lee-parke-7-original-imae94fnzcgkhx84.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/shoe/s/r/b/tan-lee-12104-chco-lee-parke-7-original-imae94fnzcgkhx84.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 213268, ""error"": """"}]"
TOPEAUZ3KFKFAUKX,Sports,Tops,http://img5a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jqhyvydaw.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/c5fbe41a9408eb72766c.image,8074a843afeefc82ccfb0cfb8033668e54937ff4365470df988b865009d3f6cf,825,1359,4f9c1f233d1f1f1e,e7cfc38182c3c3cf,200,http://img5a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jqhyvydaw.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jqhyvydaw.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jqhyvydaw.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 85271, ""error"": """"}]"
TKPE7KXCFXUGBUUR,Sports,Track Pants,http://img5a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86ukbkhp3d.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/a157e4556ebe31691fcc.image,66a2693f2f654098301c3f8d3b2a279e1e06f342abdf56f3f43c7a461992ab44,837,1378,1b0713931313131b,c1c1c1c1c3cbebff,200,http://img5a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86ukbkhp3d.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86ukbkhp3d.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86ukbkhp3d.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 98738, ""error"": """"}]"
HMBEJ9H43PGQWANN,Travel,Handbags,http://img5a.flixcart.com/image/hand-messenger-bag/a/n/n/bvtbag2-brandvilla-shoulder-bag-bvttbag2-1000x1000-imaejfce5qvx88ze.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/19a3ff9633bace321755.image,10ab71e6248636d0160977a1cad2c868aeb629c37dcd5ce773f7955845268ca2,1000,825,8d0e675b73535b03,ffffff81010101c1,200,http://img5a.flixcart.com/image/hand-messenger-bag/a/n/n/bvtbag2-brandvilla-shoulder-bag-bvttbag2-1000x1000-imaejfce5qvx88ze.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/hand-messenger-bag/a/n/n/bvtbag2-brandvilla-shoulder-bag-bvttbag2-1000x1000-imaejfce5qvx88ze.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/hand-messenger-bag/a/n/n/bvtbag2-brandvilla-shoulder-bag-bvttbag2-1000x1000-imaejfce5qvx88ze.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 137436, ""error"": """"}]"
