product_id,source_id,row_index,root_category,name,occasions,image_urls,sampling_stratum
BKPEBAUXZVMGHBUG,d0bb2a201949d12ea41a2b7260036d90,18202,"Bags, Wallets & Belts",United Bags 1000D Rainbow 35 L Medium Backpack,"[""Casual, Formal, Travel, Festive, Party""]","[""http://img6a.flixcart.com/image/backpack/b/u/g/rnbw-united-bags-backpack-1000d-rainbow-rd-original-imaebag6x7hfcceu.jpeg"", ""http://img5a.flixcart.com/image/backpack/b/u/g/rnbw-united-bags-backpack-1000d-rainbow-rd-original-imaebag6x7hfcceu.jpeg"", ""http://img5a.flixcart.com/image/backpack/b/u/g/rnbw-united-bags-backpack-1000d-rainbow-rd-original-imaebag6atghrre3.jpeg"", ""http://img5a.flixcart.com/image/backpack/b/u/g/rnbw-united-bags-backpack-1000d-rainbow-rd-original-imaebag7fkwqxbsc.jpeg"", ""http://img6a.flixcart.com/image/backpack/b/u/g/rnbw-united-bags-backpack-1000d-rainbow-rd-original-imaebag782xt3qwe.jpeg""]","rare_exact_occasion:Casual, Formal, Travel, Festive, Party"
BKPE79UX3AHF8JQR,e78379b5aa456ac81d4e60a5d9177f2b,13031,"Bags, Wallets & Belts",Estrella Companero Pamplona 30 L Backpack,"[""Casual, Lifestyle, Sports, Lifestyle""]","[""http://img6a.flixcart.com/image/backpack/j/q/r/pamplona-backpack-1-estrella-companero-backpack-pamplona-1000x1000-imae79xqghyzj84h.jpeg"", ""http://img5a.flixcart.com/image/backpack/j/q/r/pamplona-backpack-1-estrella-companero-backpack-pamplona-original-imae79xqghyzj84h.jpeg"", ""http://img5a.flixcart.com/image/backpack/j/q/r/pamplona-backpack-1-estrella-companero-backpack-pamplona-original-imae79xqdyrqhzgy.jpeg"", ""http://img6a.flixcart.com/image/backpack/j/q/r/pamplona-backpack-1-estrella-companero-backpack-pamplona-original-imae79xqzugrzch6.jpeg"", ""http://img5a.flixcart.com/image/backpack/j/q/r/pamplona-backpack-1-estrella-companero-backpack-pamplona-original-imae79xqgndxhtvg.jpeg"", ""http://img6a.flixcart.com/image/backpack/j/q/r/pamplona-backpack-1-estrella-companero-backpack-pamplona-original-imae79xqjhmrbgwh.jpeg""]","rare_exact_occasion:Casual, Lifestyle, Sports, Lifestyle"
BRAED7QUJVM6HEEZ,76abf2d00f6a0901fcbe52fca5e1f14d,10067,Clothing,Chilee Life Contemporary Women's Push-up Bra,"[""Casual, Lounge Wear, Wedding""]","[""http://img5a.flixcart.com/image/bra/b/h/g/clrd-abd-blk-prnt-cmb30201-chilee-life-44-original-imaed75fphgfbyte.jpeg"", ""http://img6a.flixcart.com/image/bra/b/h/g/clrd-abd-blk-prnt-cmb30201-chilee-life-30-original-imaecwhhuzggwt5h.jpeg"", ""http://img6a.flixcart.com/image/bra/b/h/g/clrd-abd-blk-prnt-cmb30201-chilee-life-30-original-imaecwhhntkkyep3.jpeg"", ""http://img6a.flixcart.com/image/bra/b/h/g/clrd-abd-blk-prnt-cmb30201-chilee-life-42-original-imaecwhhnpyzxpcq.jpeg"", ""http://img6a.flixcart.com/image/bra/b/h/g/clrd-abd-blk-prnt-cmb30201-chilee-life-30-original-imaecwhhn92swgkv.jpeg""]","rare_exact_occasion:Casual, Lounge Wear, Wedding"
BKPE6FTKST3XD4J4,1dc9a956677414a0b879f86e3e37efee,18164,"Bags, Wallets & Belts",Bleu String Bag 10 L Standard Backpack,"[""Casual, Outdoor Adventure, Travel""]","[""http://img6a.flixcart.com/image/backpack/4/j/4/bp-string-bleu-backpack-string-bag-1000x1000-imae6fwu8jzanzgz.jpeg"", ""http://img5a.flixcart.com/image/backpack/4/j/4/bp-string-bleu-backpack-string-bag-original-imae6fwu8jzanzgz.jpeg"", ""http://img5a.flixcart.com/image/backpack/4/j/4/bp-string-bleu-backpack-string-bag-original-imae6fwu7p4j4bfd.jpeg"", ""http://img5a.flixcart.com/image/backpack/4/j/4/bp-string-bleu-backpack-string-bag-original-imae6fwtqrjfffqx.jpeg"", ""http://img5a.flixcart.com/image/backpack/4/j/4/bp-string-bleu-backpack-string-bag-original-imae6fwtz2dznmxv.jpeg""]","rare_exact_occasion:Casual, Outdoor Adventure, Travel"
TSHEDB4N3EGFZHWF,3681161bdb70529a0fcc6c2d11583ed9,9773,Clothing,Imbindass Printed Men's Round Neck T-Shirt,"[""Casual, Party, Beach Wear""]","[""http://img6a.flixcart.com/image/t-shirt/q/k/m/beerblacktshirt-imbindass-l-1000x1000-imaedaxshzg9cws8.jpeg"", ""http://img5a.flixcart.com/image/t-shirt/q/k/m/beerblacktshirt-imbindass-l-original-imaedaxshzg9cws8.jpeg"", ""http://img5a.flixcart.com/image/t-shirt/q/k/m/beerblacktshirt-imbindass-xl-original-imaedaxsc6hrzwxu.jpeg"", ""http://img5a.flixcart.com/image/t-shirt/p/s/h/fake-it-black-tshirt-imbindass-l-original-imaedaxtee5eutmm.jpeg""]","rare_exact_occasion:Casual, Party, Beach Wear"
SHOEJMHXFG9AFYMS,8b62f32dd4a1a90a76ac3b2a337a6bb2,18553,Footwear,Shopnetix Stylish & Comfort Men's Lace up Mocassins (SNX-4449) Casuals,"[""Casual, Party, Ethnic, Wedding""]","[""http://img6a.flixcart.com/image/shoe/y/m/s/black-snx-94561-shopnetix-7-original-imaegy8g5hud8s2w.jpeg"", ""http://img5a.flixcart.com/image/shoe/y/m/s/black-snx-94561-shopnetix-7-original-imaegy8g5hud8s2w.jpeg"", ""http://img5a.flixcart.com/image/shoe/y/m/s/black-snx-94561-shopnetix-7-original-imaegy8hgg4csbkx.jpeg"", ""http://img6a.flixcart.com/image/shoe/y/m/s/black-snx-94561-shopnetix-7-original-imaegy8hvzjchzag.jpeg"", ""http://img5a.flixcart.com/image/shoe/y/m/s/black-snx-94561-shopnetix-7-original-imaegy8gwppdyugq.jpeg"", ""http://img5a.flixcart.com/image/shoe/y/m/s/black-snx-94561-shopnetix-7-original-imaegy8gfmrvwzxe.jpeg""]","rare_exact_occasion:Casual, Party, Ethnic, Wedding"
BRAEBPZQKBRNMRVF,70c0e4d7c5c2bbe64bfe369e3b183108,2855,Clothing,Sober Touch Pro Women's Full Coverage Bra,"[""Casual, Party, Formal""]","[""http://img6a.flixcart.com/image/bra/c/2/w/st36-sober-touch-36-1000x1000-imaebjzrymuffb9t.jpeg"", ""http://img6a.flixcart.com/image/bra/c/2/w/st36-sober-touch-36-original-imaebjzrymuffb9t.jpeg"", ""http://img6a.flixcart.com/image/bra/c/2/w/st36-sober-touch-36-original-imaebjzstryny3zk.jpeg"", ""http://img6a.flixcart.com/image/bra/c/2/w/st36-sober-touch-36-original-imaebjzs5a3bsft7.jpeg"", ""http://img6a.flixcart.com/image/bra/c/2/w/st36-sober-touch-36-original-imaebjzst8hpn2f4.jpeg"", ""http://img6a.flixcart.com/image/bra/c/2/w/st36-sober-touch-36-original-imaebzu6er8gsyyx.jpeg""]","rare_exact_occasion:Casual, Party, Formal"
BRAEDFNHCHMDHCYR,1dc53d0765b019ea6ba2802a72f7be9b,2264,Clothing,Shoba Women's Tube Bra,"[""Casual, Party, Formal, Festive, Beach Wear, Wedding""]","[""http://img5a.flixcart.com/image/bra/c/y/r/tube-bra-combo-shoba-free-original-imaedysfyhkjb4hb.jpeg"", ""http://img6a.flixcart.com/image/bra/c/y/r/tube-bra-combo-shoba-free-original-imaedysf9zbzjazh.jpeg"", ""http://img6a.flixcart.com/image/bra/c/y/r/tube-bra-combo-shoba-free-original-imaedysf8buzekjw.jpeg"", ""http://img5a.flixcart.com/image/bra/c/y/r/tube-bra-combo-shoba-free-original-imaedysgkyz4yfz9.jpeg""]","rare_exact_occasion:Casual, Party, Formal, Festive, Beach Wear, Wedding"
WATEHGPH59F9K9HX,9804aa341bc0a039fa95b8f8bde3984c,13785,Watches,"Britex BT9026 Bluetec Bucherer Analog Watch  - For Boys, Men","[""Casual, Party-Wedding, Sports, Formal""]","[""http://img6a.flixcart.com/image/watch/9/h/x/bt9026-britex-original-imaehgmm7tabkyph.jpeg"", ""http://img5a.flixcart.com/image/watch/9/h/x/bt9026-britex-original-imaehgmmxa6qdzg5.jpeg"", ""http://img6a.flixcart.com/image/watch/9/h/x/bt9026-britex-original-imaehgmmu8ccdyrk.jpeg""]","rare_exact_occasion:Casual, Party-Wedding, Sports, Formal"
HMBEEH85RYK3FAJU,bd9961598ad1c1b9c62785f9f14466dd,1844,"Bags, Wallets & Belts",Fashion Bizz Shoulder Bag,"[""Casual, Travel""]","[""http://img6a.flixcart.com/image/hand-messenger-bag/a/j/u/3r-fashion-bizz-shoulder-bag-handicraft-jhola-bag-combo-1000x1000-imaeef39gvwmuany.jpeg"", ""http://img6a.flixcart.com/image/hand-messenger-bag/a/j/u/3r-fashion-bizz-shoulder-bag-handicraft-jhola-bag-combo-original-imaeef39gvwmuany.jpeg"", ""http://img5a.flixcart.com/image/hand-messenger-bag/a/j/u/3r-fashion-bizz-shoulder-bag-handicraft-jhola-bag-combo-original-imaea8ybk5ht7nb9.jpeg""]","rare_exact_occasion:Casual, Travel"
