source_id,row_index,product_id,metadata_group,teacher_article_type_candidate,source_occasion,root_category,name,source_image_url,image_urls,source_product_url,training_status
af035ac4bccbb314610947f51174e0a1,12239,HMBECV4EMZDNYH96,flipkart_meta_4ec197a78c3da3e5,Handbags,Formal,"Bags, Wallets & Belts",Weigel & Fox Shoulder Bag,http://img6a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfhgc79zm2.jpeg,"[""http://img6a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfhgc79zm2.jpeg"", ""http://img5a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfhgc79zm2.jpeg"", ""http://img5a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfmna7czy9.jpeg"", ""http://img6a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfzztgbthz.jpeg"", ""http://img5a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfuzdkq44p.jpeg"", ""http://img6a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfvsg6grh8.jpeg""]",http://www.flipkart.com/weigel-fox-shoulder-bag/p/itmecv4ez8mraht8?pid=HMBECV4EMZDNYH96,not_admitted_metadata_candidate_only
96cbaf12abab40af6bcb5089f65964c6,19005,BZREHJ6ZXZ9YWZFB,flipkart_meta_0b4e5cf89a9ca99c,Blazers,Party,Clothing,Blackberrys Self Design Single Breasted Party Men's Blazer,http://img6a.flixcart.com/image/blazer/z/f/b/nl-hublot2-bler28l-blackberrys-40-1000x1000-imaehj4n5zphkfrw.jpeg,"[""http://img6a.flixcart.com/image/blazer/z/f/b/nl-hublot2-bler28l-blackberrys-40-1000x1000-imaehj4n5zphkfrw.jpeg"", ""http://img6a.flixcart.com/image/blazer/z/f/b/nl-hublot2-bler28l-blackberrys-40-original-imaehj4n5zphkfrw.jpeg"", ""http://img5a.flixcart.com/image/blazer/v/6/d/nl-hublot2-bler28l-blackberrys-42-original-imaehj4ngxgfn2uq.jpeg"", ""http://img5a.flixcart.com/image/blazer/g/8/j/nl-hublot2-bler28l-blackberrys-44-original-imaehj4ns8kckgtu.jpeg"", ""http://img6a.flixcart.com/image/blazer/z/f/b/nl-hublot2-bler28l-blackberrys-40-original-imaehj4n4wetfkhc.jpeg"", ""http://img5a.flixcart.com/image/blazer/z/f/b/nl-hublot2-bler28l-blackberrys-40-original-imaehj4nsgzew29h.jpeg""]",http://www.flipkart.com/blackberrys-self-design-single-breasted-party-men-s-blazer/p/itmehj6zkfypdmhb?pid=BZREHJ6ZXZ9YWZFB,not_admitted_metadata_candidate_only
42b9ce9ddc2735d6da719841be80aaa3,2047,BRAEBG4DCHJMRYZZ,flipkart_meta_0465ec6a592bec9e,Bra,Party,Clothing,Glus Fillet Women's Plunge Bra,http://img6a.flixcart.com/image/bra/u/g/z/gp1378agr-glus-34b-original-imaebhdmr2nmfdch.jpeg,"[""http://img6a.flixcart.com/image/bra/u/g/z/gp1378agr-glus-34b-original-imaebhdmr2nmfdch.jpeg"", ""http://img5a.flixcart.com/image/bra/u/g/z/gp1378agr-glus-34b-original-imaebhdkfefyjvb4.jpeg"", ""http://img5a.flixcart.com/image/bra/u/g/z/gp1378agr-glus-34b-original-imaebhdhnhxgvhjx.jpeg""]",http://www.flipkart.com/glus-fillet-women-s-plunge-bra/p/itmebg4dshe7cbhv?pid=BRAEBG4DCHJMRYZZ,not_admitted_metadata_candidate_only
bce78e928043701f8028796c26f2ecd4,11344,CAPE8HYQSXRDAGGC,flipkart_meta_354843c029b983b2,Caps,Party,Clothing,Truk Fit Self Design Truck Cap,http://img5a.flixcart.com/image/cap/g/g/c/1-1-trukfit-trukfit-free-original-imae8jtzuvncvffj.jpeg,"[""http://img5a.flixcart.com/image/cap/g/g/c/1-1-trukfit-trukfit-free-original-imae8jtzuvncvffj.jpeg"", ""http://img6a.flixcart.com/image/cap/g/g/c/1-1-trukfit-trukfit-free-original-imae8kyh6evsrvgu.jpeg"", ""http://img5a.flixcart.com/image/cap/g/g/c/1-1-trukfit-trukfit-free-original-imae8jtxg9prybdk.jpeg""]",http://www.flipkart.com/truk-fit-self-design-truck-cap/p/itme8hyqvkd6ztsd?pid=CAPE8HYQSXRDAGGC,not_admitted_metadata_candidate_only
b730bbc30c8745fdd0e6bd8737aaf088,1045,SHOEFRUPFECAZYBS,flipkart_meta_f6dd0080424675a8,Casual Shoes,Party,Footwear,Pavers England Party Wear,http://img5a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-7-original-imaefn9ksg4zragz.jpeg,"[""http://img5a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-7-original-imaefn9ksg4zragz.jpeg"", ""http://img6a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-7-original-imaefn9ksg4zragz.jpeg"", ""http://img6a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-8-original-imaefn9h9tkkfujp.jpeg"", ""http://img6a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-4-original-imaefn9mkkmhupch.jpeg"", ""http://img5a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-4-original-imaefn9nyhgatfnn.jpeg"", ""http://img6a.flixcart.com/image/shoe/m/e/h/black-hllfs5207-pavers-england-3-original-imaefn9zxtz6k5zm.jpeg""]",http://www.flipkart.com/pavers-england-party-wear/p/itmefrupeayh5zvt?pid=SHOEFRUPFECAZYBS,not_admitted_metadata_candidate_only
63b53826d624d658799c0e0fef6b194b,7911,DREEGHCDB3HJ3KD8,flipkart_meta_31b8fdfa5e5996d0,Dresses,Party,Clothing,Cutecumber Girl's High Low Dress,http://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg,"[""http://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25ygxgr2xs.jpeg"", ""http://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh25qrcrvr6p.jpeg"", ""http://img5a.flixcart.com/image/dress/j/g/u/1630d-brown-cutecumber-11-12-years-original-imaegh257fh7pz3q.jpeg""]",http://www.flipkart.com/cutecumber-girl-s-high-low-dress/p/itmeghcb5jetq9qk?pid=DREEGHCDB3HJ3KD8,not_admitted_metadata_candidate_only
c593c8fa6ec3f7546a292b96f494e12a,8209,SNDEDSCEVHNXMTKU,flipkart_meta_d100de7396284c5b,Flats,Party,Footwear,Brood Women Flats,http://img5a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaeckfqhtz2k2hx.jpeg,"[""http://img5a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaeckfqhtz2k2hx.jpeg"", ""http://img5a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaedzzsdqf8ygbp.jpeg"", ""http://img5a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaeckfqqj9h7wk3.jpeg"", ""http://img6a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaeckfqzzxngnny.jpeg"", ""http://img5a.flixcart.com/image/sandal/t/k/u/purple-101-brood-39-original-imaeckfr2bhcfhvy.jpeg""]",http://www.flipkart.com/brood-women-flats/p/itmedpae9q4segty?pid=SNDEDSCEVHNXMTKU,not_admitted_metadata_candidate_only
2f48ac21bf019590a58df463924e0167,3003,SHOEJDYYRGWZZBM6,flipkart_meta_df8ca6109bd5801c,Formal Shoes,Party,Footwear,Brandvilla Brandvilla Loafers,http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-1000x1000-imaej94n4pnfr7gp.jpeg,"[""http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-1000x1000-imaej94n4pnfr7gp.jpeg"", ""http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-original-imaej94n4pnfr7gp.jpeg"", ""http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-original-imaej94nppbenyyg.jpeg"", ""http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-original-imaej94n6bwwgjnh.jpeg"", ""http://img6a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-10-original-imaej94zzxmh25ah.jpeg"", ""http://img5a.flixcart.com/image/shoe/b/m/6/black-bvsln132-01-brandvilla-9-original-imaej94zy3qfesuk.jpeg""]",http://www.flipkart.com/brandvilla-loafers/p/itmejdyywgqmrf5z?pid=SHOEJDYYRGWZZBM6,not_admitted_metadata_candidate_only
203f3118ce1eeefcf778cc67c557c04a,5292,SNDEHZKGKGHDFG57,flipkart_meta_35284750f34786e4,Heels,Party,Footwear,Funku Fashion Women Heels,http://img6a.flixcart.com/image/sandal/7/r/r/gold-ff-d-1004-funku-fashion-41-original-imaehzk2pc5mhwdy.jpeg,"[""http://img6a.flixcart.com/image/sandal/7/r/r/gold-ff-d-1004-funku-fashion-41-original-imaehzk2pc5mhwdy.jpeg"", ""http://img5a.flixcart.com/image/sandal/7/r/r/gold-ff-d-1004-funku-fashion-41-original-imaehzk2pc5mhwdy.jpeg"", ""http://img5a.flixcart.com/image/sandal/6/n/u/gold-ff-d-1004-funku-fashion-41-original-imaehzk25q34gd6r.jpeg"", ""http://img5a.flixcart.com/image/sandal/7/r/r/gold-ff-d-1004-funku-fashion-39-original-imaehzk2rgas5gsr.jpeg"", ""http://img6a.flixcart.com/image/sandal/6/n/u/gold-ff-d-1004-funku-fashion-41-original-imaehzk2t9sfyybp.jpeg"", ""http://img6a.flixcart.com/image/sandal/7/r/r/gold-ff-d-1004-funku-fashion-41-original-imaehzk2tdgcydze.jpeg""]",http://www.flipkart.com/funku-fashion-women-heels/p/itmehzkgcmjh5jzy?pid=SNDEHZKGKGHDFG57,not_admitted_metadata_candidate_only
da1b848561abb3c2ccb40086d1ed33f1,2646,BRAEBXRB8GFZ6HM6,flipkart_meta_faab16a64987b5d4,Bra,Sports,Clothing,La Verite Pro Women's Tube Bra,http://img6a.flixcart.com/image/bra/h/m/6/a4-la-verite-free-1000x1000-imaebxgphhxzyxwb.jpeg,"[""http://img6a.flixcart.com/image/bra/h/m/6/a4-la-verite-free-1000x1000-imaebxgphhxzyxwb.jpeg"", ""http://img5a.flixcart.com/image/bra/h/m/6/a4-la-verite-free-original-imaebxgphhxzyxwb.jpeg"", ""http://img6a.flixcart.com/image/bra/h/m/6/a4-la-verite-free-original-imaebxgpn7pqhpfm.jpeg"", ""http://img5a.flixcart.com/image/bra/h/m/6/a4-la-verite-free-original-imaebxgpyhey5meq.jpeg""]",http://www.flipkart.com/la-verite-pro-women-s-tube-bra/p/itmebxrb8khmeemc?pid=BRAEBXRB8GFZ6HM6,not_admitted_metadata_candidate_only
489c63dbb6a4513cfa825aafd410d43a,5459,CPIEBCHSQ7YGDRWD,flipkart_meta_a5c4acd4e261b832,Capris,Sports,Clothing,Valentine Sportswear Women's Capri,http://img5a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-xl-original-imaebbsg72wjaw8e.jpeg,"[""http://img5a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-xl-original-imaebbsg72wjaw8e.jpeg"", ""http://img6a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-xl-original-imaebbsg72wjaw8e.jpeg"", ""http://img6a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-xl-original-imaebbsgqjdrne93.jpeg"", ""http://img6a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-xl-original-imaebbsg82rzj5fc.jpeg"", ""http://img5a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-l-original-imaebbsgzuvmvmek.jpeg"", ""http://img5a.flixcart.com/image/capri/g/f/m/1-1-sp-1086-a-valentine-l-original-imaebbsgfsraf2au.jpeg""]",http://www.flipkart.com/valentine-sportswear-women-s-capri/p/itmebchscdg5gbaq?pid=CPIEBCHSQ7YGDRWD,not_admitted_metadata_candidate_only
1b51d36527757ee856335ca5d88018b4,14827,JCKECEBHEUHRNAEU,flipkart_meta_2fdb9d2e8e8a26d4,Jackets,Sports,Clothing,3 Degre Full Sleeve Solid Men's Jacket,http://img6a.flixcart.com/image/jacket/a/p/h/3dmja0754226-3-degre-xxl-original-imaece2udsdhfg7k.jpeg,"[""http://img6a.flixcart.com/image/jacket/a/p/h/3dmja0754226-3-degre-xxl-original-imaece2udsdhfg7k.jpeg"", ""http://img5a.flixcart.com/image/jacket/a/p/h/3dmja0754226-3-degre-xxl-original-imaece2u8fbrzzgc.jpeg"", ""http://img5a.flixcart.com/image/jacket/a/p/h/3dmja0754226-3-degre-xxl-original-imaece2ues9gzdpm.jpeg"", ""http://img6a.flixcart.com/image/jacket/a/p/h/3dmja0754226-3-degre-xxl-original-imaece2uymepcrwj.jpeg"", ""http://img5a.flixcart.com/image/jacket/a/p/h/3dmja0754226-3-degre-l-original-imaece2uuggf4fau.jpeg""]",http://www.flipkart.com/3-degre-full-sleeve-solid-men-s-jacket/p/itmecebhfxjqg4kr?pid=JCKECEBHEUHRNAEU,not_admitted_metadata_candidate_only
8b0b9af01003371bc3168ad1117cb23b,7865,SOCE7732ARDEF7UF,flipkart_meta_f27ff600b51127c4,Socks,Sports,Clothing,NBA Women's Solid Ankle Length Socks,http://img5a.flixcart.com/image/sock/7/u/f/wa-03-2100-02-nba-free-original-imae77y9ewvhz7kg.jpeg,"[""http://img5a.flixcart.com/image/sock/7/u/f/wa-03-2100-02-nba-free-original-imae77y9ewvhz7kg.jpeg"", ""http://img6a.flixcart.com/image/sock/7/u/f/wa-03-2100-02-nba-free-original-imae77y9gyzhx96f.jpeg"", ""http://img6a.flixcart.com/image/sock/7/u/f/wa-03-2100-02-nba-free-original-imae77y9phgcsbwf.jpeg"", ""http://img5a.flixcart.com/image/sock/7/u/f/wa-03-2100-02-nba-free-original-imae77y9f8cr7dtt.jpeg""]",http://www.flipkart.com/nba-women-s-solid-ankle-length-socks/p/itme7732ath5qatd?pid=SOCE7732ARDEF7UF,not_admitted_metadata_candidate_only
c726a24213a66623b02b4b79e9d708fd,1227,SNDEHQPZHMZPAHQP,flipkart_meta_83fca73228923b64,Sports Sandals,Sports,Footwear,Asian Women Sports Sandals,http://img6a.flixcart.com/image/sandal/7/h/w/pink-lily-01-asian-37-original-imaehmbczyvth5pa.jpeg,"[""http://img6a.flixcart.com/image/sandal/7/h/w/pink-lily-01-asian-37-original-imaehmbczyvth5pa.jpeg"", ""http://img5a.flixcart.com/image/sandal/7/h/w/pink-lily-01-asian-37-original-imaehmbczyvth5pa.jpeg"", ""http://img5a.flixcart.com/image/sandal/h/q/p/pink-lily-01-asian-37-original-imaehmbcvewj98cj.jpeg"", ""http://img6a.flixcart.com/image/sandal/h/q/p/pink-lily-01-asian-37-original-imaehmbcgdn2mfmf.jpeg"", ""http://img5a.flixcart.com/image/sandal/h/q/p/pink-lily-01-asian-37-original-imaehmbcsgqkxgzh.jpeg""]",http://www.flipkart.com/asian-women-sports-sandals/p/itmehqpzcndr7xqm?pid=SNDEHQPZHMZPAHQP,not_admitted_metadata_candidate_only
50c2a524a03a8003de2f399df1dca023,10572,SHOEHGYZGUHY8FFU,flipkart_meta_e11580af78f57f6d,Sports Shoes,Sports,Footwear,Lee Parke Walking Shoes,http://img6a.flixcart.com/image/shoe/s/r/b/tan-lee-12104-chco-lee-parke-7-original-imae94fnzcgkhx84.jpeg,"[""http://img6a.flixcart.com/image/shoe/s/r/b/tan-lee-12104-chco-lee-parke-7-original-imae94fnzcgkhx84.jpeg"", ""http://img6a.flixcart.com/image/shoe/g/f/r/tan-lee-12104-chco-lee-parke-10-original-imaehgspnm7zhtcg.jpeg"", ""http://img6a.flixcart.com/image/shoe/s/r/b/tan-lee-12104-chco-lee-parke-7-original-imaehgsprhqx7uv7.jpeg"", ""http://img5a.flixcart.com/image/shoe/v/j/7/tan-lee-12104-chco-lee-parke-6-original-imae94fnnxptdrmg.jpeg"", ""http://img5a.flixcart.com/image/shoe/c/4/f/tan-lee-12104-chco-lee-parke-9-original-imae94fnpah3hpzw.jpeg""]",http://www.flipkart.com/lee-parke-walking-shoes/p/itmehgyzxwqgwjqw?pid=SHOEHGYZGUHY8FFU,not_admitted_metadata_candidate_only
c897b5dc551487b2ad6137d549adb2a6,9668,TOPEAUZ3KFKFAUKX,flipkart_meta_fe6647192a7033db,Tops,Sports,Clothing,Puma Sports Women's Top,http://img5a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jqhyvydaw.jpeg,"[""http://img5a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jqhyvydaw.jpeg"", ""http://img6a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jqhyvydaw.jpeg"", ""http://img5a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jccr6wwux.jpeg"", ""http://img6a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jhdgshwgk.jpeg"", ""http://img5a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jg4ke6xgz.jpeg"", ""http://img6a.flixcart.com/image/top/9/w/g/1-1-83520327-puma-s-original-imaecc7jcbgdez55.jpeg""]",http://www.flipkart.com/puma-sports-women-s-top/p/itmeauz3txzutrjf?pid=TOPEAUZ3KFKFAUKX,not_admitted_metadata_candidate_only
61ae289bd0cc4fac2accd63c73e264fd,10495,TKPE7KXCFXUGBUUR,flipkart_meta_6dd042b9c61a2d66,Track Pants,Sports,Clothing,Vector X Men's Track Pants,http://img5a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86ukbkhp3d.jpeg,"[""http://img5a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86ukbkhp3d.jpeg"", ""http://img6a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86ukbkhp3d.jpeg"", ""http://img6a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86gznnbb5h.jpeg"", ""http://img6a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86d6wzxmw3.jpeg"", ""http://img6a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86hnguzn35.jpeg"", ""http://img6a.flixcart.com/image/track-pant/u/u/r/vl-100-c-blueblue-vector-x-m-original-imaefy86vfmazzzw.jpeg""]",http://www.flipkart.com/vector-x-men-s-track-pants/p/itme7kxcghgkhwgz?pid=TKPE7KXCFXUGBUUR,not_admitted_metadata_candidate_only
91f9cd621549478f15efe0951d0a4116,13693,HMBEJ9H43PGQWANN,flipkart_meta_07b4f6d8eedda0fd,Handbags,Travel,"Bags, Wallets & Belts",Brandvilla Shoulder Bag,http://img5a.flixcart.com/image/hand-messenger-bag/a/n/n/bvtbag2-brandvilla-shoulder-bag-bvttbag2-1000x1000-imaejfce5qvx88ze.jpeg,"[""http://img5a.flixcart.com/image/hand-messenger-bag/a/n/n/bvtbag2-brandvilla-shoulder-bag-bvttbag2-1000x1000-imaejfce5qvx88ze.jpeg"", ""http://img6a.flixcart.com/image/hand-messenger-bag/a/n/n/bvtbag2-brandvilla-shoulder-bag-bvttbag2-original-imaejfce5qvx88ze.jpeg"", ""http://img6a.flixcart.com/image/hand-messenger-bag/a/n/n/bvtbag2-brandvilla-shoulder-bag-bvttbag2-original-imaejfcfufgp5n9m.jpeg"", ""http://img5a.flixcart.com/image/hand-messenger-bag/a/n/n/bvtbag2-brandvilla-shoulder-bag-bvttbag2-original-imaejfcfhr2hazrm.jpeg"", ""http://img6a.flixcart.com/image/hand-messenger-bag/a/n/n/bvtbag2-brandvilla-shoulder-bag-bvttbag2-original-imaejfcft6scbgkd.jpeg""]",http://www.flipkart.com/brandvilla-shoulder-bag/p/itmej9h4gvzreke3?pid=HMBEJ9H43PGQWANN,not_admitted_metadata_candidate_only
