id,path,sha256,articleType,baseColour,productDisplayName,duplicate_group,product_family_group,partition,cv_fold
5761,data/raw/teacher/train/images_train/5761.jpg,ec6e58e6aa4edd56420a35ea44228297e1d4936df2ae5c3f607eeafa575216db,Shorts,White,Jealous 21 Women's Pink Shorts,single_ec6e58e6aa4e,family_fc7b529a7305e3b5,development,4
5762,data/raw/teacher/train/images_train/5762.jpg,0e45432dfc3310c081e40594295dce97c7fcd252826a77a8e2226d17d4bb8e05,Shorts,Blue,Jealous 21 Women's White Blue Shorts,single_0e45432dfc33,family_748595a8693a6fb4,development,4
5765,data/raw/teacher/train/images_train/5765.jpg,214828c2ff53e572f912ba89018f9c4755475f5be124a253384d1a841f019a28,Tops,Black,Jealous 21 Women Black Sleevless Top,single_214828c2ff53,family_f1332ac40751e149,development,3
5766,data/raw/teacher/train/images_train/5766.jpg,f75439a0661a1e944d31a74ff32acf3815fd3e4d2058b29f28794c6c0d73444b,Jeans,Black,Jealous 21 Women Black Jegging,single_f75439a0661a,family_3951604ebbfb045e,development,0
5767,data/raw/teacher/train/images_train/5767.jpg,b42f11f52f45caadd3fc09a7fc83716cb736f49495ca87b4f6730a4dc09288b8,Tops,Black,Jealous 21 Women Sleevless Black V Nech Top,single_b42f11f52f45,family_8117b6a362ed8b06,development,0
5770,data/raw/teacher/train/images_train/5770.jpg,0aa5d360b91596a2dff3002a97b84526f5af97a5d527d2c5d7ad2bc6715c5448,Tops,Purple,Jealous 21 Women's Purple Detailed Top,single_0aa5d360b915,family_cdd17cd0ba8b0ae2,development,3
5772,data/raw/teacher/train/images_train/5772.jpg,aedaae2e80e41c02d74e7f1d7c20e85d1f6b9c27ecc1646e0ac138f64068e6b8,Tops,Purple,Jealous 21 Women's Purple Graphic Top,single_aedaae2e80e4,family_1246892ef4ec2137,development,4
5773,data/raw/teacher/train/images_train/5773.jpg,c9d8def84352ae76e9a31aadddfcaac7a540d123ae599f0e5028def87132fc2f,Shorts,Black,Jealous 21 Women's Black Short,single_c9d8def84352,family_3cccd7068e486dd5,development,2
5774,data/raw/teacher/train/images_train/5774.jpg,263636d4fd707d5c7348823ada66517cc276772182fd18019316ec20a8ab0cbc,Tops,White,Jealous 21 Women's White Sleeveless Graphic Top,single_263636d4fd70,family_79e52fa433672c06,development,4
5776,data/raw/teacher/train/images_train/5776.jpg,7fd085c8b1159308126fb3d226943df90855875f6aead731527de244f61052d7,Tops,Green,Jealous 21 Women's Sleeveless Graphic Green Tops,single_7fd085c8b115,family_1b7ebb8d6c835887,development,2
5777,data/raw/teacher/train/images_train/5777.jpg,46449b14e46bcd8152fd101bb36703c2f9f6bd93726695d43c1432d263e968df,Tops,Blue,Jealous 21 Women Blue Floral Top,single_46449b14e46b,family_8485ee802cc628b8,development,4
5781,data/raw/teacher/train/images_train/5781.jpg,de38286124d6daff8b95330f701cd8833614bfe6851b851806dc2e75e179132a,Flip Flops,Grey,Reebok Men's Coral Hex Grey Flip Flop,single_de38286124d6,family_1224bf20e700e0ad,development,0
5782,data/raw/teacher/train/images_train/5782.jpg,b2d81c749dc44d74f25781a3f82fcc2ed55ddf56ebb309f8b96d401e0461d807,Tops,Purple,Jealous 21 Women Purple Peace Top,single_b2d81c749dc4,family_3fbb234dbb549c09,development,2
5784,data/raw/teacher/train/images_train/5784.jpg,42d2a799f167de1098ed2ee56549aee6ce0737a42beb09745d3bf958358ace64,Flip Flops,Yellow,Reebok Men's Hanavi Yellow Flip Flop,single_42d2a799f167,family_7928e72dd6d82ab3,development,0
5785,data/raw/teacher/train/images_train/5785.jpg,d25457f1af7f65c76539d90393981f6d428b7039154e03e290c36caf9102f6cc,Tops,Blue,Jealous 21 Women V Neck Blue Graphic Top,single_d25457f1af7f,family_0ba83cfb959e9246,development,0
5787,data/raw/teacher/train/images_train/5787.jpg,bb6de86a28110662e504c444a1ee280531ff764ed371d1d9ac8b5cfae5b8c874,Tshirts,Orange,Jealous 21 Women's Orange Rose T-shirt,single_bb6de86a2811,family_e03865e0382175da,development,4
5788,data/raw/teacher/train/images_train/5788.jpg,0efe05e32e766e909832ed618c9b3aa4ff3428dc54ca2cae5241b9592cc0fd21,Shorts,White,Jealous 21 Women's Checkered Pink White Short,single_0efe05e32e76,family_1fc17466542072fc,development,3
5791,data/raw/teacher/train/images_train/5791.jpg,f5c46764d90547b2dbfccfd45427f1f18e5d80c3c100fd43ce25d3e1a9954c29,Tops,Blue,Jealous 21 Women's Butterfly Blue Top,single_f5c46764d905,family_d2e7c4f17a70bb40,development,0
5792,data/raw/teacher/train/images_train/5792.jpg,9c70bd814f12e4cf00fafa3722bb26050fd45352d89994b64f9dbd56c92cd0b2,Tops,White,Jealous 21 Women Multi Color Top,single_9c70bd814f12,family_8fcc65c79183c5b8,development,0
5793,data/raw/teacher/train/images_train/5793.jpg,b6fb286f7849a81cb2f78f1f358008b631aa6a2d3515707e29187239c2bb2489,Tshirts,Green,ADIDAS Men's Bike Olive Green T-shirt,single_b6fb286f7849,family_399bd91a2b1e5ebd,development,4
5796,data/raw/teacher/train/images_train/5796.jpg,89f5a03e5efc21dec09f1ac96f3815fe3effa605b45cc095917a2091ebe35183,Tshirts,Green,ADIDAS Men's Prt Green T-shirt,single_89f5a03e5efc,family_f516cec15df8e1a5,development,2
5797,data/raw/teacher/train/images_train/5797.jpg,efdb3646489331c0f6713d69a5484beef10fcca969a564560673b666245d160a,Tshirts,Blue,ADIDAS Men's Bam Blue T-shirt,single_efdb36464893,family_6bf79d7d0a4f7841,development,0
5798,data/raw/teacher/train/images_train/5798.jpg,65947a2e01558ecd2960f77c00933a43df8b379eeab64b2331dadb509ded6f80,Tshirts,White,ADIDAS Men's Prt White T-shirt,single_65947a2e0155,family_abfd15f46882bba8,development,4
5799,data/raw/teacher/train/images_train/5799.jpg,e41a023fb8bb776c02d191ae02e8ad11b8bf56fa2ff2a3e559bf9ebadc66bb7b,Tshirts,Green,ADIDAS Men's Bubble Green T-shirt,single_e41a023fb8bb,family_22e0da1c88c1d1fa,development,4
5800,data/raw/teacher/train/images_train/5800.jpg,45f2ce0a75d90bacc3c4668d58b45382901bced2e85adfddbe3144252d6d7133,Tshirts,Black,ADIDAS Men's Chat Black T-shirt,single_45f2ce0a75d9,family_5246272819cf9d3f,development,3
5801,data/raw/teacher/train/images_train/5801.jpg,cb7ba0c9b12dcca68bdb61995b7b9aedb612fdec7a9614807ad501728fdefe7e,Tshirts,Blue,ADIDAS Men's Bubble Dark Blue T-shirt,single_cb7ba0c9b12d,family_822c14d04b879ce9,development,0
5802,data/raw/teacher/train/images_train/5802.jpg,c20979ab64e80213828638cbdc31abb47bda6ce47dd64d164193583f7161fd7e,Tshirts,Blue,ADIDAS Men's Prt Blue T-shirt,single_c20979ab64e8,family_e186793599991814,development,4
5803,data/raw/teacher/train/images_train/5803.jpg,eaba6dc561c1b99e576a3698c4c313e937d44808a892a9a5d7540cb0a1000334,Tshirts,Blue,ADIDAS Women's Street Blue T-shirt,single_eaba6dc561c1,family_0d61e38b364591d3,development,2
5804,data/raw/teacher/train/images_train/5804.jpg,6a754d2725b114dde59bcd84134958efb1118ef78635ec5f0eb929a25481f49a,Jeans,Blue,Jealous 21 Women's Blue Jegging,single_6a754d2725b1,family_aaf9038b520116d9,development,3
5805,data/raw/teacher/train/images_train/5805.jpg,8f462f20ea9b8adc50f2414c924addcde610a475e94d3a9349588845204b884d,Tops,Purple,ADIDAS Women's Tag Tank Purple Tops,single_8f462f20ea9b,family_fe7c302d8d1af47a,development,0
5807,data/raw/teacher/train/images_train/5807.jpg,1d98ac1cb4550e7200c41bfca919a00b8c5a2d4e3796d4a41276f47120bccb28,Tshirts,Blue,ADIDAS Women's Tunic Blue T-shirt,single_1d98ac1cb455,family_6989c356365e78e1,development,2
5808,data/raw/teacher/train/images_train/5808.jpg,ddd1499fcd79fbe1d052653869f90ab417b76f149d3f97270bbb554f92b3fc9b,Tops,Navy Blue,Jealous 21 Women Navy Blue Top,single_ddd1499fcd79,family_1a189c5597371465,development,3
5809,data/raw/teacher/train/images_train/5809.jpg,05d605b86140ce8bcd5cc70e8c326a4856a884d0dbd9a2a127a74b132ede2df0,Capris,Black,Puma Women Black Capris,single_05d605b86140,family_0131141301ba15c6,development,3
5811,data/raw/teacher/train/images_train/5811.jpg,8cad9f4fd44a333dc27f7c6b466a9cc372f8f2fc85f4b85d964ab4e25dfe10e7,Tshirts,White,Puma Women's Pop White T-shirt,single_8cad9f4fd44a,family_ccfce015ab7857a4,development,2
5813,data/raw/teacher/train/images_train/5813.jpg,ef425a92a149455ea428099b893ccecc9c3aaf3f315caee43e13fe4c0a718516,Tshirts,Blue,Puma Women Blue Large Logo T-shirt,single_ef425a92a149,family_c4beddcf557f06a5,development,0
5814,data/raw/teacher/train/images_train/5814.jpg,d75c33642f636d00f91abbc6417687c24aa225a99c423f1cda072f784b8816c5,Tops,White,ADIDAS Women Go Glow Top,single_d75c33642f63,family_b8a4ead8b1c14b98,development,0
5816,data/raw/teacher/train/images_train/5816.jpg,ac2aaaf652c633740a8ececd28f77bd4b6dc89dd244a6671510533fca783dd72,Tshirts,Red,ADIDAS Women's Street Red T-shirt,single_ac2aaaf652c6,family_41e1ab5f6a32e9bb,development,4
5817,data/raw/teacher/train/images_train/5817.jpg,09af7abc14cada0cc6728b4cd809c21d8313629758edb9500325ab534031b26e,Tshirts,Black,Puma Men's Sports Black T-shirt,single_09af7abc14ca,family_cd145ae2eb8cf90a,development,3
5820,data/raw/teacher/train/images_train/5820.jpg,03109b26c85917e625e83426e6d5824559b22ffe1955e98b98f40e3ab7ab988a,Tshirts,Yellow,ADIDAS Women's Prt Yellow T-shirt,single_03109b26c859,family_3d3f6ca967cfcb89,development,2
5821,data/raw/teacher/train/images_train/5821.jpg,f5b605371c03bdd1590b3868087b55b8383e32a3591081ae71482f4a44813d05,Tshirts,Red,Puma Men's Ferrari Logo Red T-shirt,single_f5b605371c03,family_2f4011ca31d756ee,development,4
5822,data/raw/teacher/train/images_train/5822.jpg,04290bc5c2e357bef50049c5078d84759acf0eed685f32240f7f5b1e9cc2e6fb,Tshirts,Purple,ADIDAS Men's Prt Purple T-shirt,single_04290bc5c2e3,family_20ae7a6e90efb46a,development,2
5824,data/raw/teacher/train/images_train/5824.jpg,5586c4d5d7d6ae6c730b6246f8220d249a4a300cce6f9785f3307b6982570f25,Tshirts,Green,ADIDAS Men's Dude Green T-shirt,single_5586c4d5d7d6,family_4cedaf7dcf3a15cd,development,3
5825,data/raw/teacher/train/images_train/5825.jpg,9e1aab57a324fd442fb045bcd0941df0b7a10b3e74871b28ebb93ae0aa2982d3,Tshirts,Blue,Puma Men's Heroes Graphic Blue T-shirt,single_9e1aab57a324,family_999d493321747978,development,4
5827,data/raw/teacher/train/images_train/5827.jpg,01b3ccf4659153cbef3da8e5121cd8dae909b549fd9e8b035afd8d3b283b40d8,Tshirts,Grey,ADIDAS Men's Prt Grey T-shirt,single_01b3ccf46591,family_1fa0f3ef346e67b1,development,0
5828,data/raw/teacher/train/images_train/5828.jpg,1e46f4c1d79d0271e9746a754ced29ea1b18854967f10291f46519c4110ed4f7,Tshirts,Blue,Puma Men's Edition Blue T-shirt,single_1e46f4c1d79d,family_d7d145410c61e49f,development,2
5829,data/raw/teacher/train/images_train/5829.jpg,c6aa590248fc13fa46b48d49dc3f2699482089a1c4ec4874db02ae86ecc31eab,Tshirts,Blue,ADIDAS Men's Prt Blue T-shirt,single_c6aa590248fc,family_e186793599991814,development,4
5831,data/raw/teacher/train/images_train/5831.jpg,67552d4fc1bcdc7ff194f9da63c2c2954af6837f1f0b59b280429eb6ed1d186b,Tshirts,Black,Puma Men's Cbn Logo Black T-Shirt,single_67552d4fc1bc,family_b767749a5f38ac3d,development,0
5833,data/raw/teacher/train/images_train/5833.jpg,f6847f76f94507a7240663e18f1922f134acabab1ce535c2352bfae646e58116,Tshirts,Black,Puma Men's Pop Logo Black T-shirt,single_f6847f76f945,family_ab0883b5d1fbff5b,development,0
5836,data/raw/teacher/train/images_train/5836.jpg,03f6209bf340c3638b78061aebf872d2a678a1a6bf6df27c014fa7445019eb71,Tshirts,Pink,ADIDAS Men's Gdancin Pink T-shirt,single_03f6209bf340,family_7bffd6c03696e17b,development,3
5839,data/raw/teacher/train/images_train/5839.jpg,9ccfda0910ff7cd30268cb4258eece2fa6d36e2f451e4f6b0372503557e17c3b,Tshirts,Blue,Puma Men's Motorsport Better Blue T-shirt,single_9ccfda0910ff,family_dde90787c795ff93,development,3
5840,data/raw/teacher/train/images_train/5840.jpg,ed10d18bdd3592f4e1d573bb6202f1529a861a1e572a507705a95b6319253174,Tshirts,Red,Puma Men's Motorsport Better Red T-shirt,single_ed10d18bdd35,family_a02947deb404345a,development,4
5841,data/raw/teacher/train/images_train/5841.jpg,9cfdf4417cdc8af5835857e489df390fcaf49ed352346f22542f7feec065696a,Tshirts,Red,ADIDAS Men's M-5 Red T-shirt,single_9cfdf4417cdc,family_b096558638428e20,development,2
5844,data/raw/teacher/train/images_train/5844.jpg,fdf1cf3a6664cfce855a51c65c311ad4482fc735af3bed48243f3319c5111dd6,Tops,Pink,ADIDAS Women Woven Pink Top,single_fdf1cf3a6664,family_9cd7e101377dbc84,development,0
5845,data/raw/teacher/train/images_train/5845.jpg,1d9b18ac6f2419139dca366df19926464533a764b45d35def9b821cc7aa64082,Tshirts,White,Puma Men's Summer Graphic White T-shirt,single_1d9b18ac6f24,family_dcad45b7aff30181,development,2
5846,data/raw/teacher/train/images_train/5846.jpg,bda8d63b4cf7bba4341b2f39d139bfb6fe1f8c3e3291eea426d3f1caded52012,Tops,White,ADIDAS Women Roller White Top,single_bda8d63b4cf7,family_5c411304f88caf9a,development,2
5847,data/raw/teacher/train/images_train/5847.jpg,3df27611819654b79be45ad8e527b2e4132608a4c30d50d945bc4bb0014f5253,Tshirts,Black,Puma Men's Summer Graphic Black T-shirt,single_3df276118196,family_d8836aa281d013ca,development,4
5848,data/raw/teacher/train/images_train/5848.jpg,1a1d43f9a23ac647f120bacd7c4ecbdb71bff0f8f2800f5bc66d8f9a34c57a00,Tshirts,Grey,Puma Men's Summer Graphic Grey T-shirt,single_1a1d43f9a23a,family_000c15d0ea8224c9,development,3
5849,data/raw/teacher/train/images_train/5849.jpg,9d6a3ddcfb7a63ba33ef1e4dad61a0118d6fec2e5a88fa04ea64f543836f0414,Tshirts,White,Puma Men's Summer Graphic White Black T-shirt,single_9d6a3ddcfb7a,family_b9cd8a5c640ae6a3,development,3
5850,data/raw/teacher/train/images_train/5850.jpg,be9e134e6186781bb521582b54343127d4520ae856c3f29411c2ab4b0f75887f,Tshirts,Grey,Puma Men's Summer Graphic Charcoal T-shirt,single_be9e134e6186,family_910e49e5a414abea,development,3
5851,data/raw/teacher/train/images_train/5851.jpg,a39b1153bc7ac0d8a5c571f3efc25705fd6560fa17d3d54604ac49e6f33566e9,Handbags,Black,ADIDAS Women Style Black Handbag,single_a39b1153bc7a,family_d11aa36e122cb7e9,development,4
5853,data/raw/teacher/train/images_train/5853.jpg,67097ab21e52b6276d5e2ba0d2ab1d2d098ba16eb0118d84ed86cad18a3b8908,Handbags,Blue,ADIDAS Women Blue Handbag,single_67097ab21e52,family_f5c34d912af814c3,development,2
5854,data/raw/teacher/train/images_train/5854.jpg,63a49deadda31a1b428344a1588dd6719574454794248f77dea0dcdb3e3e9c46,Handbags,Pink,ADIDAS Women Pink Handbag,single_63a49deadda3,family_2fcff7dd0889e536,development,4
5855,data/raw/teacher/train/images_train/5855.jpg,5aa1d039e576428fd46f507f59929317eb5b1915688be26cba8f771fa2266e8a,Handbags,White,ADIDAS Women Plated Handbag,single_5aa1d039e576,family_3c8a2ab40a0c1221,development,3
5857,data/raw/teacher/train/images_train/5857.jpg,03b04bbb2f93029215cfffdc8e0ba3a6fc6d84fc58c874677094ecc152b720f8,Backpacks,Black,ADIDAS Unisex Explore Black Backpack,single_03b04bbb2f93,family_56b946435788e7c6,development,2
5858,data/raw/teacher/train/images_train/5858.jpg,1dc67dbea42b7fa116a5480159fca4f74c60a87c2c167fcbb3e56cd5b1b3971d,Backpacks,Blue,ADIDAS Unisex Star Blue Backpack,single_1dc67dbea42b,family_c21c1a4d4f1e71a2,development,0
5860,data/raw/teacher/train/images_train/5860.jpg,a3c25cf4089db161aa6734710bde2231123c1ab631a1acc1693d67ae25d42fa7,Tshirts,Pink,ADIDAS Women Beat Pink T-shirt,single_a3c25cf4089d,family_b66521948b82e123,development,3
5861,data/raw/teacher/train/images_train/5861.jpg,4b86945abc1f1c76bc3f4118ff766e74cd11b0c226c6e79cd3e80f4e023cdc0e,Tshirts,Black,ADIDAS Men's 16th Polo Black T-shirt,single_4b86945abc1f,family_26361f9204091993,development,4
5862,data/raw/teacher/train/images_train/5862.jpg,89a9cd29d7b84feb69e5cfdad7097822c7e958d0e11909780682ae7d43b7ad7c,Tshirts,Black,ADIDAS Men's Stripe Black T-shirt,single_89a9cd29d7b8,family_85e88d473301ed96,development,4
5864,data/raw/teacher/train/images_train/5864.jpg,43ca8eaf5121d6ae46b2df39ebff9e1ceb9fc469476218c1ab52b16a31d78d5c,Casual Shoes,Navy Blue,Converse Chuck Taylor All Star Unisex Navy Blue & Red Shoe,single_43ca8eaf5121,family_6b96c2140a07bedd,development,3
5865,data/raw/teacher/train/images_train/5865.jpg,abf44d65baf34c44c0fc872cb8c8816453ac269077f77d80d45695302e7c982a,Tshirts,Black,ADIDAS Men's Twelve Faster T-shirt,single_abf44d65baf3,family_2b242e622756a317,development,3
5867,data/raw/teacher/train/images_train/5867.jpg,4fae35bd5894a82c2ccee21064b1f352128bc8f63539d709da7a52e6b334d0dc,Tshirts,White,ADIDAS Men's Master Shoe White T-shirt,single_4fae35bd5894,family_974f52e19919be7f,development,0
5868,data/raw/teacher/train/images_train/5868.jpg,e4947f7ddf1fcee95e565fd853e817fd60d3df66a42c0671c57cf12609037f22,Casual Shoes,Black,Converse Unisex Black Shoes,single_e4947f7ddf1f,family_496df5b8268957ee,development,0
5870,data/raw/teacher/train/images_train/5870.jpg,4e2eca552a5459acb5d112aac33d204f2e65d5680e6d1d49b8b99c0e38739256,Casual Shoes,Black,Converse Unisex Heck Os Black White Shoe,single_4e2eca552a54,family_77d84ff69f7804ed,development,2
5871,data/raw/teacher/train/images_train/5871.jpg,fc2427852139ee9d079f5831cfb731973102ef2d115a859433475ec526ad1596,Casual Shoes,Green,Converse Unisex Heck Ox Green White Shoe,single_fc2427852139,family_0219f19cebc27ab9,development,3
5873,data/raw/teacher/train/images_train/5873.jpg,a078718d893e2ea6d3ed799da6cb2cdac981895ec6df97d9e6f38b9254817584,Casual Shoes,Brown,Converse Uniex As Floral Print Ox Brown Shoe,single_a078718d893e,family_70d0c93f75ab1367,development,0
5877,data/raw/teacher/train/images_train/5877.jpg,bdaa0025c18c86cb85a89421828351937861291d163a3feccfb5cff6e7b9b56d,Casual Shoes,Red,Converse Unisex Skull Print Ox Red Shoe,single_bdaa0025c18c,family_e4fcb263b9232773,development,4
5879,data/raw/teacher/train/images_train/5879.jpg,197121fa707020bc83a63162576436d17bcf4dc57c8d0875aca85772f3d7e540,Tshirts,Pink,Puma Women's Polo Pink T-shirt,single_197121fa7070,family_575c50a4d8bb45d7,development,3
5882,data/raw/teacher/train/images_train/5882.jpg,5bfdee4b2774dcc2588ca75d157328cb1a17b42218e4afd0260b1db9fc2b0287,Tshirts,Green,Puma Women's Graphic Logo Green T-shirt,single_5bfdee4b2774,family_b62ae2df8a426804,development,0
5883,data/raw/teacher/train/images_train/5883.jpg,c9552373f339f9e2579fb080c8845abf852db6af5b40b2d3e39ddfeb16ac74f1,Casual Shoes,Orange,Converse Unisex Speciality Ox Rust Shoe,single_c9552373f339,family_ea9db7a9f75b3ca8,development,2
5884,data/raw/teacher/train/images_train/5884.jpg,9b855c96fd89a4ca6b05d32c17c1a844a949b0beceae0a82ce7215a87b8d6b10,Tshirts,Black,Puma Women Classic Black Top,single_9b855c96fd89,family_e56b47d2847f2d68,development,0
5885,data/raw/teacher/train/images_train/5885.jpg,42821e01ccd57d9e912a8b2e6695b134389e3968dd3f4818ae15227f6293ee65,Tshirts,Black,Puma Men's Ducati Graphic Black T-shirt,single_42821e01ccd5,family_3b1ede401a9bb1d7,development,0
5887,data/raw/teacher/train/images_train/5887.jpg,113b2569e6cf90c5ce63051794d92989594846d2028e140211972e3ff9c48deb,Tshirts,Blue,Puma Men's Slogan Blue T-shirt,single_113b2569e6cf,family_30d2d7b0eb1de032,development,2
5888,data/raw/teacher/train/images_train/5888.jpg,356f41edc67cf47f63ae198c5fc8c4b7301e6c751000ef225a65603a2cddd858,Tshirts,Black,Puma Men's 3 Black T-shirt,single_356f41edc67c,family_dcce7a9a1b433712,development,4
5889,data/raw/teacher/train/images_train/5889.jpg,ad72a2f6c807674255d36adbaf746ae90dfd71712127d91ece5a4aabcee12a4a,Tshirts,Green,Puma Men's Polo Green T-shirt,single_ad72a2f6c807,family_6114506a772204f7,development,2
5890,data/raw/teacher/train/images_train/5890.jpg,4707517b91e8de86f221c8ffd3e2ea6bad8240df6b29c998399ae82fc7bf8ec6,Tshirts,Green,Puma Men's Graphics Story Green T-shirt,single_4707517b91e8,family_704f069acc2c5e2e,development,2
5891,data/raw/teacher/train/images_train/5891.jpg,5055ccb852083f1f6790bd86d32a7d6e320e2d1ff8deea963a310a9cf2e23e68,Tshirts,Black,Puma Men's Stripe Polo Black T-shirt,single_5055ccb85208,family_4cfe2255325da767,development,4
5894,data/raw/teacher/train/images_train/5894.jpg,d002692763fae79fc827ed56551caacbc6753523c5be9b1201e5d53c5bc95549,Handbags,Black,Puma Unisex Motion Black Handbag,single_d002692763fa,family_801bdad9924a3071,development,2
5897,data/raw/teacher/train/images_train/5897.jpg,c67524da9b9b9b8b7e249d82ef1593ad92ec788575866ed1abaa407766edbf0d,Casual Shoes,White,Puma Women's Feuerwerk White Shoe,single_c67524da9b9b,family_2d5a68dd4764f2da,development,0
5898,data/raw/teacher/train/images_train/5898.jpg,d6aa523e2588c52df794aa2ee29c37e50ce145e052f773f8929431174cc76362,Casual Shoes,Blue,Puma Men Tekkies Jam Blue Shoe,single_d6aa523e2588,family_4a46e7abb931e762,development,4
5899,data/raw/teacher/train/images_train/5899.jpg,23df1d311e5e823cda57ac59c5001d2618368b7ace3623531ac4f23a085b4273,Casual Shoes,Black,Puma Men's Mid Spill Black Shoe,single_23df1d311e5e,family_14d50a4ddc86ebe3,development,3
5900,data/raw/teacher/train/images_train/5900.jpg,b5cbf8256ae8324fa923f2749c75c0b0fa7f31e9c1d4915da25b88b2f8c3966d,Casual Shoes,Grey,Puma Men's Basket Team Mesh Grey Shoe,single_b5cbf8256ae8,family_b0a1cafd46c582f8,development,0
5901,data/raw/teacher/train/images_train/5901.jpg,89e2a01a4b4ea546428d0a896fa052b369bc546d5b55962854b2aa1917339528,Casual Shoes,Black,Puma Women's Corsica Tribal Black Shoe,single_89e2a01a4b4e,family_b329c24bcd7aeba2,development,0
5902,data/raw/teacher/train/images_train/5902.jpg,ddbe96ed8390351683a7ca15de479f2437360fec2d298579b31f1c466135f631,Casual Shoes,Blue,Puma Women Balleracer Blue Shoe,single_ddbe96ed8390,family_6be7d4d30e3abcc3,development,4
5903,data/raw/teacher/train/images_train/5903.jpg,94933e0aaee338ba5ef96fbf4a5d41a98b0db08b0f5020c15deffae5d29d24a1,Casual Shoes,Red,Puma Men's Faas 300 Red Shoe,single_94933e0aaee3,family_59320b07d510325a,development,2
5905,data/raw/teacher/train/images_train/5905.jpg,76cb5c232a8f233a3e1c2460b75875c56ca3007adb168ee0316fa0f6a918b75e,Casual Shoes,Black,Puma Women's Imani Fade Black Shoe,single_76cb5c232a8f,family_7e9d8f999b81df9e,development,2
5907,data/raw/teacher/train/images_train/5907.jpg,e246132d7a344a9e52314577587e26d5df195bedc53b497725292abe48b00ae1,Tshirts,Black,Puma Men's Massa Lifestyle Black T-shirt,single_e246132d7a34,family_6c0b123ec6a67393,development,2
5908,data/raw/teacher/train/images_train/5908.jpg,43d14dcb2b6cc5aeb7f6002d80033ac74c824ba3c9723abbc7ce576ff1d01d61,Casual Shoes,Blue,ADIDAS Men's Zeitfrie Blue Shoe,single_43d14dcb2b6c,family_3ef0e858d31a3ada,development,0
5909,data/raw/teacher/train/images_train/5909.jpg,11dbb3c7c9f1ccad401705f0581f083967e87c573dcb00d75f4f1a9f099fd65d,Casual Shoes,White,ADIDAS Women's Derby White Shoe,single_11dbb3c7c9f1,family_99986b87a27efcba,development,0
5911,data/raw/teacher/train/images_train/5911.jpg,f97a2b2c8540ea8016c586e9f92ac1b54ea59c448eda30082b2a8468ff7ce699,Casual Shoes,White,ADIDAS Women's Daily Vulc White Shoe,single_f97a2b2c8540,family_06af29ac2ff50f62,development,2
5912,data/raw/teacher/train/images_train/5912.jpg,60d864b135c41c9f3af9436639283f7eaa5624ae92e74d85061218171548c6b2,Casual Shoes,White,ADIDAS Men's Super Boost White Shoe,single_60d864b135c4,family_3b5becbb1c2ca62c,development,2
5915,data/raw/teacher/train/images_train/5915.jpg,41836418118c0f338fc78bf922370a17c4337e8fed287662f1a335a883235473,Casual Shoes,White,ADIDAS Women's Derby White Shoe,single_41836418118c,family_99986b87a27efcba,development,0
5916,data/raw/teacher/train/images_train/5916.jpg,3afa03d53cf1a1199137b77927ffc626b5e123fdf566c600e8d2cfd02bf65367,Casual Shoes,Black,ADIDAS Women Daily Black Shoe,single_3afa03d53cf1,family_996d7e2bc68410d1,development,3
5917,data/raw/teacher/train/images_train/5917.jpg,f773423cb4d3e94801ff975ad5e5467eaaece9427f5dd994ad2420d7a94babaa,Casual Shoes,Silver,ADIDAS Women's Agashae Silver Shoe,single_f773423cb4d3,family_616409ec2797b5c5,development,0
5920,data/raw/teacher/train/images_train/5920.jpg,28e74bb498bfd23c1762981569b0858916a27b1cc12e1b91f3a0c78b014e0b30,Casual Shoes,White,ADIDAS Women Daily White Purple Shoe,single_28e74bb498bf,family_ed46f81f54d1ac6c,development,0
5922,data/raw/teacher/train/images_train/5922.jpg,ae47c11e5b5115bdfe5f93e288b77b0252c4efcd68b704b44802e4869a6faaa9,Casual Shoes,Red,ADIDAS Men's Slimsollm Red Shoe,single_ae47c11e5b51,family_e19e28fddd88e709,development,4
5924,data/raw/teacher/train/images_train/5924.jpg,d699f131044591568bfa5073aa7261c4aa03a990ca736537a8e7b68f7bf731ed,Casual Shoes,Green,ADIDAS Men's Derby Fresh Green Shoe,single_d699f1310445,family_f5475c3cab1c59e8,development,0
5925,data/raw/teacher/train/images_train/5925.jpg,fd6e6826c4ac7c7177e23c31447b98f571acab41c2aeddb4286a288297d6e3f9,Casual Shoes,Brown,ADIDAS Men's Terrace Brown Shoe,single_fd6e6826c4ac,family_4cd473873e0f7ab8,development,3
5926,data/raw/teacher/train/images_train/5926.jpg,1ab2d0ce6ed6fcac5ccbae856cfd47e36ca1d6e223f274baa631bfc2cfa0c4a0,Casual Shoes,White,ADIDAS Men's Derby Fresh Splash White Shoe,single_1ab2d0ce6ed6,family_bb8d629a50079770,development,2
5928,data/raw/teacher/train/images_train/5928.jpg,5fe52e8bc74fdb146852eedd6c62a2524598571d76693538c14b439258120174,Casual Shoes,Black,ADIDAS Women Court Sequence Black Shoe,single_5fe52e8bc74f,family_809fe50cf3dd19b3,development,3
5929,data/raw/teacher/train/images_train/5929.jpg,eecf76fe18aab8508acff7ccffdd7a10d400ba6388e8d69e9b2148794841462f,Casual Shoes,White,ADIDAS Men's Lucent Multi White Shoe,single_eecf76fe18aa,family_87a8ea2f9437b153,development,2
