id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,year,productDisplayName,product_name_repaired,has_articleType_label,has_season_label,has_gender_label,has_usage_label,path,width,height,aspect_ratio,mode,format,file_size_bytes,sha256,product_name_key,product_family_group,family_group_basis,is_cross_role_exact_duplicate,is_cross_role_near_duplicate,has_conflicting_target_labels,conflicting_targets,pre_quarantine_reason,duplicate_group,is_cross_role_duplicate,quarantine_reason,partition,cv_fold
12667,,Apparel,Topwear,,Blue,,,2011,Probase Men Check Blue Shirts,False,False,False,False,False,data/raw/teacher/train/images_train/12667.jpg,60.0,80.0,0.75,RGB,JPEG,2422,f84eef65ef9895e7e87d1643642342cd8d25f6f11177c7dc79aa4439bd12eb86,probase men check blue shirts,family_d097052cea997231,normalized_product_name,False,False,False,,,single_f84eef65ef98,False,,holdout,
12668,Men,Apparel,Topwear,Shirts,White,Fall,Casual,2011,Probase Men Printed White Shirts,False,True,True,True,True,data/raw/teacher/train/images_train/12668.jpg,60.0,80.0,0.75,RGB,JPEG,2208,546ceead5519bdc175c6fef9af72748fc36eeacf9bb71b230f11cf2b6f4f486b,probase men printed white shirts,family_dc06d838cc760431,singleton,False,False,False,,,single_546ceead5519,False,,development,1
12669,Men,Apparel,Topwear,Shirts,White,Fall,Casual,2011,Probase Men Stripes White Shirts,False,True,True,True,True,data/raw/teacher/train/images_train/12669.jpg,60.0,80.0,0.75,RGB,JPEG,1668,7e0859270753defe56abae043ad158522592516050394b646d9505d935580a02,probase men stripes white shirts,family_4121ab86fd9fb443,normalized_product_name,False,False,False,,,single_7e0859270753,False,,development,0
12670,Men,Apparel,Bottomwear,Shorts,White,Fall,Casual,2011,Probase Men Check White Shorts,False,True,True,True,True,data/raw/teacher/train/images_train/12670.jpg,60.0,80.0,0.75,RGB,JPEG,2156,479b61d29d8c6f84d2ae77e9056622a5f298aa7fa698e10db7c40f5431b3575f,probase men check white shorts,family_40ab9a2163d1791e,singleton,False,False,False,,,single_479b61d29d8c,False,,development,1
12671,Men,Apparel,Bottomwear,Shorts,Red,Fall,Casual,2011,Probase Men Check Red Shorts,False,True,True,True,True,data/raw/teacher/train/images_train/12671.jpg,60.0,80.0,0.75,RGB,JPEG,2156,dd29896b3e38b76491f7c6acf53350a20fade86791d1cc76f8501480246de2df,probase men check red shorts,family_734ad78c1d373512,singleton,False,False,False,,,single_dd29896b3e38,False,,development,0
12672,Men,Apparel,Bottomwear,Shorts,Yellow,Fall,Casual,2011,Probase Men Yellow Shorts,False,True,True,True,True,data/raw/teacher/train/images_train/12672.jpg,60.0,80.0,0.75,RGB,JPEG,2218,9800e86a44a8aeb189f234de58539822c43d54dcfb34e5b83debb36b9f117eb3,probase men yellow shorts,family_ff0db962a74befb7,singleton,False,False,False,,,single_9800e86a44a8,False,,development,3
12673,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,2011,Probase Men Solid Beige Cargos,False,True,True,True,True,data/raw/teacher/train/images_train/12673.jpg,60.0,80.0,0.75,RGB,JPEG,2715,072ce5351860a0afeda74ff0611bb149c5bedecd28dc9099967344d2add892de,probase men solid beige cargos,family_51eb691ea232ef75,singleton,False,False,False,,,single_072ce5351860,False,,development,3
12674,Men,Apparel,Bottomwear,Trousers,Olive,Fall,Casual,2011,Probase Men Solid Olive Cargos,False,True,True,True,True,data/raw/teacher/train/images_train/12674.jpg,60.0,80.0,0.75,RGB,JPEG,2221,64f70f9cb0311b6f9843c7bcfa8243e3a13841371f1e8813553b9785a2fa902c,probase men solid olive cargos,family_abc9f91be5b16b67,singleton,False,False,False,,,single_64f70f9cb031,False,,development,4
12675,,Apparel,Bottomwear,,Green,,,2011,Probase Men Printed Green Trousers,False,False,False,False,False,data/raw/teacher/train/images_train/12675.jpg,60.0,80.0,0.75,RGB,JPEG,2332,918f81281e09cda5b2b8ae073452de7f9e69fb44336620e8746d814762568725,probase men printed green trousers,family_b117abee66f33874,singleton,False,False,False,,,single_918f81281e09,False,,holdout,
12676,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Casual,2011,Probase Men Solid Brown Trousers,False,True,True,True,True,data/raw/teacher/train/images_train/12676.jpg,60.0,80.0,0.75,RGB,JPEG,2387,1147abcb74aeda57a753aab97323618b7d159d009ed290dc199b62fe85d45fb9,probase men solid brown trousers,family_cf4823889ca0ec0f,singleton,False,False,False,,,single_1147abcb74ae,False,,development,4
12677,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,2011,Probase Men Check Grey Trousers,False,True,True,True,True,data/raw/teacher/train/images_train/12677.jpg,60.0,80.0,0.75,RGB,JPEG,1777,3c2341b0284344553b200c798e9b258d1772dab4e1eef0373ac94ddf7ccbedc5,probase men check grey trousers,family_54b338c93a722a8a,normalized_product_name,False,False,False,,,single_3c2341b02843,False,,development,2
12678,Men,Apparel,Bottomwear,Trousers,Black,Fall,Casual,2011,Probase Men Check Black Trousers,False,True,True,True,True,data/raw/teacher/train/images_train/12678.jpg,60.0,80.0,0.75,RGB,JPEG,1763,473a16c9e7511d413cc5e3a352a547d88e10b1f6ad2ba39b834c7ba1021d91a9,probase men check black trousers,family_3880c1f792164825,singleton,False,False,False,,,single_473a16c9e751,False,,development,2
12679,,Apparel,Bottomwear,,Black,,,2011,Probase Men Solid Black Trousers,False,False,False,False,False,data/raw/teacher/train/images_train/12679.jpg,60.0,80.0,0.75,RGB,JPEG,2163,59c7ce24ba2e95830dc9cc30b41cd6e7cb8cee4cdc18298d6493f8d75694e57b,probase men solid black trousers,family_2ed960f9ed176385,singleton,False,False,False,,,single_59c7ce24ba2e,False,,holdout,
12680,Unisex,Accessories,Headwear,Caps,Navy Blue,Summer,Casual,2011,Probase Unisex Solid Navy Blue Caps,False,True,True,True,True,data/raw/teacher/train/images_train/12680.jpg,60.0,80.0,0.75,RGB,JPEG,19129,457ede8c429a7b557b2257d26a38ee9579066fb1583d47a32e66ffa5058f2c9e,probase unisex solid navy blue caps,family_0db00718650fd38f,singleton,False,False,False,,,single_457ede8c429a,False,,development,1
12681,Men,Accessories,Headwear,Caps,Blue,Summer,Casual,2011,Probase Men Check Blue Cap,False,True,True,True,True,data/raw/teacher/train/images_train/12681.jpg,60.0,80.0,0.75,RGB,JPEG,3881,5c355db0c8431c0f95808242c96acbb95b2e1b9cb9891eacdcda5d4d3467ef21,probase men check blue cap,family_3158ba637e978cf6,normalized_product_name,False,False,False,,,single_5c355db0c843,False,,development,4
12683,Women,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2011,Fila Women Elixir Low White Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12683.jpg,60.0,80.0,0.75,RGB,JPEG,13494,ba05b82b35244a24192401183e2b4f2c444f0ae5e053ec39017b94bff4bb3f9f,fila women elixir low white shoes,family_3fd7dcc7254f34db,singleton,False,False,False,,,single_ba05b82b3524,False,,development,0
12685,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,2011,Fila Men Vintage Hi Black Casual Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12685.jpg,60.0,80.0,0.75,RGB,JPEG,17232,0e1df8ce3dd0e87f5283b1d8f7a5bf9c3dc2682bb29863de42b148fe2321c38e,fila men vintage hi black casual shoes,family_cb07f62370aea31e,singleton,False,False,False,,,single_0e1df8ce3dd0,False,,development,4
12688,Unisex,Footwear,Sandal,Sandals,Black,Fall,Casual,2011,Fila Unisex Opera Black Slippers,False,True,True,True,True,data/raw/teacher/train/images_train/12688.jpg,60.0,80.0,0.75,RGB,JPEG,1698,9d9c7db9af00748d0892806104e0807dff91cf734955f6b399801ce470e1e769,fila unisex opera black slippers,family_c831b826b3a18428,singleton,False,False,False,,,single_9d9c7db9af00,False,,development,0
12691,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,2011,Nike Men Dual Fusion Grey Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12691.jpg,60.0,80.0,0.75,RGB,JPEG,15893,9bf3b9278e03dae61ae4e0c1127a589c3534b6f2ebd8d05715f63704c04b6dcf,nike men dual fusion grey sports shoes,family_e47ee4197bb13ff3,normalized_product_name,False,False,False,,,single_9bf3b9278e03,False,,development,2
12692,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,2012,Nike Men Transform Black Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12692.jpg,60.0,80.0,0.75,RGB,JPEG,2267,a30abe63f78ee1a6725ee2618b408a20b9942d2253a508a3e56fc97916fe891e,nike men transform black sports shoes,family_5dc450ef0a1cc954,normalized_product_name,False,False,False,,,single_a30abe63f78e,False,,development,1
12693,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,2012,Nike Women Transform White Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12693.jpg,60.0,80.0,0.75,RGB,JPEG,14335,97ed0a5a7c756b1fc513af238f6ad143f1c3fe486d9b148365e67c62a997a80e,nike women transform white sports shoes,family_8a43f394db6cb753,singleton,False,False,False,,,single_97ed0a5a7c75,False,,development,2
12694,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2011,Nike Men Atlntc Bl White Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12694.jpg,60.0,80.0,0.75,RGB,JPEG,2676,29e0636634f693476e45ce203ac87228d209fc44dbc5a4428b2b9fd01ddd8d7a,nike men atlntc bl white sports shoes,family_d1a9cb37ec120fdd,singleton,False,False,False,,,single_29e0636634f6,False,,development,2
12695,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,2011,Nike Men Air Press Black Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12695.jpg,60.0,80.0,0.75,RGB,JPEG,3772,57268015630ab49ee9a22964fd510d14b8084596011cd8816e14edc62cf5c17c,nike men air press black sports shoes,family_83e276764a37a6a5,singleton,False,False,False,,,single_57268015630a,False,,development,3
12696,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2011,Nike Men Transform White Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12696.jpg,60.0,80.0,0.75,RGB,JPEG,14730,9be4adb769e177b8b8904caab68b3311d5c9731942835cf0d23139ae72a89f92,nike men transform white sports shoes,family_6c791ec2d70d2d44,singleton,False,False,False,,,single_9be4adb769e1,False,,development,4
12697,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2011,Nike Men Egoli TF White Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12697.jpg,60.0,80.0,0.75,RGB,JPEG,15892,36525477e1bda7eeb9faf56301fdbc9b07544d5c9f593000ecfbf18a29967816,nike men egoli tf white sports shoes,family_dbd2ac201cf075c7,normalized_product_name,False,False,False,,,single_36525477e1bd,False,,development,3
12698,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports,2011,Nike Men Swift FG Blue Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12698.jpg,60.0,80.0,0.75,RGB,JPEG,16042,ac00253cbb3eec6d05290674386d63da374d60fc3044df2c4b043d813430c1d4,nike men swift fg blue sports shoes,family_b685b1b34c2fcc84,singleton,False,False,False,,,single_ac00253cbb3e,False,,development,4
12699,,Footwear,Shoes,,Black,,,2011,Nike Men Lunarglide Black Sports Shoes,False,False,False,False,False,data/raw/teacher/train/images_train/12699.jpg,60.0,80.0,0.75,RGB,JPEG,3170,3797dae55f1d65c5587a2bafa2e62f497152c82b8893ed112754c3e3f4830ede,nike men lunarglide black sports shoes,family_67bc565bddc734b7,normalized_product_name,False,False,False,,,single_3797dae55f1d,False,,holdout,
12700,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,2011,Nike Men Metallic Gold Black Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12700.jpg,60.0,80.0,0.75,RGB,JPEG,1643,76f8fa89b31dcc90dbdf697230be04718eec837bcd1d8fb1b0293c4831f79d1d,nike men metallic gold black sports shoes,family_a9f80b4eaba3fd13,singleton,False,False,False,,,single_76f8fa89b31d,False,,development,3
12701,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports,2011,Nike Women Lunarfly Blue Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12701.jpg,60.0,80.0,0.75,RGB,JPEG,3531,af1c7c3a40db67cbb5817db7711594703d8365683ad8a841554b9cb5d9a2e0d6,nike women lunarfly blue sports shoes,family_c81d014242550f2e,singleton,False,False,False,,,single_af1c7c3a40db,False,,development,0
12702,Women,Footwear,Shoes,Casual Shoes,White,Fall,Casual,2011,Nike Women Capri White Casual Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12702.jpg,60.0,80.0,0.75,RGB,JPEG,3943,0321ed00f7d995bba27dcde14361da446e76669231599946b85658e6b3a0d11c,nike women capri white casual shoes,family_59e1dc79a6816651,singleton,False,False,False,,,single_0321ed00f7d9,False,,development,0
12703,,Footwear,Shoes,,White,,,2011,Nike Women Downshifter White Sports Shoes,False,False,False,False,False,data/raw/teacher/train/images_train/12703.jpg,60.0,80.0,0.75,RGB,JPEG,13831,45fb25dbc0903d9f087cd547d968f652f6679fa7ef0565619ae85c50f770c54b,nike women downshifter white sports shoes,family_09cea12992eb9e80,singleton,False,False,False,,,single_45fb25dbc090,False,,holdout,
12704,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,2011,Nike Men Air Relentness Grey Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12704.jpg,60.0,80.0,0.75,RGB,JPEG,16205,dfb65bed5df4ad29910f1cc5fb668937952351c590bd30f9d719be57f45f86d5,nike men air relentness grey sports shoes,family_51bce321a6e95707,singleton,False,False,False,,,single_dfb65bed5df4,False,,development,1
12705,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2011,Nike Men Air Courtballistic White Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12705.jpg,60.0,80.0,0.75,RGB,JPEG,13086,21e100fb84a192f55de993f35d0b23f356633ed77dc96b3513fd060823190520,nike men air courtballistic white sports shoes,family_6b1122b060baf5af,singleton,False,False,False,,,single_21e100fb84a1,False,,development,3
12706,,Footwear,Shoes,,White,,,2011,Nike Men Deep Red White Sports Shoes,False,False,False,False,False,data/raw/teacher/train/images_train/12706.jpg,60.0,80.0,0.75,RGB,JPEG,3019,a7b2f4a3acc51400c2d289d9aa94f26562ede94fba25993d169aeb4d10fff8ca,nike men deep red white sports shoes,family_c957dd3c04aafa70,singleton,False,False,False,,,single_a7b2f4a3acc5,False,,holdout,
12707,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2011,Nike Men Overplay White Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12707.jpg,60.0,80.0,0.75,RGB,JPEG,3664,e43823685cbea92ce324d533e93e3cdf58b21c7939a834934abd17000d68379f,nike men overplay white sports shoes,family_14c17eb4529d8c09,normalized_product_name,False,False,False,,,single_e43823685cbe,False,,development,4
12708,,Footwear,Shoes,,White,,,2011,Nike Men Lunareclipse White Sports Shoes,False,False,False,False,False,data/raw/teacher/train/images_train/12708.jpg,60.0,80.0,0.75,RGB,JPEG,13106,54c65f6de3b27e84e03416d96c0dfdb42329158e50f40a2c186c8f10f8f7fd06,nike men lunareclipse white sports shoes,family_15a1309ecae70129,singleton,False,False,False,,,single_54c65f6de3b2,False,,holdout,
12709,,Footwear,Shoes,,Grey,,,2011,Nike Men Air Impetus Grey Sports Shoes,False,False,False,False,False,data/raw/teacher/train/images_train/12709.jpg,60.0,80.0,0.75,RGB,JPEG,23457,c4381652d1be87b4894e2bb18c7b456e0bf5e9fa41b512e7316d3b1a6a13598a,nike men air impetus grey sports shoes,family_3ed200453b642060,singleton,False,False,False,,,single_c4381652d1be,False,,holdout,
12710,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,Sports,2011,Nike Men Mercurial Victory Silver Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12710.jpg,60.0,80.0,0.75,RGB,JPEG,1517,c56a715dc53baa2afc1c57091d0afc41d037b6c523667953cfda7c36c8c55f97,nike men mercurial victory silver sports shoes,family_266d48ff4e501e69,singleton,False,False,False,,,single_c56a715dc53b,False,,development,0
12711,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,2011,Nike Women Lunarshift Grey Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12711.jpg,60.0,80.0,0.75,RGB,JPEG,4405,edd91169ab986375984653fa878bcdb202040c6193149baf7069041ee3dff757,nike women lunarshift grey sports shoes,family_36595d4ad208a649,singleton,False,False,False,,,single_edd91169ab98,False,,development,0
12712,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,Sports,2011,Nike Women Dual Fusion Silver Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12712.jpg,60.0,80.0,0.75,RGB,JPEG,1962,8517c06df6d597d8105aab2be39576d6c86331b39cc635e03576cca9353895b4,nike women dual fusion silver sports shoes,family_9479bbab64308ce0,singleton,False,False,False,,,single_8517c06df6d5,False,,development,4
12713,Women,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,2011,Nike Women Air Dictate Black Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12713.jpg,60.0,80.0,0.75,RGB,JPEG,16236,eef9af9c03ea8610943299e9f0413213133b3057a49215cd786e328db9a7cae4,nike women air dictate black sports shoes,family_885bec1d0a921e9e,singleton,False,False,False,,,single_eef9af9c03ea,False,,development,2
12714,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,Sports,2011,Nike Women Air Cardio Silver Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12714.jpg,60.0,80.0,0.75,RGB,JPEG,14283,9e025d7b4f848154273fd97d18d91c60116b52f386ea7de57c06a8bab69cbacb,nike women air cardio silver sports shoes,family_b4e2f3688c0ea848,singleton,False,False,False,,,single_9e025d7b4f84,False,,development,0
12715,Women,Footwear,Shoes,Casual Shoes,Purple,Fall,Casual,2011,Nike Women Sweet Classic Purple Casual Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12715.jpg,60.0,80.0,0.75,RGB,JPEG,15675,5ce35020b83156256f378c9b080ddb0d15a9f901a8fbc1e8ac4ad575bb7cc85a,nike women sweet classic purple casual shoes,family_df403dc0afaef678,singleton,False,False,False,,,single_5ce35020b831,False,,development,4
12716,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,2011,Nike Men Air Visi Pro Grey Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12716.jpg,60.0,80.0,0.75,RGB,JPEG,2492,84aba1741937501ca2453402ac351db448321e363a46f5e27d5580424fa6fcf9,nike men air visi pro grey sports shoes,family_235e6c042e468a0a,singleton,False,False,False,,,single_84aba1741937,False,,development,2
12717,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,2011,Nike Men Backboard White Casual Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12717.jpg,60.0,80.0,0.75,RGB,JPEG,3323,c549ccf951d14bb088281f9bcfa962ddcf615f74561701d50e9bd5fbff62514c,nike men backboard white casual shoes,family_b4c347202a6ac7a5,normalized_product_name,False,False,False,,,single_c549ccf951d1,False,,development,0
12718,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2011,Nike Men Air Impetus II White Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12718.jpg,60.0,80.0,0.75,RGB,JPEG,16645,e6e4f445d7a6333a12e801c871c390f74cf6c52f7f03c48ed54a5d8a4e9d0e53,nike men air impetus ii white sports shoes,family_50ba6483a37a8495,normalized_product_name,False,False,False,,,single_e6e4f445d7a6,False,,development,3
12719,Women,Footwear,Shoes,Flats,Green,Fall,Casual,2011,Nike Women Butterfly Thong Green Flip Flops,False,True,True,True,True,data/raw/teacher/train/images_train/12719.jpg,60.0,80.0,0.75,RGB,JPEG,2139,63784679f332623d4bf18fb2ab1a84f820abf46b0a2868dcda5d883e565546f5,nike women butterfly thong green flip flops,family_73239c2f5cbc80a7,singleton,False,False,False,,,single_63784679f332,False,,development,1
12720,Unisex,Footwear,Sandal,Sandals,Black,Fall,Casual,2011,ADIDAS Unisex Casual Black Sandals,False,True,True,True,True,data/raw/teacher/train/images_train/12720.jpg,60.0,80.0,0.75,RGB,JPEG,17253,590aaa999cab19006e2e7bf8cf0fbfd0894e3dea919edab28d966a90a886222b,adidas unisex casual black sandals,family_e59a8705e40f9e03,normalized_product_name,False,False,False,,,single_590aaa999cab,False,,development,0
12721,Unisex,Footwear,Sandal,Sandals,Black,Fall,Casual,2011,ADIDAS Unisex Casual Black Sandals,False,True,True,True,True,data/raw/teacher/train/images_train/12721.jpg,60.0,80.0,0.75,RGB,JPEG,16497,6724a94d26cb67c9d1cac4c2c80f7f988d240f1888ba31db1cdc23f8957bedf0,adidas unisex casual black sandals,family_e59a8705e40f9e03,normalized_product_name,False,False,False,,,single_6724a94d26cb,False,,development,0
12722,Unisex,Footwear,Sandal,Sandals,Brown,Fall,Casual,2011,ADIDAS Unisex Casual Brown Sandals,False,True,True,True,True,data/raw/teacher/train/images_train/12722.jpg,60.0,80.0,0.75,RGB,JPEG,17091,42c7be476af3b9de495e6d180a04b0ec3eb71eab754a11c5cdeba9242836de3a,adidas unisex casual brown sandals,family_e87b026b7cf60aeb,singleton,False,False,False,,,single_42c7be476af3,False,,development,2
12723,,Footwear,Shoes,,White,,,2011,ADIDAS Men Streak White Sports Shoes,False,False,False,False,False,data/raw/teacher/train/images_train/12723.jpg,60.0,80.0,0.75,RGB,JPEG,15874,b6df5b5e3639c6e3f0ad785d91578dea2e2bef85e58f0124857e86f3ee2d2c81,adidas men streak white sports shoes,family_8f2663f80092ecd8,singleton,False,False,False,,,single_b6df5b5e3639,False,,holdout,
12724,,Footwear,Shoes,,Black,,,2011,ADIDAS Men Treklite Black Casual Shoes,False,False,False,False,False,data/raw/teacher/train/images_train/12724.jpg,60.0,80.0,0.75,RGB,JPEG,15796,fd690f98a82ebe1f828b797c16eff715fb9f54027118f5d472ed5d99b17b6bca,adidas men treklite black casual shoes,family_73b59ab723eaf0ea,singleton,False,False,False,,,single_fd690f98a82e,False,,holdout,
12725,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,2011,ADIDAS Men Anzo Breeze Brown Casual Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/12725.jpg,60.0,80.0,0.75,RGB,JPEG,14832,0edb93d415d48f275d86b0f3e703b16b5408d2bb8665a2ed7463d39b1c2fc795,adidas men anzo breeze brown casual shoes,family_35afcc127381902e,singleton,False,False,False,,,single_0edb93d415d4,False,,development,4
12726,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,2011,Timberland Men Solid Green  Plo T-Shirts,False,True,True,True,True,data/raw/teacher/train/images_train/12726.jpg,60.0,80.0,0.75,RGB,JPEG,1807,e2f1be55096dbb9e6d87c3e5eec35bd9ca63186468808e109ce178a5ac85f134,timberland men solid green plo t-shirts,family_044bf64408e5532e,singleton,False,False,False,,,single_e2f1be55096d,False,,development,3
12727,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,2011,Timberland Men Solid Green Polo T-Shirts,False,True,True,True,True,data/raw/teacher/train/images_train/12727.jpg,60.0,80.0,0.75,RGB,JPEG,2188,af709caa6fb7bf8af308dbedd60480db14af279c065913c56d0bc856bdb85b92,timberland men solid green polo t-shirts,family_47165840fb52da1b,singleton,False,False,False,,,single_af709caa6fb7,False,,development,0
12728,Men,Apparel,Topwear,Tshirts,Maroon,Fall,Casual,2011,Timberland Men Printed Maroon Tshirts,False,True,True,True,True,data/raw/teacher/train/images_train/12728.jpg,60.0,80.0,0.75,RGB,JPEG,2028,404843cb882507c04c716b1da2796785678de34d03b350cce6649cad8f28cfd0,timberland men printed maroon tshirts,family_641f2acadf337a56,singleton,False,False,False,,,single_404843cb8825,False,,development,0
12729,,Apparel,Topwear,,Black,,,2011,Timberland Men Printed Black Tshirts,False,False,False,False,False,data/raw/teacher/train/images_train/12729.jpg,60.0,80.0,0.75,RGB,JPEG,2221,29648d5abab94f4c049b9ea64e2f2c3ebf351cac69fb3b1fc52f4a26a58dd0a3,timberland men printed black tshirts,family_ccd8d1f9b9e281fb,singleton,False,False,False,,,single_29648d5abab9,False,,holdout,
12730,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual,2011,Timberland Men Solid Blue Sweatshirts,False,True,True,True,True,data/raw/teacher/train/images_train/12730.jpg,60.0,80.0,0.75,RGB,JPEG,1479,a05edbb544b51070107e4a3cfe3e37c832fdeb430b02496421b98332b1e9a185,timberland men solid blue sweatshirts,family_21b9877b53e6e221,singleton,False,False,False,,,single_a05edbb544b5,False,,development,3
12731,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,2011,Timberland Men Check Green Shirts,False,True,True,True,True,data/raw/teacher/train/images_train/12731.jpg,60.0,80.0,0.75,RGB,JPEG,1351,6860abbc1af07c95f1954c61b755cd97cc7c4a4f3f293f2a11138e9c826833a8,timberland men check green shirts,family_a98a1c3c7da97a62,singleton,False,False,False,,,single_6860abbc1af0,False,,development,4
12732,Unisex,Accessories,Bags,Backpacks,Black,Fall,Sports,2011,Nike Unisex Swoosh Black Backpack,False,True,True,True,True,data/raw/teacher/train/images_train/12732.jpg,60.0,80.0,0.75,RGB,JPEG,1523,9a5368f28f25cc879813c7d0640f08b1ed9cd0fa4eabbb9edb230813d1cf5da4,nike unisex swoosh black backpack,family_b8ffef9393c5b3d2,singleton,False,False,False,,,single_9a5368f28f25,False,,development,0
12733,Women,Accessories,Bags,Handbags,Pink,Fall,Sports,2011,Nike Women Pinkaland Pink Handbags,False,True,True,True,True,data/raw/teacher/train/images_train/12733.jpg,60.0,80.0,0.75,RGB,JPEG,15726,53893cd7340f41fee026d75c484ddc4caba79e5e4fdc47f2e82340de486f48b7,nike women pinkaland pink handbags,family_605a08e12621526e,singleton,False,False,False,,,single_53893cd7340f,False,,development,0
12734,Women,Accessories,Bags,Handbags,Black,Fall,Sports,2011,Nike Women Samba Black Handbags,False,True,True,True,True,data/raw/teacher/train/images_train/12734.jpg,60.0,80.0,0.75,RGB,JPEG,21041,ea56956ccde208fb92776ee347628e660fb0c4fee2fdcdf2353b515c49a959d9,nike women samba black handbags,family_70bcb04fe5558b34,singleton,False,False,False,,,single_ea56956ccde2,False,,development,4
12735,Unisex,Accessories,Headwear,Caps,Black,Fall,Sports,2011,Nike Unisex U Black Caps,False,True,True,True,True,data/raw/teacher/train/images_train/12735.jpg,60.0,80.0,0.75,RGB,JPEG,15915,0b85a7ea6665e00acc49c4a7afc6bd49685de1b22b11ef8018bfed7526a98df4,nike unisex u black caps,family_ac7c96ddf6be78fd,singleton,False,False,False,,,single_0b85a7ea6665,False,,development,0
12736,,Accessories,Socks,,Grey,,,2011,Nike Kids Sport Hi Quarter Pack of 3 Socks,False,False,False,False,False,data/raw/teacher/train/images_train/12736.jpg,60.0,80.0,0.75,RGB,JPEG,2800,e382e285808282cb774bb23acbedabfa6be69267b92ee2008943c592bba71e1c,nike kids sport hi quarter pack of 3 socks,family_f75e0ef3889a2489,singleton,False,False,False,,,single_e382e2858082,False,,holdout,
12737,Women,Accessories,Socks,Socks,White,Fall,Sports,2011,Nike Women Sports White Socks,False,True,True,True,True,data/raw/teacher/train/images_train/12737.jpg,60.0,80.0,0.75,RGB,JPEG,2983,e0cec61ac764d4607af4c1facca092cf0cc9d6bca4cea76556055f8d0768b194,nike women sports white socks,family_cbd3dec75126abd7,singleton,False,False,False,,,single_e0cec61ac764,False,,development,1
