id,usage,cv_fold,path,source_dataset,source_id,external_id,productDisplayName,source_url,label_evidence,label_strength,extension_family_group,audit_product_type,audit_annotation_basis,audit_family_size,audit_source_normalized,audit_evidence_level,audit_photo_style,audit_retirement_score,audit_retirement_reason,reason,shortlist_priority,shortlist_reason,shortlist_whole_family,visual_review_status
1000000052,Party,2,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHOEDTP4GJZGKCFS.png,flipkart_party,SHOEDTP4GJZGKCFS,flipkart_party:SHOEDTP4GJZGKCFS,Lemingo Party Wear Shoes,http://www.flipkart.com/lemingo-party-wear-shoes/p/itmedqedgzchygcw?pid=SHOEDTP4GJZGKCFS,"[""Party""]",source_exact_occasion,external_family_f3cd18c1ba0923650aaa,Other shoes,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000053,Party,4,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHOEGKU9SUZRXPHY.png,flipkart_party,SHOEGKU9SUZRXPHY,flipkart_party:SHOEGKU9SUZRXPHY,Gato Chief Tan Corporate Casuals,http://www.flipkart.com/gato-chief-tan-corporate-casuals/p/itmegku9ggkfd6ef?pid=SHOEGKU9SUZRXPHY,"[""Party""]",source_exact_occasion,external_family_48373e9297ae53bfae26,Other shoes,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000068,Party,1,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHTEDFFJMHZWSYT2.png,flipkart_party,SHTEDFFJMHZWSYT2,flipkart_party:SHTEDFFJMHZWSYT2,Van Heusen Men's Printed Party Shirt,http://www.flipkart.com/van-heusen-men-s-printed-party-shirt/p/itmedffjhmsewsub?pid=SHTEDFFJMHZWSYT2,"[""Party""]",source_exact_occasion,external_family_a0810ee63ce59c7487d8,Shirts,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000095,Party,1,data/external/rare_usage_20260906/images_60x80/flipkart_party/SUIEHFNUU3BDCGZN.png,flipkart_party,SUIEHFNUU3BDCGZN,flipkart_party:SUIEHFNUU3BDCGZN,Kute Kids Coat Suit Set Solid Boy's Suit,http://www.flipkart.com/kute-kids-coat-suit-set-solid-boy-s/p/itmehfnuggvp7a5y?pid=SUIEHFNUU3BDCGZN,"[""Party""]",source_exact_occasion,external_family_8d3ff0b21412c0fb6b36,Suits,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000118,Party,4,data/external/rare_usage_20260906/images_60x80/flipkart_party/TSHE44QJ9ZN7V7AT.png,flipkart_party,TSHE44QJ9ZN7V7AT,flipkart_party:TSHE44QJ9ZN7V7AT,Fritzberg Graphic Print Men's Round Neck T-Shirt,http://www.flipkart.com/fritzberg-graphic-print-men-s-round-neck-t-shirt/p/itme44qjztrkeexx?pid=TSHE44QJ9ZN7V7AT,"[""Party""]",source_exact_occasion,external_family_0d42a6e35bbe21f5cec5,Tshirts,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000572,Party,3,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_6f9b8041a07eaee21596.png,www.beginningboutique.com.au public catalogue,7030576250952,www.beginningboutique.com.au public catalogue:7030576250952,Tamia Pink Sequin Maxi Dress,https://www.beginningboutique.com.au/products/tamia-pink-sequin-maxi-dress,"Source collection: Party Dresses; product tags: evening-dresses, Party-Dresses",explicit_source_label,external_family_6f9b8041a07eaee21596,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.beginningboutique.com.au public catalogue,explicit_source_label,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000579,Party,3,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_b759fe391ad315ac529b.png,www.beginningboutique.com.au public catalogue,7038080680008,www.beginningboutique.com.au public catalogue:7038080680008,Khai Pink Ruffle Maxi Scarf Beaded Dress,https://www.beginningboutique.com.au/products/khai-pink-ruffle-maxi-beaded-dress,"Source collection: Party Dresses; product tags: evening-dresses, Party-Dresses",explicit_source_label,external_family_b759fe391ad315ac529b,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.beginningboutique.com.au public catalogue,explicit_source_label,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000587,Party,0,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_c1380ffc0ac8cbf307b3.png,www.beginningboutique.com.au public catalogue,7046126665800,www.beginningboutique.com.au public catalogue:7046126665800,Novie Yellow Tie Detail Satin Strapless Maxi Dress,https://www.beginningboutique.com.au/products/novie-yellow-tie-detail-satin-strapless-maxi-dress,"Source collection: Party Dresses; product tags: collection-cocktaildresses, evening-dresses, Party-Dresses",explicit_source_label,external_family_c1380ffc0ac8cbf307b3,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.beginningboutique.com.au public catalogue,explicit_source_label,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000597,Party,0,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_3421922b21581b3e83b2.png,www.beginningboutique.com.au public catalogue,7064354947144,www.beginningboutique.com.au public catalogue:7064354947144,Adhara Blue Lace Formal Maxi Dress,https://www.beginningboutique.com.au/products/adhara-blue-lace-formal-maxi-dress,"Source collection: Party Dresses; product tags: evening-dresses, Party-Dresses",explicit_source_label,external_family_3421922b21581b3e83b2,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.beginningboutique.com.au public catalogue,explicit_source_label,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000622,Party,1,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_4ca77170159f016075c9.png,www.meshki.com.au public catalogue,7171361407051,www.meshki.com.au public catalogue:7171361407051,Stephanie Cut Out Knit Maxi Dress - Ivory,https://www.meshki.com.au/products/stephanie-cut-out-knit-maxi-dress-ivory,"Source collection: Party Dresses; product description:  its maxi length, this unlined knit dress is perfect for an evening out or a special occasion.",product_text_inference,external_family_4ca77170159f016075c9,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.meshki.com.au public catalogue,product_text_inference,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000628,Party,4,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_2737b1ebcf73fb105d5d.png,www.meshki.com.au public catalogue,7244474712139,www.meshki.com.au public catalogue:7244474712139,Makari Sequin Maxi Dress - White,https://www.meshki.com.au/products/makari-sequin-maxi-dress-white,"Source collection: Party Dresses; product description: hook-and-eye closure provide a seamless finish. Perfect for evening soirées, statement moments, and turning heads all night long.",product_text_inference,external_family_2737b1ebcf73fb105d5d,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.meshki.com.au public catalogue,product_text_inference,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000634,Party,3,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_d67e05d5074ccfc886fe.png,www.meshki.com.au public catalogue,7309488390219,www.meshki.com.au public catalogue:7309488390219,Madison Strapless Slinky Maxi Dress - Coral,https://www.meshki.com.au/products/madison-strapless-slinky-maxi-dress-coral,"Source collection: Party Dresses; product description: lined for a smooth finish, this dress is the ultimate choice for evening soirées, galas, or any occasion where making a statement is a must.",product_text_inference,external_family_d67e05d5074ccfc886fe,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.meshki.com.au public catalogue,product_text_inference,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000658,Party,4,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_46ac19887b7e8d91918f.png,www.meshki.com.au public catalogue,7607743807563,www.meshki.com.au public catalogue:7607743807563,Belinda Beaded Knit & Chiffon Maxi Dress - Light Blue,https://www.meshki.com.au/products/belinda-beaded-knit-mini-dress-light-blue,"Source collection: Party Dresses; product description:  Dress blends soft structure with fluid movement for an elevated evening silhouette. Designed with adjustable shoulder straps and an elasticated neckline, it frames the upp",product_text_inference,external_family_46ac19887b7e8d91918f,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.meshki.com.au public catalogue,product_text_inference,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000669,Party,4,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_b287166e72e4fa5d96c4.png,www.reddress.com public catalogue,7935347163325,www.reddress.com public catalogue:7935347163325,Let's Dance Hot Pink Pleated Satin Lace Back Maxi Dress,https://www.reddress.com/products/lets-dance-hot-pink-pleated-satin-lace-back-maxi-dress,"Source collection: Party Dresses; product tags: Cocktail Dresses, Party Dresses",explicit_source_label,external_family_b287166e72e4fa5d96c4,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.reddress.com public catalogue,explicit_source_label,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000673,Party,0,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_657e92d9fb60a5270e6f.png,www.reddress.com public catalogue,8007105216701,www.reddress.com public catalogue:8007105216701,All Of Your Greatness Light Pink Floral Print Jacquard Midi Dress,https://www.reddress.com/products/all-of-your-greatness-light-pink-floral-print-jacquard-midi-dress,"Source collection: Party Dresses; product tags: Cocktail Dresses, Party Dresses",explicit_source_label,external_family_657e92d9fb60a5270e6f,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.reddress.com public catalogue,explicit_source_label,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000674,Party,4,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_6a5ea3cd7380c8057fae.png,www.reddress.com public catalogue,8007105249469,www.reddress.com public catalogue:8007105249469,Making An Entrance Yellow Green Floral Print Jacquard Midi Dress,https://www.reddress.com/products/making-an-entrance-yellow-green-floral-print-jacquard-midi-dress,"Source collection: Party Dresses; product tags: Cocktail Dresses, Party Dresses",explicit_source_label,external_family_6a5ea3cd7380c8057fae,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.reddress.com public catalogue,explicit_source_label,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000676,Party,4,data/external/rare_usage_expansion_20260906/images_60x80/party/rare_eed4ad917936ae171149.png,www.reddress.com public catalogue,8018225725629,www.reddress.com public catalogue:8018225725629,She Is The Moment Light Blue Satin Bow Front Mini Dress,https://www.reddress.com/products/she-is-the-moment-light-blue-satin-bow-front-mini-dress,"Source collection: Party Dresses; product tags: Cocktail Dresses, Party Dresses",explicit_source_label,external_family_eed4ad917936ae171149,Dresses,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,www.reddress.com public catalogue,explicit_source_label,Modelled dress; studio/lifestyle backgrounds; class sheet inspected,15,New intake is all modelled dresses; reduce style/source concentration only after replacement evidence passes,Visually reviewed bright/pale gown or styled-photo example; replace with a dark mini dress closer to teacher development catalogue views. Dress count stays fixed.,,,,reviewed_and_accepted
1000000169,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_f648505334c8d589f6de.png,Amazon Berkeley Objects,abo_B075SYM18X,Amazon Berkeley Objects:abo_B075SYM18X,Amazon Brand - Symbol Men's Suede Leather Casual Derby shoes,https://amazon.in/dp/B075SYM18X,Casual derby shoes made with genuine suede-leather; Cushioned footbed for maximum comfort; Versatile shoes that fit the casual and semi-formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000173,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_757a4c54f12747a0923c.png,Amazon Berkeley Objects,abo_B075T4QCXZ,Amazon Berkeley Objects:abo_B075T4QCXZ,Amazon Brand - Symbol Men's Leather Formal Slip,https://amazon.in/dp/B075T4QCXZ,Versatile shoes that fit the Formal and Semi-Formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000176,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_2eab9d19ec3f12a899c9.png,Amazon Berkeley Objects,abo_B075T4VKHS,Amazon Berkeley Objects:abo_B075T4VKHS,Amazon Brand - Symbol Men's Suede Leather Casual Derby shoes,https://amazon.in/dp/B075T4VKHS,Casual derby shoes made with genuine suede-leather; Cushioned footbed for maximum comfort; Versatile shoes that fit the casual and semi-formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000178,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_65c5118e5ba09f22fe74.png,Amazon Berkeley Objects,abo_B075T4ZV5S,Amazon Berkeley Objects:abo_B075T4ZV5S,Amazon Brand - Symbol Men's Leather Formal Slip,https://amazon.in/dp/B075T4ZV5S,Versatile shoes that fit the Formal and Semi-Formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000179,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_65aa282c6c67c3c824a2.png,Amazon Berkeley Objects,abo_B075T51144,Amazon Berkeley Objects:abo_B075T51144,Amazon Brand - Symbol Men's Leather Formal Brogue shoes,https://amazon.in/dp/B075T51144,Versatile shoes that fit the Formal and Semi-Formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000181,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_4388187bff94ecc200da.png,Amazon Berkeley Objects,abo_B075YY2QG4,Amazon Berkeley Objects:abo_B075YY2QG4,Amazon Brand - Symbol Men's Formal Derby shoes - 11 UK/India (45 EU)(AZ-OM-74A),https://amazon.in/dp/B075YY2QG4,Cushioned footbed and long lasting outsole; Formal derby shoes made with textured synthetic leather; Versatile shoes that fit the formal and semi-formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000185,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_979e8cb58ca4cc9312ce.png,Amazon Berkeley Objects,abo_B075YZL14W,Amazon Berkeley Objects:abo_B075YZL14W,Amazon Brand - Symbol Men's Leather Formal Shoes | Amazon ब्रांड - Symbol पुरुषों के लिए लेदर फॉर्मल ऑक्सफोर्ड शूज़,https://amazon.in/dp/B075YZL14W,Dark shading effect at front toe; Formal oxford shoes with slight broguing; Versatile shoes that fit the formal and semi-formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000188,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_cb77cff870169dc22732.png,Amazon Berkeley Objects,abo_B075Z1MXFM,Amazon Berkeley Objects:abo_B075Z1MXFM,Amazon Brand - Symbol Men's Leather Brogue shoes,https://amazon.in/dp/B075Z1MXFM,Contrast color sole; Modern brogue shoes made with genuine leather; Versatile shoes that fit the formal and semi-formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000190,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_3b58f261631135c66c8c.png,Amazon Berkeley Objects,abo_B075Z1R5ZJ,Amazon Berkeley Objects:abo_B075Z1R5ZJ,Amazon Brand - Symbol Men's Leather Brogue shoes,https://amazon.in/dp/B075Z1R5ZJ,Contrast color sole; Modern brogue shoes made with genuine leather; Versatile shoes that fit the formal and semi-formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000191,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_65290c57b494e5a735f7.png,Amazon Berkeley Objects,abo_B075Z1R64V,Amazon Berkeley Objects:abo_B075Z1R64V,Amazon Brand - Symbol Men's Leather Formal Oxford shoes with cap toe,https://amazon.in/dp/B075Z1R64V,Versatile shoes that fit the Formal and Semi-Formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000193,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_0210674a23dd4039514c.png,Amazon Berkeley Objects,abo_B075Z2FWNH,Amazon Berkeley Objects:abo_B075Z2FWNH,Amazon Brand - Symbol പുരുഷന്മാരുടെ സിന്തറ്റിക് ഫോർമൽ ഷൂസ് - തവിട്ട് - 9 uk | Amazon Brand - Symbol Men's Tan Synthetic Formal Shoes - 9 UK (AZ-KY-90B) | Amazon ब्रांड - Symbol पुरुषों के लिए सिंथेटिक फॉर्मल शूज़ - भूरा - 9 UK,https://amazon.in/dp/B075Z2FWNH,Versatile shoes that fit the formal and semi-formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
1000000195,Smart Casual,0,data/external/rare_usage_expansion_20260906/images_60x80/smart_casual/rare_afdf49943a205bcdf293.png,Amazon Berkeley Objects,abo_B075Z2ZV8J,Amazon Berkeley Objects:abo_B075Z2ZV8J,Amazon Brand - Symbol പുരുഷന്മാരുടെ സിന്തറ്റിക് ഫോർമൽ ഷൂസ് - നീല - 8 uk | Amazon Brand - Symbol Men's Navy Formal Derby Shoes with Handmade Sole - 8 UK/India (42 EU)(AZ-KY-91A) | Amazon ब्रांड - Symbol पुरुषों के लिए फॉर्मल डर्बी शूज़ हैंडमेड सोल के साथ  - नीला   - 8 UK,https://amazon.in/dp/B075Z2ZV8J,Versatile shoes that fit the formal and semi-formal wardrobe.,product_text_inference,external_family_9ad485e18ea86c290d4f,Shoes (formal/casual ambiguous),"Title rules plus class contact-sheet review; broad groups only, not target labels",49,amazon_berkeley_objects,product_text_inference,Isolated catalogue product; inspected class contact sheets,60,Formal/semi-formal product text does not establish exact Smart Casual label; Large conservative family: reduce repeated views/variants without splitting retained family,"Retire the entire 49-image conservative shoe family, whose text-based Smart Casual inference and single-fold concentration give little independent coverage; preserve other shoes.",1,Retire whole49-image conservative family: inferred semi-formal shoes and total fold0 concentration. Keep38 other broad shoes from both sources.,True,reviewed_and_accepted
