id,cv_fold,product_family_group,usage,articleType,path
7583,3,family_06df4191d5461db5,Sports,Tshirts,data/raw/teacher/train/images_train/7583.jpg
7586,3,family_490d3f320e422627,Sports,Sports Shoes,data/raw/teacher/train/images_train/7586.jpg
7593,1,family_35bb78127c4f2c52,Sports,Sports Shoes,data/raw/teacher/train/images_train/7593.jpg
7639,1,family_9ba37a22e4f57405,Sports,Tshirts,data/raw/teacher/train/images_train/7639.jpg
7663,1,family_64502d55e7e89f45,Sports,Tshirts,data/raw/teacher/train/images_train/7663.jpg
7684,1,family_3e1884b53656e0d4,Sports,Tshirts,data/raw/teacher/train/images_train/7684.jpg
7694,1,family_c2fd16a452da1060,Casual,Tshirts,data/raw/teacher/train/images_train/7694.jpg
7722,1,family_d21753641f9e0831,Casual,Casual Shoes,data/raw/teacher/train/images_train/7722.jpg
7737,2,family_9b7c4f02b47b2fb4,Sports,Caps,data/raw/teacher/train/images_train/7737.jpg
7741,1,family_d975b6d649745e93,Sports,Sports Shoes,data/raw/teacher/train/images_train/7741.jpg
7748,3,family_750feb5dd619fc36,Sports,Sports Shoes,data/raw/teacher/train/images_train/7748.jpg
7756,2,family_c4e2e9a17e38d281,Casual,Tshirts,data/raw/teacher/train/images_train/7756.jpg
7845,1,family_5c5388933de21b9c,Sports,Sports Shoes,data/raw/teacher/train/images_train/7845.jpg
7853,1,family_a69a7896a1cbdcea,Sports,Backpacks,data/raw/teacher/train/images_train/7853.jpg
7864,3,family_ded97258d1eec809,Formal,Formal Shoes,data/raw/teacher/train/images_train/7864.jpg
7875,3,family_5820260936cae44e,Sports,Shorts,data/raw/teacher/train/images_train/7875.jpg
7932,3,family_d2150586010e3b31,Sports,Lounge Pants,data/raw/teacher/train/images_train/7932.jpg
7938,2,family_93bad48c1cec2fd8,Sports,Tshirts,data/raw/teacher/train/images_train/7938.jpg
7948,3,family_36ad951cbf273885,Sports,Tshirts,data/raw/teacher/train/images_train/7948.jpg
7960,1,family_498e0c0c414c0bf0,Sports,Tshirts,data/raw/teacher/train/images_train/7960.jpg
7964,2,family_fac919549c4a4c9f,Sports,Tshirts,data/raw/teacher/train/images_train/7964.jpg
7965,2,family_9da8780a381915da,Sports,Tshirts,data/raw/teacher/train/images_train/7965.jpg
8040,3,family_2fe78f3a5504de1b,Sports,Tshirts,data/raw/teacher/train/images_train/8040.jpg
8063,1,family_ae08ef776d536d49,Formal,Formal Shoes,data/raw/teacher/train/images_train/8063.jpg
8064,2,family_c3c17abf2f19f7a4,Casual,Wallets,data/raw/teacher/train/images_train/8064.jpg
8071,1,family_e58bb6dcf3948e6c,Sports,Sports Shoes,data/raw/teacher/train/images_train/8071.jpg
8084,2,family_7c7fead4c7112bf7,Sports,Sports Shoes,data/raw/teacher/train/images_train/8084.jpg
8112,2,family_30185966d0c2e770,Casual,Watches,data/raw/teacher/train/images_train/8112.jpg
8143,1,family_44175460886bd889,Casual,Watches,data/raw/teacher/train/images_train/8143.jpg
8182,3,family_30e9c9f71470191b,Casual,Shirts,data/raw/teacher/train/images_train/8182.jpg
8212,3,family_5f65bd0309b05d2a,Casual,Watches,data/raw/teacher/train/images_train/8212.jpg
8276,3,family_13848743748e0030,Casual,Tshirts,data/raw/teacher/train/images_train/8276.jpg
8291,1,family_1c753160f146c373,Casual,Tshirts,data/raw/teacher/train/images_train/8291.jpg
8389,3,family_1a4050a4a05b3b79,Sports,Tshirts,data/raw/teacher/train/images_train/8389.jpg
8394,2,family_f0f06e6a36f7cb80,Sports,Tshirts,data/raw/teacher/train/images_train/8394.jpg
8401,1,family_bac6d66266e89278,Sports,Tshirts,data/raw/teacher/train/images_train/8401.jpg
8403,2,family_c7e17652d2550c69,Sports,Tshirts,data/raw/teacher/train/images_train/8403.jpg
8408,2,family_b4d61dc34f0d9ac2,Sports,Tshirts,data/raw/teacher/train/images_train/8408.jpg
8412,1,family_e4a01106d28da364,Sports,Tshirts,data/raw/teacher/train/images_train/8412.jpg
8426,1,family_e78dcd2ab23bdc60,Sports,Basketballs,data/raw/teacher/train/images_train/8426.jpg
8439,3,family_7890391448702e41,Casual,Tops,data/raw/teacher/train/images_train/8439.jpg
8480,3,family_cc6a251fac8cad5d,Casual,Dresses,data/raw/teacher/train/images_train/8480.jpg
8513,2,family_9e17d9aef211177d,Sports,Backpacks,data/raw/teacher/train/images_train/8513.jpg
8636,1,family_d2fea184642c1e7e,Casual,Sunglasses,data/raw/teacher/train/images_train/8636.jpg
8653,2,family_ff9a64b244f71656,Casual,Sunglasses,data/raw/teacher/train/images_train/8653.jpg
8667,2,family_6ecfcccd10de676b,Casual,Sunglasses,data/raw/teacher/train/images_train/8667.jpg
8790,3,family_e89ff6fbc72de7c3,Formal,Shirts,data/raw/teacher/train/images_train/8790.jpg
8884,2,family_28f2f92442d4344a,Formal,Trousers,data/raw/teacher/train/images_train/8884.jpg
8888,1,family_2926a2731f4b312c,Formal,Shirts,data/raw/teacher/train/images_train/8888.jpg
8892,2,family_f13049b287e2ce65,Formal,Trousers,data/raw/teacher/train/images_train/8892.jpg
8904,1,family_f522915c780209c1,Formal,Trousers,data/raw/teacher/train/images_train/8904.jpg
8908,1,family_165e75840c3993a1,Sports,Sports Shoes,data/raw/teacher/train/images_train/8908.jpg
8911,1,family_b759ee249f22ecb6,Casual,Casual Shoes,data/raw/teacher/train/images_train/8911.jpg
8917,1,family_599a18be4f4e47d3,Casual,Belts,data/raw/teacher/train/images_train/8917.jpg
8948,3,family_098a1cf1c6d3dabb,Formal,Trousers,data/raw/teacher/train/images_train/8948.jpg
8952,3,family_6408d110f4b8a5e6,Formal,Trousers,data/raw/teacher/train/images_train/8952.jpg
8965,2,family_d206553aab2da3c3,Sports,Sports Shoes,data/raw/teacher/train/images_train/8965.jpg
8966,1,family_d9eac2f7abefa888,Sports,Sports Shoes,data/raw/teacher/train/images_train/8966.jpg
8972,2,family_3fa7c8121f5ff069,Sports,Sports Shoes,data/raw/teacher/train/images_train/8972.jpg
8989,2,family_03aaef0fd45d47ee,Casual,Casual Shoes,data/raw/teacher/train/images_train/8989.jpg
9024,2,family_d8e74bea72251416,NA,Sandals,data/raw/teacher/train/images_train/9024.jpg
9028,1,family_fc36afd4b44b6c4f,Casual,Casual Shoes,data/raw/teacher/train/images_train/9028.jpg
9037,1,family_b67e21816864c4f6,Formal,Formal Shoes,data/raw/teacher/train/images_train/9037.jpg
9038,3,family_a86656c677dcfeb4,Formal,Formal Shoes,data/raw/teacher/train/images_train/9038.jpg
9039,1,family_3b32bab39d4e9afe,Formal,Formal Shoes,data/raw/teacher/train/images_train/9039.jpg
9041,2,family_2ec1d83738358cd8,Formal,Formal Shoes,data/raw/teacher/train/images_train/9041.jpg
9042,1,family_ee4f8781fe28ccc7,Formal,Formal Shoes,data/raw/teacher/train/images_train/9042.jpg
9043,3,family_c8a3fdb7844b5c82,Formal,Formal Shoes,data/raw/teacher/train/images_train/9043.jpg
9061,2,family_36bc5077fa3b0cc3,Formal,Shirts,data/raw/teacher/train/images_train/9061.jpg
9069,3,family_7f64efa262b2637c,Formal,Shirts,data/raw/teacher/train/images_train/9069.jpg
9071,3,family_6ef06d822acc0bcb,Formal,Shirts,data/raw/teacher/train/images_train/9071.jpg
9075,1,family_62df359b89820ebe,Sports,Shorts,data/raw/teacher/train/images_train/9075.jpg
9079,1,family_fae26219b0f6340c,Sports,Shorts,data/raw/teacher/train/images_train/9079.jpg
9083,3,family_a1336c6de4926f9e,Sports,Track Pants,data/raw/teacher/train/images_train/9083.jpg
9112,3,family_cce19cc2cd213efd,Sports,Sports Shoes,data/raw/teacher/train/images_train/9112.jpg
9173,3,family_a58b724c8f5078b3,Casual,Jeans,data/raw/teacher/train/images_train/9173.jpg
9180,2,family_b838f5e640f108e4,Casual,Tshirts,data/raw/teacher/train/images_train/9180.jpg
9203,3,family_b21b2845209ad0b0,Sports,Sports Shoes,data/raw/teacher/train/images_train/9203.jpg
9231,1,family_79a24793eb849eba,Formal,Shirts,data/raw/teacher/train/images_train/9231.jpg
9239,1,family_b9037563f309325e,Formal,Shirts,data/raw/teacher/train/images_train/9239.jpg
9242,2,family_5ce4631674059041,Formal,Shirts,data/raw/teacher/train/images_train/9242.jpg
9250,2,family_6e1eb412d607ec13,Formal,Shirts,data/raw/teacher/train/images_train/9250.jpg
9270,2,family_8d2b7fd50d586b74,Formal,Shirts,data/raw/teacher/train/images_train/9270.jpg
9351,3,family_04786952027e5912,Casual,Socks,data/raw/teacher/train/images_train/9351.jpg
9358,3,family_0ae6ddf6317e9c68,Casual,Socks,data/raw/teacher/train/images_train/9358.jpg
9382,1,family_65439b2347e3c457,Casual,Casual Shoes,data/raw/teacher/train/images_train/9382.jpg
9401,1,family_1f4c90a452f1c8b8,Sports,Sports Shoes,data/raw/teacher/train/images_train/9401.jpg
9402,3,family_89ea3b15dd9ef756,Sports,Sports Shoes,data/raw/teacher/train/images_train/9402.jpg
9415,1,family_8c77895f23a54390,Formal,Shirts,data/raw/teacher/train/images_train/9415.jpg
9416,2,family_652c3c3753845d6c,Formal,Shirts,data/raw/teacher/train/images_train/9416.jpg
9420,3,family_4f3a221dd152c16c,Formal,Shirts,data/raw/teacher/train/images_train/9420.jpg
9451,3,family_1f6595a0e6faf8bf,Formal,Shirts,data/raw/teacher/train/images_train/9451.jpg
9453,3,family_14dde4854ebc9224,Formal,Shirts,data/raw/teacher/train/images_train/9453.jpg
9460,2,family_a0027863dd7419e5,Formal,Shirts,data/raw/teacher/train/images_train/9460.jpg
9465,3,family_c160d67699ae01e6,Formal,Shirts,data/raw/teacher/train/images_train/9465.jpg
9471,3,family_2e502f3968ad4c22,Formal,Shirts,data/raw/teacher/train/images_train/9471.jpg
9473,2,family_2e9dae7c19e02721,Formal,Shirts,data/raw/teacher/train/images_train/9473.jpg
9498,1,family_91f43bbe86e7ec58,Formal,Shirts,data/raw/teacher/train/images_train/9498.jpg
9521,1,family_7681f0387d875532,Formal,Shirts,data/raw/teacher/train/images_train/9521.jpg
9530,1,family_ebda43f475bb8d35,Sports,Tshirts,data/raw/teacher/train/images_train/9530.jpg
9537,3,family_cd7461b614c43ae7,Sports,Tshirts,data/raw/teacher/train/images_train/9537.jpg
9541,2,family_fadc157f46354d70,Sports,Tshirts,data/raw/teacher/train/images_train/9541.jpg
9546,3,family_220827bba803e974,Sports,Tshirts,data/raw/teacher/train/images_train/9546.jpg
9551,2,family_2d7653f05e02be2e,Sports,Tshirts,data/raw/teacher/train/images_train/9551.jpg
9552,1,family_5dc5bcd84be35949,Sports,Tshirts,data/raw/teacher/train/images_train/9552.jpg
9565,3,family_a23a9168827855aa,Formal,Shirts,data/raw/teacher/train/images_train/9565.jpg
9588,2,family_d9b03dd593468b4e,Formal,Shirts,data/raw/teacher/train/images_train/9588.jpg
9599,2,family_2b1aa576bd0c7ae2,Formal,Shirts,data/raw/teacher/train/images_train/9599.jpg
9604,3,family_6c80cf1e44d265f1,Formal,Shirts,data/raw/teacher/train/images_train/9604.jpg
9605,1,family_f83745bc2b36f8cf,Casual,Shirts,data/raw/teacher/train/images_train/9605.jpg
9636,2,family_fee49aa26d37f5e2,Casual,Shirts,data/raw/teacher/train/images_train/9636.jpg
9697,3,family_dad8f8d25311093a,Formal,Formal Shoes,data/raw/teacher/train/images_train/9697.jpg
9701,1,family_2306c899cdd84c7c,Formal,Formal Shoes,data/raw/teacher/train/images_train/9701.jpg
9702,2,family_73352dbe01eaf5e0,Formal,Formal Shoes,data/raw/teacher/train/images_train/9702.jpg
9705,3,family_9fe97dc2f4b0fcd0,Formal,Sandals,data/raw/teacher/train/images_train/9705.jpg
9707,1,family_ba26357006c2de21,Formal,Sandals,data/raw/teacher/train/images_train/9707.jpg
9752,3,family_37ce8e1e093e24e2,Smart Casual,Shirts,data/raw/teacher/train/images_train/9752.jpg
9762,2,family_0da4b104c4d8589f,Formal,Formal Shoes,data/raw/teacher/train/images_train/9762.jpg
9777,3,family_0f31c318c80aefd4,Casual,Track Pants,data/raw/teacher/train/images_train/9777.jpg
9854,3,family_4168d192b5bbc2be,Formal,Trousers,data/raw/teacher/train/images_train/9854.jpg
9892,2,family_b37cdc759f678ab5,Formal,Trousers,data/raw/teacher/train/images_train/9892.jpg
9900,2,family_21cedfef481c0e0c,Casual,Jeans,data/raw/teacher/train/images_train/9900.jpg
9954,1,family_541aa104195ce680,Sports,Tshirts,data/raw/teacher/train/images_train/9954.jpg
9956,3,family_637dab24bb4c101d,Sports,Tshirts,data/raw/teacher/train/images_train/9956.jpg
9964,3,family_ddfba1616217aeef,Sports,Tshirts,data/raw/teacher/train/images_train/9964.jpg
9965,1,family_3829de69d2b20187,Sports,Wristbands,data/raw/teacher/train/images_train/9965.jpg
9967,1,family_10e8d3c45549d119,Sports,Track Pants,data/raw/teacher/train/images_train/9967.jpg
9971,2,family_d1089d0df6e55a65,Sports,Sweatshirts,data/raw/teacher/train/images_train/9971.jpg
9972,1,family_afd625562b786f99,Sports,Tshirts,data/raw/teacher/train/images_train/9972.jpg
10013,3,family_5264efea3b4678d5,Sports,Tshirts,data/raw/teacher/train/images_train/10013.jpg
10014,2,family_21049fe0067fdec0,Sports,Caps,data/raw/teacher/train/images_train/10014.jpg
10017,3,family_7249e959389029a8,Sports,Jackets,data/raw/teacher/train/images_train/10017.jpg
10075,2,family_2239804df6c32522,Casual,Tshirts,data/raw/teacher/train/images_train/10075.jpg
10089,2,family_f887a1298b1981f1,Sports,Sports Shoes,data/raw/teacher/train/images_train/10089.jpg
10112,2,family_dfcea1df719388c3,Sports,Sports Shoes,data/raw/teacher/train/images_train/10112.jpg
10113,2,family_a85080a4a1662376,Sports,Sports Shoes,data/raw/teacher/train/images_train/10113.jpg
10153,2,family_40a7b25df619e088,Formal,Formal Shoes,data/raw/teacher/train/images_train/10153.jpg
10196,2,family_fd468dc562126502,Casual,Handbags,data/raw/teacher/train/images_train/10196.jpg
10239,1,family_c230f6b770dfcbfc,Casual,Watches,data/raw/teacher/train/images_train/10239.jpg
10254,3,family_85c525b08f8384df,Casual,Handbags,data/raw/teacher/train/images_train/10254.jpg
10257,3,family_9966121111d035d0,Formal,Trousers,data/raw/teacher/train/images_train/10257.jpg
10259,3,family_8f555090a20bdeb4,Formal,Trousers,data/raw/teacher/train/images_train/10259.jpg
10262,1,family_f3440b26ec8855fc,Formal,Trousers,data/raw/teacher/train/images_train/10262.jpg
10264,3,family_69ebeab6989b3506,Formal,Formal Shoes,data/raw/teacher/train/images_train/10264.jpg
10268,2,family_7dcf1501322b9be7,Formal,Formal Shoes,data/raw/teacher/train/images_train/10268.jpg
10275,1,family_6b454452a2b647e4,Formal,Formal Shoes,data/raw/teacher/train/images_train/10275.jpg
10277,2,family_a02f9fecad6c9eff,Smart Casual,Formal Shoes,data/raw/teacher/train/images_train/10277.jpg
10281,1,family_54409a01733cb9ff,Formal,Formal Shoes,data/raw/teacher/train/images_train/10281.jpg
10302,1,family_74d043c8f4a0a99f,Formal,Formal Shoes,data/raw/teacher/train/images_train/10302.jpg
10355,3,family_49d688549556fcb0,Formal,Shirts,data/raw/teacher/train/images_train/10355.jpg
10362,1,family_b343a2a74aab421d,Casual,Tshirts,data/raw/teacher/train/images_train/10362.jpg
10374,2,family_19c03c86c20ca0fb,Casual,Tshirts,data/raw/teacher/train/images_train/10374.jpg
10381,1,family_975ecb9268eebad2,Formal,Shirts,data/raw/teacher/train/images_train/10381.jpg
10382,3,family_9286c9820b0c1c39,Casual,Tops,data/raw/teacher/train/images_train/10382.jpg
10449,2,family_5451d4ebd9d5d4c9,Casual,Tshirts,data/raw/teacher/train/images_train/10449.jpg
10473,3,family_f86545578247ddc9,Casual,Shirts,data/raw/teacher/train/images_train/10473.jpg
10495,2,family_2e80f496de2bb84e,Casual,Shirts,data/raw/teacher/train/images_train/10495.jpg
10533,1,family_498f5fbc64890cf8,Sports,Sports Shoes,data/raw/teacher/train/images_train/10533.jpg
10583,2,family_8d246e711e70b26c,Formal,Watches,data/raw/teacher/train/images_train/10583.jpg
10630,2,family_5208ac35cc63a8d7,Casual,Casual Shoes,data/raw/teacher/train/images_train/10630.jpg
10637,1,family_4d79986143fd9eb5,Formal,Formal Shoes,data/raw/teacher/train/images_train/10637.jpg
10778,3,family_968a148ad72ff5d5,Sports,Shorts,data/raw/teacher/train/images_train/10778.jpg
10862,3,family_e187c25df3c7f7fc,Casual,Tshirts,data/raw/teacher/train/images_train/10862.jpg
11062,2,family_bedf1476e01b61b8,Casual,Shirts,data/raw/teacher/train/images_train/11062.jpg
11063,1,family_c1d9c0a95a7a13c5,Formal,Shirts,data/raw/teacher/train/images_train/11063.jpg
11067,3,family_5efcd827f4b7af3f,Formal,Shirts,data/raw/teacher/train/images_train/11067.jpg
11079,3,family_dc603647271943ad,Casual,Shirts,data/raw/teacher/train/images_train/11079.jpg
11099,2,family_b1c7f753016816ba,Ethnic,Leggings,data/raw/teacher/train/images_train/11099.jpg
11102,1,family_a3a224d824568a52,Formal,Shirts,data/raw/teacher/train/images_train/11102.jpg
11104,2,family_bc786939d2199467,Formal,Shirts,data/raw/teacher/train/images_train/11104.jpg
11114,2,family_9ddfc37d227e1417,Formal,Shirts,data/raw/teacher/train/images_train/11114.jpg
11147,3,family_04cd39af3040f67b,Casual,Shirts,data/raw/teacher/train/images_train/11147.jpg
11151,3,family_a97cfc50785e1b81,Formal,Ties,data/raw/teacher/train/images_train/11151.jpg
11152,2,family_b8266706c32c83c0,Formal,Ties,data/raw/teacher/train/images_train/11152.jpg
11156,3,family_3cdf6606f34d380d,Formal,Ties,data/raw/teacher/train/images_train/11156.jpg
11158,2,family_d0a50d26a514417b,Formal,Ties,data/raw/teacher/train/images_train/11158.jpg
11159,1,family_b07f013118ea1a47,Formal,Ties,data/raw/teacher/train/images_train/11159.jpg
11167,1,family_5ec0b368f71e26fc,Formal,Shirts,data/raw/teacher/train/images_train/11167.jpg
11172,2,family_1bfd011fd17d2901,Casual,Sweaters,data/raw/teacher/train/images_train/11172.jpg
11246,3,family_31365e4ed8b121b4,Sports,Sweatshirts,data/raw/teacher/train/images_train/11246.jpg
11324,2,family_d4ed6737078e4398,Smart Casual,Trousers,data/raw/teacher/train/images_train/11324.jpg
11359,2,family_40c2291301edbbcc,Casual,Tshirts,data/raw/teacher/train/images_train/11359.jpg
11366,3,family_02d26c9a4bd468f5,Casual,Tops,data/raw/teacher/train/images_train/11366.jpg
11486,1,family_25633ae9c1f96e84,Sports,Watches,data/raw/teacher/train/images_train/11486.jpg
11487,2,family_6a1befc44c314642,Sports,Watches,data/raw/teacher/train/images_train/11487.jpg
11534,1,family_f1f1de4292031011,Ethnic,Kurtas,data/raw/teacher/train/images_train/11534.jpg
11537,1,family_5908231e1e63a45f,Ethnic,Kurtas,data/raw/teacher/train/images_train/11537.jpg
11546,1,family_9b8d80dc61923eb6,Ethnic,Kurtas,data/raw/teacher/train/images_train/11546.jpg
11548,1,family_52b050bd4ab8dd73,Ethnic,Kurtas,data/raw/teacher/train/images_train/11548.jpg
11581,3,family_c5edab57e5ade17e,Ethnic,Kurtas,data/raw/teacher/train/images_train/11581.jpg
11605,2,family_ac388f09d79becec,Ethnic,Kurtis,data/raw/teacher/train/images_train/11605.jpg
11611,2,family_6caf8cb7c55f641e,Ethnic,Kurtas,data/raw/teacher/train/images_train/11611.jpg
11620,3,family_4bcdee47f1d76324,Ethnic,Kurtas,data/raw/teacher/train/images_train/11620.jpg
11622,3,family_1b023db7bba00593,Ethnic,Kurtas,data/raw/teacher/train/images_train/11622.jpg
11623,2,family_aac7d4dc2eb6e607,Ethnic,Kurtis,data/raw/teacher/train/images_train/11623.jpg
11638,1,family_ba03cd9ba89f9e73,Casual,Watches,data/raw/teacher/train/images_train/11638.jpg
11740,2,family_98c4dc334adef12e,Casual,Tshirts,data/raw/teacher/train/images_train/11740.jpg
11788,1,family_589488305d66fc88,Ethnic,Kurtas,data/raw/teacher/train/images_train/11788.jpg
11789,3,family_de79c1aa031f96e0,Ethnic,Kurtas,data/raw/teacher/train/images_train/11789.jpg
11793,3,family_df3c08c16d3293f5,Ethnic,Kurtas,data/raw/teacher/train/images_train/11793.jpg
11801,1,family_6783c71f418437a2,Ethnic,Kurtas,data/raw/teacher/train/images_train/11801.jpg
11803,2,family_90f57b00c1a634f5,Ethnic,Kurtas,data/raw/teacher/train/images_train/11803.jpg
11804,2,family_01b786ce9f6cee2a,Ethnic,Kurtas,data/raw/teacher/train/images_train/11804.jpg
11806,1,family_3b02f927c840a361,Ethnic,Kurtas,data/raw/teacher/train/images_train/11806.jpg
11869,1,family_57ee51d78ea428d1,Formal,Formal Shoes,data/raw/teacher/train/images_train/11869.jpg
11885,1,family_08ae804484bb82a1,Formal,Formal Shoes,data/raw/teacher/train/images_train/11885.jpg
11899,2,family_4f2557b700cdb11b,Formal,Formal Shoes,data/raw/teacher/train/images_train/11899.jpg
11908,3,family_3d53014704baaaee,Formal,Sandals,data/raw/teacher/train/images_train/11908.jpg
11920,1,family_6fe25e440e5dbafe,Formal,Formal Shoes,data/raw/teacher/train/images_train/11920.jpg
11921,3,family_ada89cd9e7907d7e,Formal,Formal Shoes,data/raw/teacher/train/images_train/11921.jpg
11930,1,family_c3c24b553e252bb3,Sports,Sports Shoes,data/raw/teacher/train/images_train/11930.jpg
11977,2,family_de24cf852f0270fe,Casual,Sandals,data/raw/teacher/train/images_train/11977.jpg
12011,2,family_b5d9c3c05080d2c9,Formal,Shirts,data/raw/teacher/train/images_train/12011.jpg
12012,1,family_de04949ec5cd89f5,Formal,Shirts,data/raw/teacher/train/images_train/12012.jpg
12016,3,family_1fef5a401be62462,Formal,Shirts,data/raw/teacher/train/images_train/12016.jpg
12018,1,family_f87507d7d6e37c82,Formal,Shirts,data/raw/teacher/train/images_train/12018.jpg
12025,1,family_71a64bbcb5c3b9dd,Formal,Shirts,data/raw/teacher/train/images_train/12025.jpg
12030,2,family_f3e0a5976e99b4c7,Formal,Shirts,data/raw/teacher/train/images_train/12030.jpg
12056,1,family_741fe09b6cf82394,Ethnic,Kurtas,data/raw/teacher/train/images_train/12056.jpg
12067,3,family_9a71b49e6bf06efd,Ethnic,Kurtas,data/raw/teacher/train/images_train/12067.jpg
12089,2,family_06235b5aed863034,Ethnic,Kurtas,data/raw/teacher/train/images_train/12089.jpg
12107,1,family_fbd039d88fe073c7,Ethnic,Kurtis,data/raw/teacher/train/images_train/12107.jpg
12122,1,family_dac83bb166491b23,Ethnic,Kurtas,data/raw/teacher/train/images_train/12122.jpg
12123,3,family_c492e2a3e4f6cc9c,Ethnic,Kurtas,data/raw/teacher/train/images_train/12123.jpg
12124,1,family_9766638817ec53c3,Ethnic,Kurtas,data/raw/teacher/train/images_train/12124.jpg
12126,2,family_75a98354e6532ce3,Ethnic,Kurtas,data/raw/teacher/train/images_train/12126.jpg
12134,2,family_42636ae0aa266163,Ethnic,Kurtas,data/raw/teacher/train/images_train/12134.jpg
12135,2,family_ec5428386afee3c3,Ethnic,Kurtas,data/raw/teacher/train/images_train/12135.jpg
12137,3,family_fd4ef6b8d5d5cd85,Ethnic,Kurtas,data/raw/teacher/train/images_train/12137.jpg
12146,1,family_879d43d2f0dbd425,Ethnic,Kurtis,data/raw/teacher/train/images_train/12146.jpg
12149,1,family_9db878fd06dd7587,Ethnic,Kurtis,data/raw/teacher/train/images_train/12149.jpg
12151,3,family_e27ff4a5d0f886f9,Ethnic,Kurtis,data/raw/teacher/train/images_train/12151.jpg
12156,3,family_e7d1f058d0666236,Ethnic,Leggings,data/raw/teacher/train/images_train/12156.jpg
12157,1,family_b1f423709270237d,Ethnic,Leggings,data/raw/teacher/train/images_train/12157.jpg
12160,1,family_e5940ff023c4b0e4,Ethnic,Leggings,data/raw/teacher/train/images_train/12160.jpg
12162,1,family_af83147e904690a9,Ethnic,Leggings,data/raw/teacher/train/images_train/12162.jpg
12163,3,family_d305006c273786c8,Ethnic,Leggings,data/raw/teacher/train/images_train/12163.jpg
12164,2,family_155ef8c3dcca4207,Ethnic,Dupatta,data/raw/teacher/train/images_train/12164.jpg
12167,2,family_78a59b56b6e64678,Ethnic,Dupatta,data/raw/teacher/train/images_train/12167.jpg
12213,1,family_57264ece047b09ae,Casual,Trousers,data/raw/teacher/train/images_train/12213.jpg
12214,1,family_e5cc06e39f70a9aa,Formal,Trousers,data/raw/teacher/train/images_train/12214.jpg
12217,3,family_e8001139c41a3465,Formal,Trousers,data/raw/teacher/train/images_train/12217.jpg
12220,1,family_d1faa63ee9644e85,Formal,Trousers,data/raw/teacher/train/images_train/12220.jpg
12223,2,family_f861f085b808d6d4,Formal,Trousers,data/raw/teacher/train/images_train/12223.jpg
12224,3,family_8cdf2de10225179c,Formal,Trousers,data/raw/teacher/train/images_train/12224.jpg
12234,1,family_b18c0492399adb60,Formal,Shirts,data/raw/teacher/train/images_train/12234.jpg
12237,2,family_ea73b925dc502d40,Formal,Shirts,data/raw/teacher/train/images_train/12237.jpg
12238,2,family_4131fea91206540f,Formal,Shirts,data/raw/teacher/train/images_train/12238.jpg
12242,3,family_b1f200df417b17b0,Formal,Shirts,data/raw/teacher/train/images_train/12242.jpg
12244,2,family_429c353370c9b361,Formal,Shirts,data/raw/teacher/train/images_train/12244.jpg
12246,1,family_942cc0da94bdf4d4,Formal,Shirts,data/raw/teacher/train/images_train/12246.jpg
12253,2,family_9fcabe19e7fb2580,Formal,Shirts,data/raw/teacher/train/images_train/12253.jpg
12259,2,family_7f869ca6e6671f80,Formal,Shirts,data/raw/teacher/train/images_train/12259.jpg
12266,3,family_2b356a4bc037a889,Formal,Shirts,data/raw/teacher/train/images_train/12266.jpg
12296,3,family_5db7fa704b475a15,Formal,Shirts,data/raw/teacher/train/images_train/12296.jpg
12316,3,family_1cfc0e728d7d533b,Formal,Shirts,data/raw/teacher/train/images_train/12316.jpg
12357,3,family_6e9ec3205510fbf7,Formal,Shirts,data/raw/teacher/train/images_train/12357.jpg
12360,3,family_463f5b811b7891a3,Formal,Shirts,data/raw/teacher/train/images_train/12360.jpg
12364,3,family_0f897999c802937e,Formal,Shirts,data/raw/teacher/train/images_train/12364.jpg
12371,3,family_118eb258575d890c,Formal,Shirts,data/raw/teacher/train/images_train/12371.jpg
12372,2,family_5675b0f0b189fe72,Formal,Shirts,data/raw/teacher/train/images_train/12372.jpg
12374,1,family_312979bbc038612c,Formal,Shirts,data/raw/teacher/train/images_train/12374.jpg
12381,1,family_fa9c04297f990f56,Formal,Shirts,data/raw/teacher/train/images_train/12381.jpg
12388,2,family_cb633ac0a288ee6a,Formal,Ties,data/raw/teacher/train/images_train/12388.jpg
12390,2,family_059787bfae244d88,Formal,Ties,data/raw/teacher/train/images_train/12390.jpg
12392,2,family_06a0554d3357222d,Formal,Socks,data/raw/teacher/train/images_train/12392.jpg
12393,2,family_89353aefff61f8e8,Formal,Socks,data/raw/teacher/train/images_train/12393.jpg
12396,1,family_c70d3faac0c3af4d,Formal,Socks,data/raw/teacher/train/images_train/12396.jpg
12407,1,family_70e759ac2b469665,Formal,Socks,data/raw/teacher/train/images_train/12407.jpg
12447,2,family_2add97f6cfa30252,NA,Shoe Accessories,data/raw/teacher/train/images_train/12447.jpg
12448,3,family_4ffa4fb7d1176010,NA,Shoe Accessories,data/raw/teacher/train/images_train/12448.jpg
12451,1,family_ee38e7799140fe2e,NA,Shoe Accessories,data/raw/teacher/train/images_train/12451.jpg
12467,1,family_b867324a34260ee1,Formal,Ties,data/raw/teacher/train/images_train/12467.jpg
12695,3,family_83e276764a37a6a5,Sports,Sports Shoes,data/raw/teacher/train/images_train/12695.jpg
12713,2,family_885bec1d0a921e9e,Sports,Sports Shoes,data/raw/teacher/train/images_train/12713.jpg
