id,cv_fold,product_family_group,gender,usage,path
35395,1,family_d6d01059e6eab1f7,Men,Formal,data/raw/teacher/train/images_train/35395.jpg
35475,1,family_7d05fdd0bb864d34,Men,Formal,data/raw/teacher/train/images_train/35475.jpg
35532,1,family_5e4985a28ca7cc41,Girls,Casual,data/raw/teacher/train/images_train/35532.jpg
35558,2,family_d274c96010c5b6df,Girls,Casual,data/raw/teacher/train/images_train/35558.jpg
35828,1,family_26c5ec5cc1281542,Unisex,Travel,data/raw/teacher/train/images_train/35828.jpg
35891,2,family_05bce76981174b7f,Boys,Casual,data/raw/teacher/train/images_train/35891.jpg
35999,2,family_c5cbc98e45ddf2b7,Boys,Casual,data/raw/teacher/train/images_train/35999.jpg
36089,3,family_7f0ea3abaf330aeb,Unisex,Casual,data/raw/teacher/train/images_train/36089.jpg
36206,2,family_17782563659b29d5,Boys,Casual,data/raw/teacher/train/images_train/36206.jpg
36216,2,family_e025661517d639c0,Girls,Casual,data/raw/teacher/train/images_train/36216.jpg
36321,3,family_b8794eafd16b777f,Boys,Casual,data/raw/teacher/train/images_train/36321.jpg
36493,1,family_1ce331b2e44e5c98,Women,Ethnic,data/raw/teacher/train/images_train/36493.jpg
36731,3,family_4e6cb99583a7632c,Girls,Casual,data/raw/teacher/train/images_train/36731.jpg
37102,1,family_889c7cc00d3902ca,Men,Formal,data/raw/teacher/train/images_train/37102.jpg
37199,3,family_5bbabb2a0ee5217e,Boys,Casual,data/raw/teacher/train/images_train/37199.jpg
37201,3,family_af00b3556b4b0ded,Girls,Casual,data/raw/teacher/train/images_train/37201.jpg
37220,2,family_e76a9ac864ed336a,Boys,Casual,data/raw/teacher/train/images_train/37220.jpg
37584,2,family_8c303b8b0b0aecad,Girls,Casual,data/raw/teacher/train/images_train/37584.jpg
37600,1,family_7c7d564d8b4da2ba,Boys,Casual,data/raw/teacher/train/images_train/37600.jpg
37602,3,family_e6d3572837530031,Girls,Casual,data/raw/teacher/train/images_train/37602.jpg
37624,1,family_42ae45361f357523,Boys,Casual,data/raw/teacher/train/images_train/37624.jpg
37637,1,family_693dace162f773a7,Girls,Casual,data/raw/teacher/train/images_train/37637.jpg
37757,2,family_f9779dacec79ba1a,Men,Casual,data/raw/teacher/train/images_train/37757.jpg
37795,1,family_3069abac91e9456a,Men,Formal,data/raw/teacher/train/images_train/37795.jpg
38248,3,family_e2a1e46d34e06b4a,Boys,Casual,data/raw/teacher/train/images_train/38248.jpg
38327,1,family_482e23554a82f6a0,Girls,Casual,data/raw/teacher/train/images_train/38327.jpg
38329,2,family_2432135e32d01b51,Girls,Casual,data/raw/teacher/train/images_train/38329.jpg
38402,3,family_c129cbb2ea096514,Women,Casual,data/raw/teacher/train/images_train/38402.jpg
38492,3,family_c37ea096b66a3441,Boys,Casual,data/raw/teacher/train/images_train/38492.jpg
38661,2,family_c9e9185c5f86c372,Men,Sports,data/raw/teacher/train/images_train/38661.jpg
38747,2,family_1b24dda766f3be2e,Unisex,Casual,data/raw/teacher/train/images_train/38747.jpg
38900,2,family_6deba8d481878e44,Girls,Casual,data/raw/teacher/train/images_train/38900.jpg
38962,3,family_18238e3107363de9,Unisex,Travel,data/raw/teacher/train/images_train/38962.jpg
38994,2,family_fee95e5852bc997f,Boys,Casual,data/raw/teacher/train/images_train/38994.jpg
39001,1,family_c15114c8ca20a0f9,Boys,Casual,data/raw/teacher/train/images_train/39001.jpg
39005,3,family_5d7baee14aa239f4,Girls,Casual,data/raw/teacher/train/images_train/39005.jpg
39031,2,family_03d9b2ed14e352f7,Men,Casual,data/raw/teacher/train/images_train/39031.jpg
39059,2,family_ddf964e5f9a85f5b,Men,Formal,data/raw/teacher/train/images_train/39059.jpg
39167,1,family_a466b6a93a11b935,Women,Ethnic,data/raw/teacher/train/images_train/39167.jpg
39405,1,family_44db076bf44591fd,Men,Smart Casual,data/raw/teacher/train/images_train/39405.jpg
39487,3,family_32b984ff506adc13,Unisex,Travel,data/raw/teacher/train/images_train/39487.jpg
39490,2,family_a9e9272c0221c923,Unisex,Casual,data/raw/teacher/train/images_train/39490.jpg
39781,2,family_8e7947817c2d816e,Men,Formal,data/raw/teacher/train/images_train/39781.jpg
39902,1,family_1ecf6ed9c078bee9,Women,Casual,data/raw/teacher/train/images_train/39902.jpg
39936,2,family_95c3a38d46c6b59e,Unisex,Casual,data/raw/teacher/train/images_train/39936.jpg
40132,1,family_142303d7ef237b58,Boys,Casual,data/raw/teacher/train/images_train/40132.jpg
40216,2,family_e699c7af6e351eec,Men,Formal,data/raw/teacher/train/images_train/40216.jpg
40387,3,family_c6f09db9685f3469,Women,Casual,data/raw/teacher/train/images_train/40387.jpg
40607,3,family_7e977f596a2a2cf1,Women,Ethnic,data/raw/teacher/train/images_train/40607.jpg
40652,2,family_24edf6a2b3eb0d53,Women,Ethnic,data/raw/teacher/train/images_train/40652.jpg
41312,3,family_000ad75dfe5f1421,Girls,Casual,data/raw/teacher/train/images_train/41312.jpg
41605,2,family_50e066b5e4c1f8f9,Men,Casual,data/raw/teacher/train/images_train/41605.jpg
43113,3,family_7f5dfd14298bc6be,Men,NA,data/raw/teacher/train/images_train/43113.jpg
43643,3,family_a6987e506a027371,Women,Party,data/raw/teacher/train/images_train/43643.jpg
43644,2,family_7a669cfe713bb793,Women,Party,data/raw/teacher/train/images_train/43644.jpg
43956,1,family_85d3249347a18eba,Women,Casual,data/raw/teacher/train/images_train/43956.jpg
44131,1,family_560ea672a79b9af5,Women,Party,data/raw/teacher/train/images_train/44131.jpg
44377,3,family_559505b21f99d955,Men,Casual,data/raw/teacher/train/images_train/44377.jpg
44670,2,family_ac65f02939823eca,Women,Smart Casual,data/raw/teacher/train/images_train/44670.jpg
45114,3,family_5d88354e57faf086,Men,Smart Casual,data/raw/teacher/train/images_train/45114.jpg
45122,1,family_d5ca8a4f07d5d72e,Women,Smart Casual,data/raw/teacher/train/images_train/45122.jpg
45137,2,family_20fc475035f9e924,Women,Smart Casual,data/raw/teacher/train/images_train/45137.jpg
45139,3,family_8b00fc0cc001f170,Men,Smart Casual,data/raw/teacher/train/images_train/45139.jpg
45210,3,family_19a606fdd809e41d,Women,Smart Casual,data/raw/teacher/train/images_train/45210.jpg
45240,3,family_0be1307fc191fd21,Women,Smart Casual,data/raw/teacher/train/images_train/45240.jpg
45340,2,family_af779e2d865dfa0f,Women,Party,data/raw/teacher/train/images_train/45340.jpg
45687,2,family_11dfff7d11be89c5,Men,NA,data/raw/teacher/train/images_train/45687.jpg
46205,2,family_26b2961c88fde4fa,Women,Ethnic,data/raw/teacher/train/images_train/46205.jpg
46246,1,family_f1ca301a4990bf99,Women,Casual,data/raw/teacher/train/images_train/46246.jpg
46836,3,family_07ae83b18e56f4c8,Girls,Casual,data/raw/teacher/train/images_train/46836.jpg
46839,1,family_75e0b042c7dd444f,Girls,Casual,data/raw/teacher/train/images_train/46839.jpg
47008,2,family_3b706e082532f720,Women,Ethnic,data/raw/teacher/train/images_train/47008.jpg
47015,3,family_26b9c09370fcee94,Women,Ethnic,data/raw/teacher/train/images_train/47015.jpg
47067,3,family_a0e73857681d1c7c,Women,Ethnic,data/raw/teacher/train/images_train/47067.jpg
47090,1,family_1d50be882a1a2558,Boys,Casual,data/raw/teacher/train/images_train/47090.jpg
47091,2,family_82392681dec7fd6a,Boys,Casual,data/raw/teacher/train/images_train/47091.jpg
47109,3,family_d9338edc9f26231d,Boys,Casual,data/raw/teacher/train/images_train/47109.jpg
47112,2,family_0755dba2728f2e15,Boys,Casual,data/raw/teacher/train/images_train/47112.jpg
47119,2,family_e95f5311d9a93850,Boys,Casual,data/raw/teacher/train/images_train/47119.jpg
47397,3,family_92516a53ebf8f590,Women,Casual,data/raw/teacher/train/images_train/47397.jpg
49071,1,family_a52aa2b4d85edbfd,Women,NA,data/raw/teacher/train/images_train/49071.jpg
49076,2,family_bb0a51779d8580af,Women,NA,data/raw/teacher/train/images_train/49076.jpg
49146,1,family_5796baf6fae54a98,Women,NA,data/raw/teacher/train/images_train/49146.jpg
49148,3,family_3720d12bf37c38dc,Women,NA,data/raw/teacher/train/images_train/49148.jpg
49152,2,family_24826c5b7156bbb2,Women,NA,data/raw/teacher/train/images_train/49152.jpg
49153,3,family_38f8625d6a77d0f6,Women,NA,data/raw/teacher/train/images_train/49153.jpg
49164,2,family_a2128886f31a73df,Women,NA,data/raw/teacher/train/images_train/49164.jpg
49433,2,family_41c7a2770f16f747,Unisex,Casual,data/raw/teacher/train/images_train/49433.jpg
49684,2,family_82a330401fcb0b46,Men,Formal,data/raw/teacher/train/images_train/49684.jpg
49897,3,family_59c5a3f12e913552,Unisex,Casual,data/raw/teacher/train/images_train/49897.jpg
50010,2,family_50c7649876825c76,Women,Casual,data/raw/teacher/train/images_train/50010.jpg
50383,1,family_31abe7977f55546c,Women,Ethnic,data/raw/teacher/train/images_train/50383.jpg
50604,1,family_47043b9b7b757b66,Men,Casual,data/raw/teacher/train/images_train/50604.jpg
50871,3,family_93c350b86a981d9e,Women,Ethnic,data/raw/teacher/train/images_train/50871.jpg
50971,1,family_106e7b08dd753ce1,Women,Casual,data/raw/teacher/train/images_train/50971.jpg
51044,2,family_7773ec00f7c66929,Women,NA,data/raw/teacher/train/images_train/51044.jpg
51045,1,family_f60328d4c3982e75,Women,NA,data/raw/teacher/train/images_train/51045.jpg
51061,2,family_4e120bc719a8ee5f,Women,NA,data/raw/teacher/train/images_train/51061.jpg
